onset	v1c1c2	v2c3c4	tr	word	vowel_skeleton	consonant_skeleton
©	ug	ódz	©ugódzik	gyugódzik	uói	©gdzk
©	ug	okl	©ugoklik	gyugoklik	uoi	©gklk
©	ug	orz	©ugorzik	gyugorzik	uoi	©grzk
©	ug	osl	©ugoslik	gyugoslik	uoi	©gslk
©	ül	ődz	©ülődzik	gyülődzik	üői	©ldzk
©	ül	ökl	©ülöklik	gyülöklik	üöi	©lklk
©	ül	őrz	©ülőrzik	gyülőrzik	üői	©lrzk
©	ül	ösl	©ülöslik	gyülöslik	üöi	©lslk
©	ül	űdz	©ülűdzik	gyülűdzik	üűi	©ldzk
©	ur	ódz	©uródzik	gyuródzik	uói	©rdzk
©	ur	okl	©uroklik	gyuroklik	uoi	©rklk
©	ur	osl	©uroslik	gyuroslik	uoi	©rslk
©	ür	ődz	©ürődzik	gyürődzik	üői	©rdzk
©	ür	ökl	©üröklik	gyüröklik	üöi	©rklk
©	ür	ösl	©üröslik	gyüröslik	üöi	©rslk
©	ür	űdz	©ürűdzik	gyürűdzik	üűi	©rdzk
©	űr	ődz	©űrődzik	gyűrődzik	űői	©rdzk
©	űr	ökl	©űröklik	gyűröklik	űöi	©rklk
©	űr	ösl	©űröslik	gyűröslik	űöi	©rslk
©	urj	ódz	©urjódzik	gyurjódzik	uói	©rjdzk
©	urj	okl	©urjoklik	gyurjoklik	uoi	©rjklk
©	urj	orz	©urjorzik	gyurjorzik	uoi	©rjrzk
©	urj	osl	©urjoslik	gyurjoslik	uoi	©rjslk
¥	ag	ádz	¥agádzik	nyagádzik	aái	¥gdzk
¥	ag	árz	¥agárzik	nyagárzik	aái	¥grzk
¥	ág	adz	¥ágadzik	nyágadzik	áai	¥gdzk
¥	ág	ajl	¥ágajlik	nyágajlik	áai	¥gjlk
¥	ág	akl	¥ágaklik	nyágaklik	áai	¥gklk
¥	ág	akß	¥ágakßik	nyágakszik	áai	¥gkßk
¥	ág	aml	¥ágamlik	nyágamlik	áai	¥gmlk
¥	ág	apß	¥ágapßik	nyágapszik	áai	¥gpßk
¥	ág	arz	¥ágarzik	nyágarzik	áai	¥grzk
¥	ág	asl	¥ágaslik	nyágaslik	áai	¥gslk
¥	al	ádz	¥aládzik	nyaládzik	aái	¥ldzk
¥	al	ágl	¥aláglik	nyaláglik	aái	¥lglk
¥	al	ágz	¥alágzik	nyalágzik	aái	¥lgzk
¥	al	árz	¥alárzik	nyalárzik	aái	¥lrzk
¥	ál	adz	¥áladzik	nyáladzik	áai	¥ldzk
¥	ál	agl	¥álaglik	nyálaglik	áai	¥lglk
¥	ál	agß	¥álagßik	nyálagszik	áai	¥lgßk
¥	ál	agz	¥álagzik	nyálagzik	áai	¥lgzk
¥	ál	ajl	¥álajlik	nyálajlik	áai	¥ljlk
¥	ál	akl	¥álaklik	nyálaklik	áai	¥lklk
¥	ál	akß	¥álakßik	nyálakszik	áai	¥lkßk
¥	ál	aml	¥álamlik	nyálamlik	áai	¥lmlk
¥	ál	apß	¥álapßik	nyálapszik	áai	¥lpßk
¥	ál	arz	¥álarzik	nyálarzik	áai	¥lrzk
¥	ál	asl	¥álaslik	nyálaslik	áai	¥lslk
¥	ar	ádz	¥arádzik	nyarádzik	aái	¥rdzk
¥	ar	ágl	¥aráglik	nyaráglik	aái	¥rglk
¥	ar	ágz	¥arágzik	nyarágzik	aái	¥rgzk
¥	ár	adz	¥áradzik	nyáradzik	áai	¥rdzk
¥	ár	agl	¥áraglik	nyáraglik	áai	¥rglk
¥	ár	agß	¥áragßik	nyáragszik	áai	¥rgßk
¥	ár	agz	¥áragzik	nyáragzik	áai	¥rgzk
¥	ár	ajl	¥árajlik	nyárajlik	áai	¥rjlk
¥	ár	akl	¥áraklik	nyáraklik	áai	¥rklk
¥	ár	akß	¥árakßik	nyárakszik	áai	¥rkßk
¥	ár	aml	¥áramlik	nyáramlik	áai	¥rmlk
¥	ár	apß	¥árapßik	nyárapszik	áai	¥rpßk
¥	ár	asl	¥áraslik	nyáraslik	áai	¥rslk
¥	arj	ádz	¥arjádzik	nyarjádzik	aái	¥rjdzk
¥	arj	ágl	¥arjáglik	nyarjáglik	aái	¥rjglk
¥	arj	ágz	¥arjágzik	nyarjágzik	aái	¥rjgzk
¥	arj	árz	¥arjárzik	nyarjárzik	aái	¥rjrzk
¥	at	ádz	¥atádzik	nyatádzik	aái	¥tdzk
¥	at	ágl	¥atáglik	nyatáglik	aái	¥tglk
¥	at	ágz	¥atágzik	nyatágzik	aái	¥tgzk
¥	at	árz	¥atárzik	nyatárzik	aái	¥trzk
¥	eh	égß	¥ehégßik	nyehégszik	eéi	¥hgßk
¥	eh	ékß	¥ehékßik	nyehékszik	eéi	¥hkßk
¥	el	égß	¥elégßik	nyelégszik	eéi	¥lgßk
¥	el	ékß	¥elékßik	nyelékszik	eéi	¥lkßk
¥	él	edz	¥éledzik	nyéledzik	éei	¥ldzk
¥	él	egl	¥éleglik	nyéleglik	éei	¥lglk
¥	él	egß	¥élegßik	nyélegszik	éei	¥lgßk
¥	él	egz	¥élegzik	nyélegzik	éei	¥lgzk
¥	él	ejl	¥élejlik	nyélejlik	éei	¥ljlk
¥	él	ekß	¥élekßik	nyélekszik	éei	¥lkßk
¥	él	eml	¥élemlik	nyélemlik	éei	¥lmlk
¥	él	epß	¥élepßik	nyélepszik	éei	¥lpßk
¥	él	esl	¥éleslik	nyéleslik	éei	¥lslk
¥	er	égß	¥erégßik	nyerégszik	eéi	¥rgßk
¥	er	ékß	¥erékßik	nyerékszik	eéi	¥rkßk
¥	ér	edz	¥éredzik	nyéredzik	éei	¥rdzk
¥	ér	egl	¥éreglik	nyéreglik	éei	¥rglk
¥	ér	egß	¥éregßik	nyéregszik	éei	¥rgßk
¥	ér	egz	¥éregzik	nyéregzik	éei	¥rgzk
¥	ér	ejl	¥érejlik	nyérejlik	éei	¥rjlk
¥	ér	ekß	¥érekßik	nyérekszik	éei	¥rkßk
¥	ér	eml	¥éremlik	nyéremlik	éei	¥rmlk
¥	ér	epß	¥érepßik	nyérepszik	éei	¥rpßk
¥	ér	esl	¥éreslik	nyéreslik	éei	¥rslk
¥	et	égß	¥etégßik	nyetégszik	eéi	¥tgßk
¥	et	ékß	¥etékßik	nyetékszik	eéi	¥tkßk
¥	ib	adz	¥ibadzik	nyibadzik	iai	¥bdzk
¥	ib	ádz	¥ibádzik	nyibádzik	iái	¥bdzk
¥	ib	agl	¥ibaglik	nyibaglik	iai	¥bglk
¥	ib	ágl	¥ibáglik	nyibáglik	iái	¥bglk
¥	ib	agß	¥ibagßik	nyibagszik	iai	¥bgßk
¥	ib	agz	¥ibagzik	nyibagzik	iai	¥bgzk
¥	ib	ágz	¥ibágzik	nyibágzik	iái	¥bgzk
¥	ib	ajl	¥ibajlik	nyibajlik	iai	¥bjlk
¥	ib	akl	¥ibaklik	nyibaklik	iai	¥bklk
¥	ib	akß	¥ibakßik	nyibakszik	iai	¥bkßk
¥	ib	aml	¥ibamlik	nyibamlik	iai	¥bmlk
¥	ib	apß	¥ibapßik	nyibapszik	iai	¥bpßk
¥	ib	arz	¥ibarzik	nyibarzik	iai	¥brzk
¥	ib	árz	¥ibárzik	nyibárzik	iái	¥brzk
¥	ib	asl	¥ibaslik	nyibaslik	iai	¥bslk
¥	ib	edz	¥ibedzik	nyibedzik	iei	¥bdzk
¥	ib	egl	¥ibeglik	nyibeglik	iei	¥bglk
¥	ib	egß	¥ibegßik	nyibegszik	iei	¥bgßk
¥	ib	égß	¥ibégßik	nyibégszik	iéi	¥bgßk
¥	ib	egz	¥ibegzik	nyibegzik	iei	¥bgzk
¥	ib	ejl	¥ibejlik	nyibejlik	iei	¥bjlk
¥	ib	ekß	¥ibekßik	nyibekszik	iei	¥bkßk
¥	ib	ékß	¥ibékßik	nyibékszik	iéi	¥bkßk
¥	ib	eml	¥ibemlik	nyibemlik	iei	¥bmlk
¥	ib	epß	¥ibepßik	nyibepszik	iei	¥bpßk
¥	ib	esl	¥ibeslik	nyibeslik	iei	¥bslk
¥	ih	adz	¥ihadzik	nyihadzik	iai	¥hdzk
¥	ih	ádz	¥ihádzik	nyihádzik	iái	¥hdzk
¥	ih	agl	¥ihaglik	nyihaglik	iai	¥hglk
¥	ih	ágl	¥iháglik	nyiháglik	iái	¥hglk
¥	ih	agß	¥ihagßik	nyihagszik	iai	¥hgßk
¥	ih	agz	¥ihagzik	nyihagzik	iai	¥hgzk
¥	ih	ágz	¥ihágzik	nyihágzik	iái	¥hgzk
¥	ih	ajl	¥ihajlik	nyihajlik	iai	¥hjlk
¥	ih	akl	¥ihaklik	nyihaklik	iai	¥hklk
¥	ih	akß	¥ihakßik	nyihakszik	iai	¥hkßk
¥	ih	aml	¥ihamlik	nyihamlik	iai	¥hmlk
¥	ih	apß	¥ihapßik	nyihapszik	iai	¥hpßk
¥	ih	arz	¥iharzik	nyiharzik	iai	¥hrzk
¥	ih	árz	¥ihárzik	nyihárzik	iái	¥hrzk
¥	ih	asl	¥ihaslik	nyihaslik	iai	¥hslk
¥	ih	edz	¥ihedzik	nyihedzik	iei	¥hdzk
¥	ih	egl	¥iheglik	nyiheglik	iei	¥hglk
¥	ih	egß	¥ihegßik	nyihegszik	iei	¥hgßk
¥	ih	égß	¥ihégßik	nyihégszik	iéi	¥hgßk
¥	ih	egz	¥ihegzik	nyihegzik	iei	¥hgzk
¥	ih	ejl	¥ihejlik	nyihejlik	iei	¥hjlk
¥	ih	ekß	¥ihekßik	nyihekszik	iei	¥hkßk
¥	ih	ékß	¥ihékßik	nyihékszik	iéi	¥hkßk
¥	ih	eml	¥ihemlik	nyihemlik	iei	¥hmlk
¥	ih	epß	¥ihepßik	nyihepszik	iei	¥hpßk
¥	ih	esl	¥iheslik	nyiheslik	iei	¥hslk
¥	il	adz	¥iladzik	nyiladzik	iai	¥ldzk
¥	il	ádz	¥iládzik	nyiládzik	iái	¥ldzk
¥	il	agl	¥ilaglik	nyilaglik	iai	¥lglk
¥	il	ágl	¥iláglik	nyiláglik	iái	¥lglk
¥	il	agß	¥ilagßik	nyilagszik	iai	¥lgßk
¥	il	agz	¥ilagzik	nyilagzik	iai	¥lgzk
¥	il	ágz	¥ilágzik	nyilágzik	iái	¥lgzk
¥	il	ajl	¥ilajlik	nyilajlik	iai	¥ljlk
¥	il	akl	¥ilaklik	nyilaklik	iai	¥lklk
¥	il	akß	¥ilakßik	nyilakszik	iai	¥lkßk
¥	il	aml	¥ilamlik	nyilamlik	iai	¥lmlk
¥	il	apß	¥ilapßik	nyilapszik	iai	¥lpßk
¥	il	arz	¥ilarzik	nyilarzik	iai	¥lrzk
¥	il	árz	¥ilárzik	nyilárzik	iái	¥lrzk
¥	il	asl	¥ilaslik	nyilaslik	iai	¥lslk
¥	il	edz	¥iledzik	nyiledzik	iei	¥ldzk
¥	il	egl	¥ileglik	nyileglik	iei	¥lglk
¥	il	egß	¥ilegßik	nyilegszik	iei	¥lgßk
¥	il	égß	¥ilégßik	nyilégszik	iéi	¥lgßk
¥	il	egz	¥ilegzik	nyilegzik	iei	¥lgzk
¥	il	ejl	¥ilejlik	nyilejlik	iei	¥ljlk
¥	il	ekß	¥ilekßik	nyilekszik	iei	¥lkßk
¥	il	ékß	¥ilékßik	nyilékszik	iéi	¥lkßk
¥	il	eml	¥ilemlik	nyilemlik	iei	¥lmlk
¥	il	epß	¥ilepßik	nyilepszik	iei	¥lpßk
¥	il	esl	¥ileslik	nyileslik	iei	¥lslk
¥	ir	adz	¥iradzik	nyiradzik	iai	¥rdzk
¥	ir	ádz	¥irádzik	nyirádzik	iái	¥rdzk
¥	ir	agl	¥iraglik	nyiraglik	iai	¥rglk
¥	ir	ágl	¥iráglik	nyiráglik	iái	¥rglk
¥	ir	agß	¥iragßik	nyiragszik	iai	¥rgßk
¥	ir	agz	¥iragzik	nyiragzik	iai	¥rgzk
¥	ir	ágz	¥irágzik	nyirágzik	iái	¥rgzk
¥	ir	ajl	¥irajlik	nyirajlik	iai	¥rjlk
¥	ir	akl	¥iraklik	nyiraklik	iai	¥rklk
¥	ir	akß	¥irakßik	nyirakszik	iai	¥rkßk
¥	ir	aml	¥iramlik	nyiramlik	iai	¥rmlk
¥	ir	apß	¥irapßik	nyirapszik	iai	¥rpßk
¥	ir	asl	¥iraslik	nyiraslik	iai	¥rslk
¥	ir	edz	¥iredzik	nyiredzik	iei	¥rdzk
¥	ir	egl	¥ireglik	nyireglik	iei	¥rglk
¥	ir	egß	¥iregßik	nyiregszik	iei	¥rgßk
¥	ir	égß	¥irégßik	nyirégszik	iéi	¥rgßk
¥	ir	egz	¥iregzik	nyiregzik	iei	¥rgzk
¥	ir	ejl	¥irejlik	nyirejlik	iei	¥rjlk
¥	ir	ekß	¥irekßik	nyirekszik	iei	¥rkßk
¥	ir	ékß	¥irékßik	nyirékszik	iéi	¥rkßk
¥	ir	eml	¥iremlik	nyiremlik	iei	¥rmlk
¥	ir	epß	¥irepßik	nyirepszik	iei	¥rpßk
¥	ir	esl	¥ireslik	nyireslik	iei	¥rslk
¥	iv	adz	¥ivadzik	nyivadzik	iai	¥vdzk
¥	iv	ádz	¥ivádzik	nyivádzik	iái	¥vdzk
¥	iv	agl	¥ivaglik	nyivaglik	iai	¥vglk
¥	iv	ágl	¥iváglik	nyiváglik	iái	¥vglk
¥	iv	agß	¥ivagßik	nyivagszik	iai	¥vgßk
¥	iv	agz	¥ivagzik	nyivagzik	iai	¥vgzk
¥	iv	ágz	¥ivágzik	nyivágzik	iái	¥vgzk
¥	iv	ajl	¥ivajlik	nyivajlik	iai	¥vjlk
¥	iv	akl	¥ivaklik	nyivaklik	iai	¥vklk
¥	iv	akß	¥ivakßik	nyivakszik	iai	¥vkßk
¥	iv	aml	¥ivamlik	nyivamlik	iai	¥vmlk
¥	iv	apß	¥ivapßik	nyivapszik	iai	¥vpßk
¥	iv	arz	¥ivarzik	nyivarzik	iai	¥vrzk
¥	iv	árz	¥ivárzik	nyivárzik	iái	¥vrzk
¥	iv	asl	¥ivaslik	nyivaslik	iai	¥vslk
¥	iv	edz	¥ivedzik	nyivedzik	iei	¥vdzk
¥	iv	egl	¥iveglik	nyiveglik	iei	¥vglk
¥	iv	egß	¥ivegßik	nyivegszik	iei	¥vgßk
¥	iv	égß	¥ivégßik	nyivégszik	iéi	¥vgßk
¥	iv	egz	¥ivegzik	nyivegzik	iei	¥vgzk
¥	iv	ejl	¥ivejlik	nyivejlik	iei	¥vjlk
¥	iv	ekß	¥ivekßik	nyivekszik	iei	¥vkßk
¥	iv	ékß	¥ivékßik	nyivékszik	iéi	¥vkßk
¥	iv	eml	¥ivemlik	nyivemlik	iei	¥vmlk
¥	iv	epß	¥ivepßik	nyivepszik	iei	¥vpßk
¥	iv	esl	¥iveslik	nyiveslik	iei	¥vslk
¥	ob	ódz	¥obódzik	nyobódzik	oói	¥bdzk
¥	og	ódz	¥ogódzik	nyogódzik	oói	¥gdzk
¥	oh	ódz	¥ohódzik	nyohódzik	oói	¥hdzk
¥	ol	ódz	¥olódzik	nyolódzik	oói	¥ldzk
¥	ól	okl	¥óloklik	nyóloklik	óoi	¥lklk
¥	ól	orz	¥ólorzik	nyólorzik	óoi	¥lrzk
¥	ól	osl	¥óloslik	nyóloslik	óoi	¥lslk
¥	or	ódz	¥oródzik	nyoródzik	oói	¥rdzk
¥	ör	ődz	¥örődzik	nyörődzik	öői	¥rdzk
¥	ör	űdz	¥örűdzik	nyörűdzik	öűi	¥rdzk
¥	orj	ódz	¥orjódzik	nyorjódzik	oói	¥rjdzk
¥	öt	ődz	¥ötődzik	nyötődzik	öői	¥tdzk
¥	öt	őrz	¥ötőrzik	nyötőrzik	öői	¥trzk
¥	öt	űdz	¥ötűdzik	nyötűdzik	öűi	¥tdzk
¥	öv	ődz	¥övődzik	nyövődzik	öői	¥vdzk
¥	öv	őrz	¥övőrzik	nyövőrzik	öői	¥vrzk
¥	öv	űdz	¥övűdzik	nyövűdzik	öűi	¥vdzk
¥	ub	ódz	¥ubódzik	nyubódzik	uói	¥bdzk
¥	ub	okl	¥uboklik	nyuboklik	uoi	¥bklk
¥	ub	orz	¥uborzik	nyuborzik	uoi	¥brzk
¥	ub	osl	¥uboslik	nyuboslik	uoi	¥bslk
¥	ug	ódz	¥ugódzik	nyugódzik	uói	¥gdzk
¥	ug	okl	¥ugoklik	nyugoklik	uoi	¥gklk
¥	ug	orz	¥ugorzik	nyugorzik	uoi	¥grzk
¥	ug	osl	¥ugoslik	nyugoslik	uoi	¥gslk
¥	ül	ődz	¥ülődzik	nyülődzik	üői	¥ldzk
¥	ül	ökl	¥ülöklik	nyülöklik	üöi	¥lklk
¥	ül	őrz	¥ülőrzik	nyülőrzik	üői	¥lrzk
¥	ül	ösl	¥ülöslik	nyülöslik	üöi	¥lslk
¥	ül	űdz	¥ülűdzik	nyülűdzik	üűi	¥ldzk
¥	ur	ódz	¥uródzik	nyuródzik	uói	¥rdzk
¥	ur	okl	¥uroklik	nyuroklik	uoi	¥rklk
¥	ur	osl	¥uroslik	nyuroslik	uoi	¥rslk
¥	ür	ődz	¥ürődzik	nyürődzik	üői	¥rdzk
¥	ür	ökl	¥üröklik	nyüröklik	üöi	¥rklk
¥	ür	ösl	¥üröslik	nyüröslik	üöi	¥rslk
¥	ür	űdz	¥ürűdzik	nyürűdzik	üűi	¥rdzk
¥	űr	ődz	¥űrődzik	nyűrődzik	űői	¥rdzk
¥	űr	ökl	¥űröklik	nyűröklik	űöi	¥rklk
¥	űr	ösl	¥űröslik	nyűröslik	űöi	¥rslk
¥	urj	ódz	¥urjódzik	nyurjódzik	uói	¥rjdzk
¥	urj	okl	¥urjoklik	nyurjoklik	uoi	¥rjklk
¥	urj	orz	¥urjorzik	nyurjorzik	uoi	¥rjrzk
¥	urj	osl	¥urjoslik	nyurjoslik	uoi	¥rjslk
b	ag	á¥l	bagá¥lik	bagánylik	aái	bg¥lk
b	ag	ádz	bagádzik	bagádzik	aái	bgdzk
b	ag	árz	bagárzik	bagárzik	aái	bgrzk
b	ág	adz	bágadzik	bágadzik	áai	bgdzk
b	ág	ajl	bágajlik	bágajlik	áai	bgjlk
b	ág	akl	bágaklik	bágaklik	áai	bgklk
b	ág	akß	bágakßik	bágakszik	áai	bgkßk
b	ág	aml	bágamlik	bágamlik	áai	bgmlk
b	ág	apß	bágapßik	bágapszik	áai	bgpßk
b	ág	arz	bágarzik	bágarzik	áai	bgrzk
b	ág	asl	bágaslik	bágaslik	áai	bgslk
b	al	á¥l	balá¥lik	balánylik	aái	bl¥lk
b	al	ádz	baládzik	baládzik	aái	bldzk
b	al	ágl	baláglik	baláglik	aái	blglk
b	al	ágz	balágzik	balágzik	aái	blgzk
b	al	árz	balárzik	balárzik	aái	blrzk
b	ál	adz	báladzik	báladzik	áai	bldzk
b	ál	agl	bálaglik	bálaglik	áai	blglk
b	ál	agß	bálagßik	bálagszik	áai	blgßk
b	ál	agz	bálagzik	bálagzik	áai	blgzk
b	ál	ajl	bálajlik	bálajlik	áai	bljlk
b	ál	akl	bálaklik	bálaklik	áai	blklk
b	ál	akß	bálakßik	bálakszik	áai	blkßk
b	ál	aml	bálamlik	bálamlik	áai	blmlk
b	ál	apß	bálapßik	bálapszik	áai	blpßk
b	ál	arz	bálarzik	bálarzik	áai	blrzk
b	ál	asl	bálaslik	bálaslik	áai	blslk
b	ar	á¥l	bará¥lik	baránylik	aái	br¥lk
b	ar	ádz	barádzik	barádzik	aái	brdzk
b	ar	ágl	baráglik	baráglik	aái	brglk
b	ar	ágz	barágzik	barágzik	aái	brgzk
b	ár	adz	báradzik	báradzik	áai	brdzk
b	ár	agl	báraglik	báraglik	áai	brglk
b	ár	agß	báragßik	báragszik	áai	brgßk
b	ár	agz	báragzik	báragzik	áai	brgzk
b	ár	ajl	bárajlik	bárajlik	áai	brjlk
b	ár	akl	báraklik	báraklik	áai	brklk
b	ár	akß	bárakßik	bárakszik	áai	brkßk
b	ár	aml	báramlik	báramlik	áai	brmlk
b	ár	apß	bárapßik	bárapszik	áai	brpßk
b	ár	asl	báraslik	báraslik	áai	brslk
b	arj	á¥l	barjá¥lik	barjánylik	aái	brj¥lk
b	arj	ádz	barjádzik	barjádzik	aái	brjdzk
b	arj	ágl	barjáglik	barjáglik	aái	brjglk
b	arj	ágz	barjágzik	barjágzik	aái	brjgzk
b	arj	árz	barjárzik	barjárzik	aái	brjrzk
b	at	á¥l	batá¥lik	batánylik	aái	bt¥lk
b	at	ádz	batádzik	batádzik	aái	btdzk
b	at	ágl	batáglik	batáglik	aái	btglk
b	at	ágz	batágzik	batágzik	aái	btgzk
b	at	árz	batárzik	batárzik	aái	btrzk
b	eh	é¥l	behé¥lik	behénylik	eéi	bh¥lk
b	eh	égß	behégßik	behégszik	eéi	bhgßk
b	eh	ékß	behékßik	behékszik	eéi	bhkßk
b	el	é¥l	belé¥lik	belénylik	eéi	bl¥lk
b	el	égß	belégßik	belégszik	eéi	blgßk
b	el	ékß	belékßik	belékszik	eéi	blkßk
b	él	edz	béledzik	béledzik	éei	bldzk
b	él	egl	béleglik	béleglik	éei	blglk
b	él	egß	bélegßik	bélegszik	éei	blgßk
b	él	egz	bélegzik	bélegzik	éei	blgzk
b	él	ejl	bélejlik	bélejlik	éei	bljlk
b	él	ekß	bélekßik	bélekszik	éei	blkßk
b	él	eml	bélemlik	bélemlik	éei	blmlk
b	él	epß	bélepßik	bélepszik	éei	blpßk
b	él	esl	béleslik	béleslik	éei	blslk
b	er	é¥l	beré¥lik	berénylik	eéi	br¥lk
b	er	égß	berégßik	berégszik	eéi	brgßk
b	er	ékß	berékßik	berékszik	eéi	brkßk
b	ér	edz	béredzik	béredzik	éei	brdzk
b	ér	egl	béreglik	béreglik	éei	brglk
b	ér	egß	béregßik	béregszik	éei	brgßk
b	ér	egz	béregzik	béregzik	éei	brgzk
b	ér	ejl	bérejlik	bérejlik	éei	brjlk
b	ér	ekß	bérekßik	bérekszik	éei	brkßk
b	ér	eml	béremlik	béremlik	éei	brmlk
b	ér	epß	bérepßik	bérepszik	éei	brpßk
b	ér	esl	béreslik	béreslik	éei	brslk
b	et	é¥l	beté¥lik	beténylik	eéi	bt¥lk
b	et	égß	betégßik	betégszik	eéi	btgßk
b	et	ékß	betékßik	betékszik	eéi	btkßk
b	ih	á¥l	bihá¥lik	bihánylik	iái	bh¥lk
b	ih	adz	bihadzik	bihadzik	iai	bhdzk
b	ih	ádz	bihádzik	bihádzik	iái	bhdzk
b	ih	agl	bihaglik	bihaglik	iai	bhglk
b	ih	ágl	biháglik	biháglik	iái	bhglk
b	ih	agß	bihagßik	bihagszik	iai	bhgßk
b	ih	agz	bihagzik	bihagzik	iai	bhgzk
b	ih	ágz	bihágzik	bihágzik	iái	bhgzk
b	ih	ajl	bihajlik	bihajlik	iai	bhjlk
b	ih	akl	bihaklik	bihaklik	iai	bhklk
b	ih	akß	bihakßik	bihakszik	iai	bhkßk
b	ih	aml	bihamlik	bihamlik	iai	bhmlk
b	ih	apß	bihapßik	bihapszik	iai	bhpßk
b	ih	arz	biharzik	biharzik	iai	bhrzk
b	ih	árz	bihárzik	bihárzik	iái	bhrzk
b	ih	asl	bihaslik	bihaslik	iai	bhslk
b	ih	é¥l	bihé¥lik	bihénylik	iéi	bh¥lk
b	ih	edz	bihedzik	bihedzik	iei	bhdzk
b	ih	egl	biheglik	biheglik	iei	bhglk
b	ih	egß	bihegßik	bihegszik	iei	bhgßk
b	ih	égß	bihégßik	bihégszik	iéi	bhgßk
b	ih	egz	bihegzik	bihegzik	iei	bhgzk
b	ih	ejl	bihejlik	bihejlik	iei	bhjlk
b	ih	ekß	bihekßik	bihekszik	iei	bhkßk
b	ih	ékß	bihékßik	bihékszik	iéi	bhkßk
b	ih	eml	bihemlik	bihemlik	iei	bhmlk
b	ih	epß	bihepßik	bihepszik	iei	bhpßk
b	ih	esl	biheslik	biheslik	iei	bhslk
b	il	á¥l	bilá¥lik	bilánylik	iái	bl¥lk
b	il	adz	biladzik	biladzik	iai	bldzk
b	il	ádz	biládzik	biládzik	iái	bldzk
b	il	agl	bilaglik	bilaglik	iai	blglk
b	il	ágl	biláglik	biláglik	iái	blglk
b	il	agß	bilagßik	bilagszik	iai	blgßk
b	il	agz	bilagzik	bilagzik	iai	blgzk
b	il	ágz	bilágzik	bilágzik	iái	blgzk
b	il	ajl	bilajlik	bilajlik	iai	bljlk
b	il	akl	bilaklik	bilaklik	iai	blklk
b	il	akß	bilakßik	bilakszik	iai	blkßk
b	il	aml	bilamlik	bilamlik	iai	blmlk
b	il	apß	bilapßik	bilapszik	iai	blpßk
b	il	arz	bilarzik	bilarzik	iai	blrzk
b	il	árz	bilárzik	bilárzik	iái	blrzk
b	il	asl	bilaslik	bilaslik	iai	blslk
b	il	é¥l	bilé¥lik	bilénylik	iéi	bl¥lk
b	il	edz	biledzik	biledzik	iei	bldzk
b	il	egl	bileglik	bileglik	iei	blglk
b	il	egß	bilegßik	bilegszik	iei	blgßk
b	il	égß	bilégßik	bilégszik	iéi	blgßk
b	il	egz	bilegzik	bilegzik	iei	blgzk
b	il	ejl	bilejlik	bilejlik	iei	bljlk
b	il	ekß	bilekßik	bilekszik	iei	blkßk
b	il	ékß	bilékßik	bilékszik	iéi	blkßk
b	il	eml	bilemlik	bilemlik	iei	blmlk
b	il	epß	bilepßik	bilepszik	iei	blpßk
b	il	esl	bileslik	bileslik	iei	blslk
b	ir	á¥l	birá¥lik	biránylik	iái	br¥lk
b	ir	adz	biradzik	biradzik	iai	brdzk
b	ir	ádz	birádzik	birádzik	iái	brdzk
b	ir	agl	biraglik	biraglik	iai	brglk
b	ir	ágl	biráglik	biráglik	iái	brglk
b	ir	agß	biragßik	biragszik	iai	brgßk
b	ir	agz	biragzik	biragzik	iai	brgzk
b	ir	ágz	birágzik	birágzik	iái	brgzk
b	ir	ajl	birajlik	birajlik	iai	brjlk
b	ir	akl	biraklik	biraklik	iai	brklk
b	ir	akß	birakßik	birakszik	iai	brkßk
b	ir	aml	biramlik	biramlik	iai	brmlk
b	ir	apß	birapßik	birapszik	iai	brpßk
b	ir	asl	biraslik	biraslik	iai	brslk
b	ir	é¥l	biré¥lik	birénylik	iéi	br¥lk
b	ir	edz	biredzik	biredzik	iei	brdzk
b	ir	egl	bireglik	bireglik	iei	brglk
b	ir	egß	biregßik	biregszik	iei	brgßk
b	ir	égß	birégßik	birégszik	iéi	brgßk
b	ir	egz	biregzik	biregzik	iei	brgzk
b	ir	ejl	birejlik	birejlik	iei	brjlk
b	ir	ekß	birekßik	birekszik	iei	brkßk
b	ir	ékß	birékßik	birékszik	iéi	brkßk
b	ir	eml	biremlik	biremlik	iei	brmlk
b	ir	epß	birepßik	birepszik	iei	brpßk
b	ir	esl	bireslik	bireslik	iei	brslk
b	iv	á¥l	bivá¥lik	biványlik	iái	bv¥lk
b	iv	adz	bivadzik	bivadzik	iai	bvdzk
b	iv	ádz	bivádzik	bivádzik	iái	bvdzk
b	iv	agl	bivaglik	bivaglik	iai	bvglk
b	iv	ágl	biváglik	biváglik	iái	bvglk
b	iv	agß	bivagßik	bivagszik	iai	bvgßk
b	iv	agz	bivagzik	bivagzik	iai	bvgzk
b	iv	ágz	bivágzik	bivágzik	iái	bvgzk
b	iv	ajl	bivajlik	bivajlik	iai	bvjlk
b	iv	akl	bivaklik	bivaklik	iai	bvklk
b	iv	akß	bivakßik	bivakszik	iai	bvkßk
b	iv	aml	bivamlik	bivamlik	iai	bvmlk
b	iv	apß	bivapßik	bivapszik	iai	bvpßk
b	iv	arz	bivarzik	bivarzik	iai	bvrzk
b	iv	árz	bivárzik	bivárzik	iái	bvrzk
b	iv	asl	bivaslik	bivaslik	iai	bvslk
