prompt_cc	prompt_cvc	suffix_ep	target_cc	target_cvc	tr_stem	tr_end	prompt_cc_tr	nsyl	tr	keep_enough_distance	keep_no_overlap
tivégszik	tivégedik	ünk	tivégszünk	tivégedünk	tivég	ßik	tivégßik	2	tivégßik	TRUE	FALSE
tribégszik	tribégedik	nek	tribégszenek	tribégednek	tribég	ßik	tribégßik	2	tribégßik	TRUE	TRUE
tribégszik	tribégedik	tek	tribégszetek	tribégedtek	tribég	ßik	tribégßik	2	tribégßik	TRUE	TRUE
tribégszik	tribégedik	ünk	tribégszünk	tribégedünk	tribég	ßik	tribégßik	2	tribégßik	TRUE	TRUE
giharzik	giharozik	nek	giharzanak	giharoznak	gihar	zik	giharzik	2	giharzik	FALSE	TRUE
giharzik	giharozik	tek	giharzotok	giharoztok	gihar	zik	giharzik	2	giharzik	FALSE	TRUE
giharzik	giharozik	ünk	giharzunk	giharozunk	gihar	zik	giharzik	2	giharzik	FALSE	TRUE
lájzik	lájozik	nek	lájzanak	lájoznak	láj	zik	lájzik	1	lájzik	TRUE	TRUE
lájzik	lájozik	tek	lájzotok	lájoztok	láj	zik	lájzik	1	lájzik	TRUE	TRUE
lájzik	lájozik	ünk	lájzunk	lájozunk	láj	zik	lájzik	1	lájzik	TRUE	TRUE
hileglik	hilegezik	nek	hileglenek	hilegeznek	hileg	lik	hileglik	2	hileglik	TRUE	TRUE
hileglik	hilegezik	tek	hilegletek	hilegeztek	hileg	lik	hileglik	2	hileglik	TRUE	TRUE
hileglik	hilegezik	ünk	hileglünk	hilegezünk	hileg	lik	hileglik	2	hileglik	TRUE	TRUE
livekszik	livekedik	nek	livekszenek	livekednek	livek	ßik	livekßik	2	livekßik	TRUE	TRUE
livekszik	livekedik	tek	livekszetek	livekedtek	livek	ßik	livekßik	2	livekßik	TRUE	TRUE
livekszik	livekedik	ünk	livekszünk	livekedünk	livek	ßik	livekßik	2	livekßik	TRUE	TRUE
míjzik	míjozik	nek	míjzanak	míjoznak	míj	zik	míjzik	1	míjzik	TRUE	TRUE
míjzik	míjozik	tek	míjzotok	míjoztok	míj	zik	míjzik	1	míjzik	TRUE	TRUE
míjzik	míjozik	ünk	míjzunk	míjozunk	míj	zik	míjzik	1	míjzik	TRUE	TRUE
gihejlik	gihejezik	nek	gihejlenek	gihejeznek	gihej	lik	gihejlik	2	gihejlik	TRUE	TRUE
gihejlik	gihejezik	tek	gihejletek	gihejeztek	gihej	lik	gihejlik	2	gihejlik	TRUE	TRUE
gihejlik	gihejezik	ünk	gihejlünk	gihejezünk	gihej	lik	gihejlik	2	gihejlik	TRUE	TRUE
kiháglik	kihágozik	nek	kiháglanak	kihágoznak	kihág	lik	kiháglik	2	kiháglik	TRUE	FALSE
kiháglik	kihágozik	tek	kiháglotok	kihágoztok	kihág	lik	kiháglik	2	kiháglik	TRUE	FALSE
kiháglik	kihágozik	ünk	kiháglunk	kihágozunk	kihág	lik	kiháglik	2	kiháglik	TRUE	FALSE
padlik	padozik	nek	padlanak	padoznak	pad	lik	padlik	1	padlik	TRUE	FALSE
padlik	padozik	tek	padlotok	padoztok	pad	lik	padlik	1	padlik	TRUE	FALSE
padlik	padozik	ünk	padlunk	padozunk	pad	lik	padlik	1	padlik	TRUE	FALSE
plűröslik	plűrösözik	nek	plűröslenek	plűrösöznek	plűrös	lik	plűröslik	2	plűröslik	TRUE	FALSE
plűröslik	plűrösözik	tek	plűröslötök	plűrösöztök	plűrös	lik	plűröslik	2	plűröslik	TRUE	FALSE
plűröslik	plűrösözik	ünk	plűröslünk	plűrösözünk	plűrös	lik	plűröslik	2	plűröslik	TRUE	FALSE
plágapszik	plágapodik	nek	plágapszanak	plágapodnak	plágap	ßik	plágapßik	2	plágapßik	TRUE	FALSE
plágapszik	plágapodik	tek	plágapszotok	plágapodtok	plágap	ßik	plágapßik	2	plágapßik	TRUE	FALSE
plágapszik	plágapodik	ünk	plágapszunk	plágapodunk	plágap	ßik	plágapßik	2	plágapßik	TRUE	FALSE
brélepszik	brélepedik	nek	brélepszenek	brélepednek	brélep	ßik	brélepßik	2	brélepßik	TRUE	TRUE
brélepszik	brélepedik	tek	brélepszetek	brélepedtek	brélep	ßik	brélepßik	2	brélepßik	TRUE	TRUE
brélepszik	brélepedik	ünk	brélepszünk	brélepedünk	brélep	ßik	brélepßik	2	brélepßik	TRUE	TRUE
pibegzik	pibegezik	nek	pibegzenek	pibegeznek	pibeg	zik	pibegzik	2	pibegzik	TRUE	TRUE
pibegzik	pibegezik	tek	pibegzetek	pibegeztek	pibeg	zik	pibegzik	2	pibegzik	TRUE	TRUE
pibegzik	pibegezik	ünk	pibegzünk	pibegezünk	pibeg	zik	pibegzik	2	pibegzik	TRUE	TRUE
trihaklik	trihakozik	nek	trihaklanak	trihakoznak	trihak	lik	trihaklik	2	trihaklik	TRUE	TRUE
trihaklik	trihakozik	tek	trihaklotok	trihakoztok	trihak	lik	trihaklik	2	trihaklik	TRUE	TRUE
trihaklik	trihakozik	ünk	trihaklunk	trihakozunk	trihak	lik	trihaklik	2	trihaklik	TRUE	TRUE
flibaklik	flibakozik	nek	flibaklanak	flibakoznak	flibak	lik	flibaklik	2	flibaklik	TRUE	TRUE
flibaklik	flibakozik	tek	flibaklotok	flibakoztok	flibak	lik	flibaklik	2	flibaklik	TRUE	TRUE
flibaklik	flibakozik	ünk	flibaklunk	flibakozunk	flibak	lik	flibaklik	2	flibaklik	TRUE	TRUE
tólorzik	tólorozik	nek	tólorzanak	tóloroznak	tólor	zik	tólorzik	2	tólorzik	TRUE	TRUE
tólorzik	tólorozik	tek	tólorzotok	tóloroztok	tólor	zik	tólorzik	2	tólorzik	TRUE	TRUE
tólorzik	tólorozik	ünk	tólorzunk	tólorozunk	tólor	zik	tólorzik	2	tólorzik	TRUE	TRUE
nyérekszik	nyérekedik	nek	nyérekszenek	nyérekednek	¥érek	ßik	¥érekßik	2	¥érekßik	TRUE	TRUE
nyérekszik	nyérekedik	tek	nyérekszetek	nyérekedtek	¥érek	ßik	¥érekßik	2	¥érekßik	TRUE	TRUE
nyérekszik	nyérekedik	ünk	nyérekszünk	nyérekedünk	¥érek	ßik	¥érekßik	2	¥érekßik	TRUE	TRUE
nyilarzik	nyilarozik	nek	nyilarzanak	nyilaroznak	¥ilar	zik	¥ilarzik	2	¥ilarzik	TRUE	TRUE
nyilarzik	nyilarozik	tek	nyilarzotok	nyilaroztok	¥ilar	zik	¥ilarzik	2	¥ilarzik	TRUE	TRUE
nyilarzik	nyilarozik	ünk	nyilarzunk	nyilarozunk	¥ilar	zik	¥ilarzik	2	¥ilarzik	TRUE	TRUE
ivejlik	ivejezik	nek	ivejlenek	ivejeznek	ivej	lik	ivejlik	2	ivejlik	TRUE	TRUE
ivejlik	ivejezik	tek	ivejletek	ivejeztek	ivej	lik	ivejlik	2	ivejlik	TRUE	TRUE
ivejlik	ivejezik	ünk	ivejlünk	ivejezünk	ivej	lik	ivejlik	2	ivejlik	TRUE	TRUE
plibzik	plibozik	nek	plibzanak	pliboznak	plib	zik	plibzik	1	plibzik	TRUE	TRUE
plibzik	plibozik	tek	plibzotok	pliboztok	plib	zik	plibzik	1	plibzik	TRUE	TRUE
plibzik	plibozik	ünk	plibzunk	plibozunk	plib	zik	plibzik	1	plibzik	TRUE	TRUE
gatáglik	gatágozik	nek	gatáglanak	gatágoznak	gatág	lik	gatáglik	2	gatáglik	TRUE	TRUE
gatáglik	gatágozik	tek	gatáglotok	gatágoztok	gatág	lik	gatáglik	2	gatáglik	TRUE	TRUE
gatáglik	gatágozik	ünk	gatáglunk	gatágozunk	gatág	lik	gatáglik	2	gatáglik	TRUE	TRUE
dréleglik	drélegezik	nek	dréleglenek	drélegeznek	dréleg	lik	dréleglik	2	dréleglik	TRUE	FALSE
dréleglik	drélegezik	tek	drélegletek	drélegeztek	dréleg	lik	dréleglik	2	dréleglik	TRUE	FALSE
dréleglik	drélegezik	ünk	dréleglünk	drélegezünk	dréleg	lik	dréleglik	2	dréleglik	TRUE	FALSE
trivárzik	trivározik	nek	trivárzanak	trivároznak	trivár	zik	trivárzik	2	trivárzik	TRUE	TRUE
trivárzik	trivározik	tek	trivárzotok	trivároztok	trivár	zik	trivárzik	2	trivárzik	TRUE	TRUE
trivárzik	trivározik	ünk	trivárzunk	trivározunk	trivár	zik	trivárzik	2	trivárzik	TRUE	TRUE
drélegszik	drélegedik	nek	drélegszenek	drélegednek	dréleg	ßik	drélegßik	2	drélegßik	TRUE	FALSE
drélegszik	drélegedik	tek	drélegszetek	drélegedtek	dréleg	ßik	drélegßik	2	drélegßik	TRUE	FALSE
drélegszik	drélegedik	ünk	drélegszünk	drélegedünk	dréleg	ßik	drélegßik	2	drélegßik	TRUE	FALSE
libakszik	libakodik	nek	libakszanak	libakodnak	libak	ßik	libakßik	2	libakßik	TRUE	FALSE
libakszik	libakodik	tek	libakszotok	libakodtok	libak	ßik	libakßik	2	libakßik	TRUE	FALSE
libakszik	libakodik	ünk	libakszunk	libakodunk	libak	ßik	libakßik	2	libakßik	TRUE	FALSE
flöklik	flöközik	nek	flöklenek	flököznek	flök	lik	flöklik	1	flöklik	TRUE	TRUE
flöklik	flöközik	tek	flöklötök	flököztök	flök	lik	flöklik	1	flöklik	TRUE	TRUE
flöklik	flöközik	ünk	flöklünk	flöközünk	flök	lik	flöklik	1	flöklik	TRUE	TRUE
nelégszik	nelégedik	nek	nelégszenek	nelégednek	nelég	ßik	nelégßik	2	nelégßik	FALSE	FALSE
nelégszik	nelégedik	tek	nelégszetek	nelégedtek	nelég	ßik	nelégßik	2	nelégßik	FALSE	FALSE
nelégszik	nelégedik	ünk	nelégszünk	nelégedünk	nelég	ßik	nelégßik	2	nelégßik	FALSE	FALSE
nirekszik	nirekedik	nek	nirekszenek	nirekednek	nirek	ßik	nirekßik	2	nirekßik	TRUE	FALSE
nirekszik	nirekedik	tek	nirekszetek	nirekedtek	nirek	ßik	nirekßik	2	nirekßik	TRUE	FALSE
nirekszik	nirekedik	ünk	nirekszünk	nirekedünk	nirek	ßik	nirekßik	2	nirekßik	TRUE	FALSE
dárakszik	dárakodik	nek	dárakszanak	dárakodnak	dárak	ßik	dárakßik	2	dárakßik	TRUE	TRUE
dárakszik	dárakodik	tek	dárakszotok	dárakodtok	dárak	ßik	dárakßik	2	dárakßik	TRUE	TRUE
dárakszik	dárakodik	ünk	dárakszunk	dárakodunk	dárak	ßik	dárakßik	2	dárakßik	TRUE	TRUE
bulszik	bulodik	nek	bulszanak	bulodnak	bul	ßik	bulßik	1	bulßik	TRUE	TRUE
bulszik	bulodik	tek	bulszotok	bulodtok	bul	ßik	bulßik	1	bulßik	TRUE	TRUE
bulszik	bulodik	ünk	bulszunk	bulodunk	bul	ßik	bulßik	1	bulßik	TRUE	TRUE
hetékszik	hetékedik	nek	hetékszenek	hetékednek	heték	ßik	hetékßik	2	hetékßik	TRUE	TRUE
hetékszik	hetékedik	tek	hetékszetek	hetékedtek	heték	ßik	hetékßik	2	hetékßik	TRUE	TRUE
hetékszik	hetékedik	ünk	hetékszünk	hetékedünk	heték	ßik	hetékßik	2	hetékßik	TRUE	TRUE
püzlik	püzözik	nek	püzlenek	püzöznek	püz	lik	püzlik	1	püzlik	TRUE	TRUE
püzlik	püzözik	tek	püzlötök	püzöztök	püz	lik	püzlik	1	püzlik	TRUE	TRUE
püzlik	püzözik	ünk	püzlünk	püzözünk	püz	lik	püzlik	1	püzlik	TRUE	TRUE
trihágzik	trihágozik	nek	trihágzanak	trihágoznak	trihág	zik	trihágzik	2	trihágzik	TRUE	TRUE
trihágzik	trihágozik	tek	trihágzotok	trihágoztok	trihág	zik	trihágzik	2	trihágzik	TRUE	TRUE
trihágzik	trihágozik	ünk	trihágzunk	trihágozunk	trihág	zik	trihágzik	2	trihágzik	TRUE	TRUE
spirlik	spirozik	nek	spirlanak	spiroznak	spir	lik	spirlik	1	spirlik	TRUE	TRUE
spirlik	spirozik	tek	spirlotok	spiroztok	spir	lik	spirlik	1	spirlik	TRUE	TRUE
spirlik	spirozik	ünk	spirlunk	spirozunk	spir	lik	spirlik	1	spirlik	TRUE	TRUE
flemlik	flemezik	nek	flemlenek	flemeznek	flem	lik	flemlik	1	flemlik	TRUE	TRUE
flemlik	flemezik	tek	flemletek	flemeztek	flem	lik	flemlik	1	flemlik	TRUE	TRUE
flemlik	flemezik	ünk	flemlünk	flemezünk	flem	lik	flemlik	1	flemlik	TRUE	TRUE
dreténylik	dretényezik	nek	dreténylenek	dretényeznek	dreté¥	lik	dreté¥lik	2	dreté¥lik	TRUE	FALSE
dreténylik	dretényezik	tek	dretényletek	dretényeztek	dreté¥	lik	dreté¥lik	2	dreté¥lik	TRUE	FALSE
dreténylik	dretényezik	ünk	dreténylünk	dretényezünk	dreté¥	lik	dreté¥lik	2	dreté¥lik	TRUE	FALSE
trülöklik	trülöközik	nek	trülöklenek	trülököznek	trülök	lik	trülöklik	2	trülöklik	TRUE	TRUE
trülöklik	trülöközik	tek	trülöklötök	trülököztök	trülök	lik	trülöklik	2	trülöklik	TRUE	TRUE
trülöklik	trülöközik	ünk	trülöklünk	trülöközünk	trülök	lik	trülöklik	2	trülöklik	TRUE	TRUE
ibénylik	ibényezik	nek	ibénylenek	ibényeznek	ibé¥	lik	ibé¥lik	2	ibé¥lik	TRUE	TRUE
ibénylik	ibényezik	tek	ibényletek	ibényeztek	ibé¥	lik	ibé¥lik	2	ibé¥lik	TRUE	TRUE
ibénylik	ibényezik	ünk	ibénylünk	ibényezünk	ibé¥	lik	ibé¥lik	2	ibé¥lik	TRUE	TRUE
brülöslik	brülösözik	nek	brülöslenek	brülösöznek	brülös	lik	brülöslik	2	brülöslik	TRUE	TRUE
brülöslik	brülösözik	tek	brülöslötök	brülösöztök	brülös	lik	brülöslik	2	brülöslik	TRUE	TRUE
brülöslik	brülösözik	ünk	brülöslünk	brülösözünk	brülös	lik	brülöslik	2	brülöslik	TRUE	TRUE
datánylik	datányozik	nek	datánylanak	datányoznak	datá¥	lik	datá¥lik	2	datá¥lik	TRUE	TRUE
datánylik	datányozik	tek	datánylotok	datányoztok	datá¥	lik	datá¥lik	2	datá¥lik	TRUE	TRUE
datánylik	datányozik	ünk	datánylunk	datányozunk	datá¥	lik	datá¥lik	2	datá¥lik	TRUE	TRUE
ékszik	ékedik	nek	ékszenek	ékednek	ék	ßik	ékßik	1	ékßik	TRUE	FALSE
ékszik	ékedik	tek	ékszetek	ékedtek	ék	ßik	ékßik	1	ékßik	TRUE	FALSE
ékszik	ékedik	ünk	ékszünk	ékedünk	ék	ßik	ékßik	1	ékßik	TRUE	FALSE
dribapszik	dribapodik	nek	dribapszanak	dribapodnak	dribap	ßik	dribapßik	2	dribapßik	TRUE	FALSE
dribapszik	dribapodik	tek	dribapszotok	dribapodtok	dribap	ßik	dribapßik	2	dribapßik	TRUE	FALSE
dribapszik	dribapodik	ünk	dribapszunk	dribapodunk	dribap	ßik	dribapßik	2	dribapßik	TRUE	FALSE
uklik	ukozik	nek	uklanak	ukoznak	uk	lik	uklik	1	uklik	TRUE	TRUE
uklik	ukozik	tek	uklotok	ukoztok	uk	lik	uklik	1	uklik	TRUE	TRUE
uklik	ukozik	ünk	uklunk	ukozunk	uk	lik	uklik	1	uklik	TRUE	TRUE
nyádlik	nyádozik	nek	nyádlanak	nyádoznak	¥ád	lik	¥ádlik	1	¥ádlik	TRUE	TRUE
nyádlik	nyádozik	tek	nyádlotok	nyádoztok	¥ád	lik	¥ádlik	1	¥ádlik	TRUE	TRUE
nyádlik	nyádozik	ünk	nyádlunk	nyádozunk	¥ád	lik	¥ádlik	1	¥ádlik	TRUE	TRUE
brilajlik	brilajozik	nek	brilajlanak	brilajoznak	brilaj	lik	brilajlik	2	brilajlik	TRUE	TRUE
brilajlik	brilajozik	tek	brilajlotok	brilajoztok	brilaj	lik	brilajlik	2	brilajlik	TRUE	TRUE
brilajlik	brilajozik	ünk	brilajlunk	brilajozunk	brilaj	lik	brilajlik	2	brilajlik	TRUE	TRUE
térzik	térezik	nek	térzenek	téreznek	tér	zik	térzik	1	térzik	TRUE	TRUE
térzik	térezik	tek	térzetek	téreztek	tér	zik	térzik	1	térzik	TRUE	TRUE
térzik	térezik	ünk	térzünk	térezünk	tér	zik	térzik	1	térzik	TRUE	TRUE
baráglik	barágozik	nek	baráglanak	barágoznak	barág	lik	baráglik	2	baráglik	TRUE	FALSE
baráglik	barágozik	tek	baráglotok	barágoztok	barág	lik	baráglik	2	baráglik	TRUE	FALSE
baráglik	barágozik	ünk	baráglunk	barágozunk	barág	lik	baráglik	2	baráglik	TRUE	FALSE
trugzik	trugozik	nek	trugzanak	trugoznak	trug	zik	trugzik	1	trugzik	TRUE	TRUE
trugzik	trugozik	tek	trugzotok	trugoztok	trug	zik	trugzik	1	trugzik	TRUE	TRUE
trugzik	trugozik	ünk	trugzunk	trugozunk	trug	zik	trugzik	1	trugzik	TRUE	TRUE
kliregzik	kliregezik	nek	kliregzenek	kliregeznek	klireg	zik	kliregzik	2	kliregzik	TRUE	TRUE
kliregzik	kliregezik	tek	kliregzetek	kliregeztek	klireg	zik	kliregzik	2	kliregzik	TRUE	TRUE
kliregzik	kliregezik	ünk	kliregzünk	kliregezünk	klireg	zik	kliregzik	2	kliregzik	TRUE	TRUE
flátlik	flátozik	nek	flátlanak	flátoznak	flát	lik	flátlik	1	flátlik	TRUE	TRUE
flátlik	flátozik	tek	flátlotok	flátoztok	flát	lik	flátlik	1	flátlik	TRUE	TRUE
flátlik	flátozik	ünk	flátlunk	flátozunk	flát	lik	flátlik	1	flátlik	TRUE	TRUE
flivegzik	flivegezik	nek	flivegzenek	flivegeznek	fliveg	zik	flivegzik	2	flivegzik	TRUE	TRUE
flivegzik	flivegezik	tek	flivegzetek	flivegeztek	fliveg	zik	flivegzik	2	flivegzik	TRUE	TRUE
flivegzik	flivegezik	ünk	flivegzünk	flivegezünk	fliveg	zik	flivegzik	2	flivegzik	TRUE	TRUE
klenylik	klenyezik	nek	klenylenek	klenyeznek	kle¥	lik	kle¥lik	1	kle¥lik	TRUE	TRUE
klenylik	klenyezik	tek	klenyletek	klenyeztek	kle¥	lik	kle¥lik	1	kle¥lik	TRUE	TRUE
klenylik	klenyezik	ünk	klenylünk	klenyezünk	kle¥	lik	kle¥lik	1	kle¥lik	TRUE	TRUE
forzik	forozik	nek	forzanak	foroznak	for	zik	forzik	1	forzik	TRUE	TRUE
forzik	forozik	tek	forzotok	foroztok	for	zik	forzik	1	forzik	TRUE	TRUE
forzik	forozik	ünk	forzunk	forozunk	for	zik	forzik	1	forzik	TRUE	TRUE
nugoslik	nugosozik	nek	nugoslanak	nugosoznak	nugos	lik	nugoslik	2	nugoslik	TRUE	TRUE
nugoslik	nugosozik	tek	nugoslotok	nugosoztok	nugos	lik	nugoslik	2	nugoslik	TRUE	TRUE
nugoslik	nugosozik	ünk	nugoslunk	nugosozunk	nugos	lik	nugoslik	2	nugoslik	TRUE	TRUE
gibagszik	gibagodik	nek	gibagszanak	gibagodnak	gibag	ßik	gibagßik	2	gibagßik	TRUE	TRUE
gibagszik	gibagodik	tek	gibagszotok	gibagodtok	gibag	ßik	gibagßik	2	gibagßik	TRUE	TRUE
gibagszik	gibagodik	ünk	gibagszunk	gibagodunk	gibag	ßik	gibagßik	2	gibagßik	TRUE	TRUE
sztrorlik	sztrorozik	nek	sztrorlanak	sztroroznak	ßtror	lik	ßtrorlik	1	ßtrorlik	TRUE	TRUE
sztrorlik	sztrorozik	tek	sztrorlotok	sztroroztok	ßtror	lik	ßtrorlik	1	ßtrorlik	TRUE	TRUE
sztrorlik	sztrorozik	ünk	sztrorlunk	sztrorozunk	ßtror	lik	ßtrorlik	1	ßtrorlik	TRUE	TRUE
prihegszik	prihegedik	nek	prihegszenek	prihegednek	priheg	ßik	prihegßik	2	prihegßik	TRUE	TRUE
prihegszik	prihegedik	tek	prihegszetek	prihegedtek	priheg	ßik	prihegßik	2	prihegßik	TRUE	TRUE
prihegszik	prihegedik	ünk	prihegszünk	prihegedünk	priheg	ßik	prihegßik	2	prihegßik	TRUE	TRUE
rérlik	rérezik	nek	rérlenek	réreznek	rér	lik	rérlik	1	rérlik	TRUE	TRUE
rérlik	rérezik	tek	rérletek	réreztek	rér	lik	rérlik	1	rérlik	TRUE	TRUE
rérlik	rérezik	ünk	rérlünk	rérezünk	rér	lik	rérlik	1	rérlik	TRUE	TRUE
klijzik	klijozik	nek	klijzanak	klijoznak	klij	zik	klijzik	1	klijzik	TRUE	TRUE
klijzik	klijozik	tek	klijzotok	klijoztok	klij	zik	klijzik	1	klijzik	TRUE	TRUE
klijzik	klijozik	ünk	klijzunk	klijozunk	klij	zik	klijzik	1	klijzik	TRUE	TRUE
pragánylik	pragányozik	nek	pragánylanak	pragányoznak	pragá¥	lik	pragá¥lik	2	pragá¥lik	TRUE	TRUE
pragánylik	pragányozik	tek	pragánylotok	pragányoztok	pragá¥	lik	pragá¥lik	2	pragá¥lik	TRUE	TRUE
pragánylik	pragányozik	ünk	pragánylunk	pragányozunk	pragá¥	lik	pragá¥lik	2	pragá¥lik	TRUE	TRUE
vélemlik	vélemezik	nek	vélemlenek	vélemeznek	vélem	lik	vélemlik	2	vélemlik	TRUE	FALSE
vélemlik	vélemezik	tek	vélemletek	vélemeztek	vélem	lik	vélemlik	2	vélemlik	TRUE	FALSE
vélemlik	vélemezik	ünk	vélemlünk	vélemezünk	vélem	lik	vélemlik	2	vélemlik	TRUE	FALSE
prugorzik	prugorozik	nek	prugorzanak	prugoroznak	prugor	zik	prugorzik	2	prugorzik	TRUE	TRUE
prugorzik	prugorozik	tek	prugorzotok	prugoroztok	prugor	zik	prugorzik	2	prugorzik	TRUE	TRUE
prugorzik	prugorozik	ünk	prugorzunk	prugorozunk	prugor	zik	prugorzik	2	prugorzik	TRUE	TRUE
héreslik	héresezik	nek	héreslenek	héreseznek	héres	lik	héreslik	2	héreslik	TRUE	FALSE
héreslik	héresezik	tek	héresletek	héreseztek	héres	lik	héreslik	2	héreslik	TRUE	FALSE
héreslik	héresezik	ünk	héreslünk	héresezünk	héres	lik	héreslik	2	héreslik	TRUE	FALSE
ogzik	ogozik	nek	ogzanak	ogoznak	og	zik	ogzik	1	ogzik	TRUE	TRUE
ogzik	ogozik	tek	ogzotok	ogoztok	og	zik	ogzik	1	ogzik	TRUE	TRUE
ogzik	ogozik	ünk	ogzunk	ogozunk	og	zik	ogzik	1	ogzik	TRUE	TRUE
trürlik	trürözik	nek	trürlenek	trüröznek	trür	lik	trürlik	1	trürlik	TRUE	TRUE
trürlik	trürözik	tek	trürlötök	trüröztök	trür	lik	trürlik	1	trürlik	TRUE	TRUE
trürlik	trürözik	ünk	trürlünk	trürözünk	trür	lik	trürlik	1	trürlik	TRUE	TRUE
ilszik	ilodik	nek	ilszanak	ilodnak	il	ßik	ilßik	1	ilßik	TRUE	TRUE
ilszik	ilodik	tek	ilszotok	ilodtok	il	ßik	ilßik	1	ilßik	TRUE	TRUE
ilszik	ilodik	ünk	ilszunk	ilodunk	il	ßik	ilßik	1	ilßik	TRUE	TRUE
plűlszik	plűlödik	nek	plűlszenek	plűlödnek	plűl	ßik	plűlßik	1	plűlßik	TRUE	FALSE
plűlszik	plűlödik	tek	plűlszötök	plűlödtök	plűl	ßik	plűlßik	1	plűlßik	TRUE	FALSE
plűlszik	plűlödik	ünk	plűlszünk	plűlödünk	plűl	ßik	plűlßik	1	plűlßik	TRUE	FALSE
helénylik	helényezik	nek	helénylenek	helényeznek	helé¥	lik	helé¥lik	2	helé¥lik	TRUE	TRUE
helénylik	helényezik	tek	helényletek	helényeztek	helé¥	lik	helé¥lik	2	helé¥lik	TRUE	TRUE
helénylik	helényezik	ünk	helénylünk	helényezünk	helé¥	lik	helé¥lik	2	helé¥lik	TRUE	TRUE
pluronylik	pluronyozik	nek	pluronylanak	pluronyoznak	pluro¥	lik	pluro¥lik	2	pluro¥lik	TRUE	FALSE
pluronylik	pluronyozik	tek	pluronylotok	pluronyoztok	pluro¥	lik	pluro¥lik	2	pluro¥lik	TRUE	FALSE
pluronylik	pluronyozik	ünk	pluronylunk	pluronyozunk	pluro¥	lik	pluro¥lik	2	pluro¥lik	TRUE	FALSE
frorlik	frorozik	nek	frorlanak	froroznak	fror	lik	frorlik	1	frorlik	TRUE	TRUE
frorlik	frorozik	tek	frorlotok	froroztok	fror	lik	frorlik	1	frorlik	TRUE	TRUE
frorlik	frorozik	ünk	frorlunk	frorozunk	fror	lik	frorlik	1	frorlik	TRUE	TRUE
prélemlik	prélemezik	nek	prélemlenek	prélemeznek	prélem	lik	prélemlik	2	prélemlik	TRUE	TRUE
prélemlik	prélemezik	tek	prélemletek	prélemeztek	prélem	lik	prélemlik	2	prélemlik	TRUE	TRUE
prélemlik	prélemezik	ünk	prélemlünk	prélemezünk	prélem	lik	prélemlik	2	prélemlik	TRUE	TRUE
kibepszik	kibepedik	nek	kibepszenek	kibepednek	kibep	ßik	kibepßik	2	kibepßik	TRUE	FALSE
kibepszik	kibepedik	tek	kibepszetek	kibepedtek	kibep	ßik	kibepßik	2	kibepßik	TRUE	FALSE
kibepszik	kibepedik	ünk	kibepszünk	kibepedünk	kibep	ßik	kibepßik	2	kibepßik	TRUE	FALSE
kléremlik	kléremezik	nek	kléremlenek	kléremeznek	klérem	lik	kléremlik	2	kléremlik	TRUE	TRUE
kléremlik	kléremezik	tek	kléremletek	kléremeztek	klérem	lik	kléremlik	2	kléremlik	TRUE	TRUE
kléremlik	kléremezik	ünk	kléremlünk	kléremezünk	klérem	lik	kléremlik	2	kléremlik	TRUE	TRUE
klarágzik	klarágozik	nek	klarágzanak	klarágoznak	klarág	zik	klarágzik	2	klarágzik	TRUE	TRUE
klarágzik	klarágozik	tek	klarágzotok	klarágoztok	klarág	zik	klarágzik	2	klarágzik	TRUE	TRUE
klarágzik	klarágozik	ünk	klarágzunk	klarágozunk	klarág	zik	klarágzik	2	klarágzik	TRUE	TRUE
sztritlik	sztritozik	nek	sztritlanak	sztritoznak	ßtrit	lik	ßtritlik	1	ßtritlik	TRUE	TRUE
sztritlik	sztritozik	tek	sztritlotok	sztritoztok	ßtrit	lik	ßtritlik	1	ßtritlik	TRUE	TRUE
sztritlik	sztritozik	ünk	sztritlunk	sztritozunk	ßtrit	lik	ßtritlik	1	ßtritlik	TRUE	TRUE
kihégszik	kihégedik	nek	kihégszenek	kihégednek	kihég	ßik	kihégßik	2	kihégßik	TRUE	FALSE
kihégszik	kihégedik	tek	kihégszetek	kihégedtek	kihég	ßik	kihégßik	2	kihégßik	TRUE	FALSE
kihégszik	kihégedik	ünk	kihégszünk	kihégedünk	kihég	ßik	kihégßik	2	kihégßik	TRUE	FALSE
virzik	virozik	nek	virzanak	viroznak	vir	zik	virzik	1	virzik	TRUE	TRUE
virzik	virozik	tek	virzotok	viroztok	vir	zik	virzik	1	virzik	TRUE	TRUE
virzik	virozik	ünk	virzunk	virozunk	vir	zik	virzik	1	virzik	TRUE	TRUE
driláglik	drilágozik	nek	driláglanak	drilágoznak	drilág	lik	driláglik	2	driláglik	TRUE	FALSE
driláglik	drilágozik	tek	driláglotok	drilágoztok	drilág	lik	driláglik	2	driláglik	TRUE	FALSE
driláglik	drilágozik	ünk	driláglunk	drilágozunk	drilág	lik	driláglik	2	driláglik	TRUE	FALSE
klűmlik	klűmözik	nek	klűmlenek	klűmöznek	klűm	lik	klűmlik	1	klűmlik	TRUE	TRUE
klűmlik	klűmözik	tek	klűmlötök	klűmöztök	klűm	lik	klűmlik	1	klűmlik	TRUE	TRUE
klűmlik	klűmözik	ünk	klűmlünk	klűmözünk	klűm	lik	klűmlik	1	klűmlik	TRUE	TRUE
