prompt_cc	prompt_cvc	suffix_ep	target_cc	target_cvc	tr_stem	tr_end	prompt_cc_tr	nsyl
klihaslik	klihasozik	ünk	klihaslunk	klihasozunk	klihas	lik	klihaslik	2
hivegzik	hivegezik	nek	hivegzenek	hivegeznek	hiveg	zik	hivegzik	2
hivegzik	hivegezik	tek	hivegzetek	hivegeztek	hiveg	zik	hivegzik	2
hivegzik	hivegezik	ünk	hivegzünk	hivegezünk	hiveg	zik	hivegzik	2
flüröklik	flüröközik	nek	flüröklenek	flürököznek	flürök	lik	flüröklik	2
flüröklik	flüröközik	tek	flüröklötök	flürököztök	flürök	lik	flüröklik	2
flüröklik	flüröközik	ünk	flüröklünk	flüröközünk	flürök	lik	flüröklik	2
brivepszik	brivepedik	nek	brivepszenek	brivepednek	brivep	ßik	brivepßik	2
brivepszik	brivepedik	tek	brivepszetek	brivepedtek	brivep	ßik	brivepßik	2
brivepszik	brivepedik	ünk	brivepszünk	brivepedünk	brivep	ßik	brivepßik	2
trűnylik	trűnyözik	nek	trűnylenek	trűnyöznek	trű¥	lik	trű¥lik	1
trűnylik	trűnyözik	tek	trűnylötök	trűnyöztök	trű¥	lik	trű¥lik	1
trűnylik	trűnyözik	ünk	trűnylünk	trűnyözünk	trű¥	lik	trű¥lik	1
sugonylik	sugonyozik	nek	sugonylanak	sugonyoznak	sugo¥	lik	sugo¥lik	2
sugonylik	sugonyozik	tek	sugonylotok	sugonyoztok	sugo¥	lik	sugo¥lik	2
sugonylik	sugonyozik	ünk	sugonylunk	sugonyozunk	sugo¥	lik	sugo¥lik	2
dráslik	drásozik	nek	dráslanak	drásoznak	drás	lik	dráslik	1
dráslik	drásozik	tek	dráslotok	drásoztok	drás	lik	dráslik	1
dráslik	drásozik	ünk	dráslunk	drásozunk	drás	lik	dráslik	1
prélszik	préledik	nek	prélszenek	prélednek	prél	ßik	prélßik	1
prélszik	préledik	tek	prélszetek	préledtek	prél	ßik	prélßik	1
prélszik	préledik	ünk	prélszünk	préledünk	prél	ßik	prélßik	1
brehénylik	brehényezik	nek	brehénylenek	brehényeznek	brehé¥	lik	brehé¥lik	2
brehénylik	brehényezik	tek	brehényletek	brehényeztek	brehé¥	lik	brehé¥lik	2
brehénylik	brehényezik	ünk	brehénylünk	brehényezünk	brehé¥	lik	brehé¥lik	2
fluboklik	flubokozik	nek	fluboklanak	flubokoznak	flubok	lik	fluboklik	2
fluboklik	flubokozik	tek	fluboklotok	flubokoztok	flubok	lik	fluboklik	2
fluboklik	flubokozik	ünk	fluboklunk	flubokozunk	flubok	lik	fluboklik	2
nibaslik	nibasozik	nek	nibaslanak	nibasoznak	nibas	lik	nibaslik	2
nibaslik	nibasozik	tek	nibaslotok	nibasoztok	nibas	lik	nibaslik	2
nibaslik	nibasozik	ünk	nibaslunk	nibasozunk	nibas	lik	nibaslik	2
vileslik	vilesezik	nek	vileslenek	vileseznek	viles	lik	vileslik	2
vileslik	vilesezik	tek	vilesletek	vileseztek	viles	lik	vileslik	2
vileslik	vilesezik	ünk	vileslünk	vilesezünk	viles	lik	vileslik	2
pletékszik	pletékedik	nek	pletékszenek	pletékednek	pleték	ßik	pletékßik	2
pletékszik	pletékedik	tek	pletékszetek	pletékedtek	pleték	ßik	pletékßik	2
pletékszik	pletékedik	ünk	pletékszünk	pletékedünk	pleték	ßik	pletékßik	2
szuboklik	szubokozik	nek	szuboklanak	szubokoznak	ßubok	lik	ßuboklik	2
szuboklik	szubokozik	tek	szuboklotok	szubokoztok	ßubok	lik	ßuboklik	2
szuboklik	szubokozik	ünk	szuboklunk	szubokozunk	ßubok	lik	ßuboklik	2
sztredlik	sztredezik	nek	sztredlenek	sztredeznek	ßtred	lik	ßtredlik	1
sztredlik	sztredezik	tek	sztredletek	sztredeztek	ßtred	lik	ßtredlik	1
sztredlik	sztredezik	ünk	sztredlünk	sztredezünk	ßtred	lik	ßtredlik	1
frinylik	frinyozik	nek	frinylanak	frinyoznak	fri¥	lik	fri¥lik	1
frinylik	frinyozik	tek	frinylotok	frinyoztok	fri¥	lik	fri¥lik	1
frinylik	frinyozik	ünk	frinylunk	frinyozunk	fri¥	lik	fri¥lik	1
kireslik	kiresezik	nek	kireslenek	kireseznek	kires	lik	kireslik	2
kireslik	kiresezik	tek	kiresletek	kireseztek	kires	lik	kireslik	2
kireslik	kiresezik	ünk	kireslünk	kiresezünk	kires	lik	kireslik	2
biláglik	bilágozik	nek	biláglanak	bilágoznak	bilág	lik	biláglik	2
biláglik	bilágozik	tek	biláglotok	bilágoztok	bilág	lik	biláglik	2
biláglik	bilágozik	ünk	biláglunk	bilágozunk	bilág	lik	biláglik	2
nuroklik	nurokozik	nek	nuroklanak	nurokoznak	nurok	lik	nuroklik	2
nuroklik	nurokozik	tek	nuroklotok	nurokoztok	nurok	lik	nuroklik	2
nuroklik	nurokozik	ünk	nuroklunk	nurokozunk	nurok	lik	nuroklik	2
géreglik	géregezik	nek	géreglenek	géregeznek	géreg	lik	géreglik	2
géreglik	géregezik	tek	géregletek	géregeztek	géreg	lik	géreglik	2
géreglik	géregezik	ünk	géreglünk	géregezünk	géreg	lik	géreglik	2
dibáglik	dibágozik	nek	dibáglanak	dibágoznak	dibág	lik	dibáglik	2
dibáglik	dibágozik	tek	dibáglotok	dibágoztok	dibág	lik	dibáglik	2
dibáglik	dibágozik	ünk	dibáglunk	dibágozunk	dibág	lik	dibáglik	2
nyöbzik	nyöbözik	nek	nyöbzenek	nyöböznek	¥öb	zik	¥öbzik	1
nyöbzik	nyöbözik	tek	nyöbzötök	nyöböztök	¥öb	zik	¥öbzik	1
nyöbzik	nyöbözik	ünk	nyöbzünk	nyöbözünk	¥öb	zik	¥öbzik	1
hiragzik	hiragozik	nek	hiragzanak	hiragoznak	hirag	zik	hiragzik	2
hiragzik	hiragozik	tek	hiragzotok	hiragoztok	hirag	zik	hiragzik	2
hiragzik	hiragozik	ünk	hiragzunk	hiragozunk	hirag	zik	hiragzik	2
spiharzik	spiharozik	nek	spiharzanak	spiharoznak	spihar	zik	spiharzik	2
spiharzik	spiharozik	tek	spiharzotok	spiharoztok	spihar	zik	spiharzik	2
spiharzik	spiharozik	ünk	spiharzunk	spiharozunk	spihar	zik	spiharzik	2
sűjlik	sűjözik	nek	sűjlenek	sűjöznek	sűj	lik	sűjlik	1
sűjlik	sűjözik	tek	sűjlötök	sűjöztök	sűj	lik	sűjlik	1
sűjlik	sűjözik	ünk	sűjlünk	sűjözünk	sűj	lik	sűjlik	1
vilaglik	vilagozik	nek	vilaglanak	vilagoznak	vilag	lik	vilaglik	2
vilaglik	vilagozik	tek	vilaglotok	vilagoztok	vilag	lik	vilaglik	2
vilaglik	vilagozik	ünk	vilaglunk	vilagozunk	vilag	lik	vilaglik	2
fivaklik	fivakozik	nek	fivaklanak	fivakoznak	fivak	lik	fivaklik	2
fivaklik	fivakozik	tek	fivaklotok	fivakoztok	fivak	lik	fivaklik	2
fivaklik	fivakozik	ünk	fivaklunk	fivakozunk	fivak	lik	fivaklik	2
spibénylik	spibényezik	nek	spibénylenek	spibényeznek	spibé¥	lik	spibé¥lik	2
spibénylik	spibényezik	tek	spibényletek	spibényeztek	spibé¥	lik	spibé¥lik	2
spibénylik	spibényezik	ünk	spibénylünk	spibényezünk	spibé¥	lik	spibé¥lik	2
plibekszik	plibekedik	nek	plibekszenek	plibekednek	plibek	ßik	plibekßik	2
plibekszik	plibekedik	tek	plibekszetek	plibekedtek	plibek	ßik	plibekßik	2
plibekszik	plibekedik	ünk	plibekszünk	plibekedünk	plibek	ßik	plibekßik	2
