tr	prompt	vowel_e	suffix_back	suffix_front	target_front	target_back
jalré¥	jalrény	FALSE	nál	nél	jalrénynél	jalrénynál
minçel	mincsel	TRUE	ban	ben	mincselben	mincselban
minçel	mincsel	TRUE	nak	nek	mincselnek	mincselnak
minçel	mincsel	TRUE	nál	nél	mincselnél	mincselnál
gíßlem	gíszlem	TRUE	ban	ben	gíszlemben	gíszlemban
gíßlem	gíszlem	TRUE	nak	nek	gíszlemnek	gíszlemnak
gíßlem	gíszlem	TRUE	nál	nél	gíszlemnél	gíszlemnál
i¬ér	ilyér	FALSE	ban	ben	ilyérben	ilyérban
i¬ér	ilyér	FALSE	nak	nek	ilyérnek	ilyérnak
i¬ér	ilyér	FALSE	nál	nél	ilyérnél	ilyérnál
paßtenc	pasztenc	TRUE	ban	ben	pasztencben	pasztencban
paßtenc	pasztenc	TRUE	nak	nek	pasztencnek	pasztencnak
paßtenc	pasztenc	TRUE	nál	nél	pasztencnél	pasztencnál
jurdép	jurdép	FALSE	ban	ben	jurdépben	jurdépban
jurdép	jurdép	FALSE	nak	nek	jurdépnek	jurdépnak
jurdép	jurdép	FALSE	nál	nél	jurdépnél	jurdépnál
pavelt	pavelt	TRUE	ban	ben	paveltben	paveltban
pavelt	pavelt	TRUE	nak	nek	paveltnek	paveltnak
pavelt	pavelt	TRUE	nál	nél	paveltnél	paveltnál
Ωílenc	zsílenc	TRUE	ban	ben	zsílencben	zsílencban
Ωílenc	zsílenc	TRUE	nak	nek	zsílencnek	zsílencnak
Ωílenc	zsílenc	TRUE	nál	nél	zsílencnél	zsílencnál
praßén	praszén	FALSE	ban	ben	praszénben	praszénban
praßén	praszén	FALSE	nak	nek	praszénnek	praszénnak
praßén	praszén	FALSE	nál	nél	praszénnél	praszénnál
lábed	lábed	TRUE	ban	ben	lábedben	lábedban
lábed	lábed	TRUE	nak	nek	lábednek	lábednak
lábed	lábed	TRUE	nál	nél	lábednél	lábednál
kuhe©	kuhegy	TRUE	ban	ben	kuhegyben	kuhegyban
kuhe©	kuhegy	TRUE	nak	nek	kuhegynek	kuhegynak
kuhe©	kuhegy	TRUE	nál	nél	kuhegynél	kuhegynál
ribé¥	ribény	FALSE	ban	ben	ribényben	ribényban
ribé¥	ribény	FALSE	nak	nek	ribénynek	ribénynak
ribé¥	ribény	FALSE	nál	nél	ribénynél	ribénynál
ßaré¥	szarény	FALSE	ban	ben	szarényben	szarényban
ßaré¥	szarény	FALSE	nak	nek	szarénynek	szarénynak
ßaré¥	szarény	FALSE	nál	nél	szarénynél	szarénynál
tampeß	tampesz	TRUE	ban	ben	tampeszben	tampeszban
tampeß	tampesz	TRUE	nak	nek	tampesznek	tampesznak
tampeß	tampesz	TRUE	nál	nél	tampesznél	tampesznál
salkem	salkem	TRUE	ban	ben	salkemben	salkemban
salkem	salkem	TRUE	nak	nek	salkemnek	salkemnak
salkem	salkem	TRUE	nál	nél	salkemnél	salkemnál
lipég	lipég	FALSE	ban	ben	lipégben	lipégban
lipég	lipég	FALSE	nak	nek	lipégnek	lipégnak
lipég	lipég	FALSE	nál	nél	lipégnél	lipégnál
napßél	napszél	FALSE	ban	ben	napszélben	napszélban
napßél	napszél	FALSE	nak	nek	napszélnek	napszélnak
napßél	napszél	FALSE	nál	nél	napszélnél	napszélnál
Ωátéj	zsátéj	FALSE	ban	ben	zsátéjben	zsátéjban
Ωátéj	zsátéj	FALSE	nak	nek	zsátéjnek	zsátéjnak
Ωátéj	zsátéj	FALSE	nál	nél	zsátéjnél	zsátéjnál
parcelt	parcelt	TRUE	ban	ben	parceltben	parceltban
parcelt	parcelt	TRUE	nak	nek	parceltnek	parceltnak
parcelt	parcelt	TRUE	nál	nél	parceltnél	parceltnál
lóken	lóken	TRUE	ban	ben	lókenben	lókenban
lóken	lóken	TRUE	nak	nek	lókennek	lókennak
lóken	lóken	TRUE	nál	nél	lókennél	lókennál
garcép	garcép	FALSE	ban	ben	garcépben	garcépban
garcép	garcép	FALSE	nak	nek	garcépnek	garcépnak
garcép	garcép	FALSE	nál	nél	garcépnél	garcépnál
mupert	mupert	TRUE	ban	ben	mupertben	mupertban
mupert	mupert	TRUE	nak	nek	mupertnek	mupertnak
mupert	mupert	TRUE	nál	nél	mupertnél	mupertnál
bipens	bipens	TRUE	ban	ben	bipensben	bipensban
bipens	bipens	TRUE	nak	nek	bipensnek	bipensnak
bipens	bipens	TRUE	nál	nél	bipensnél	bipensnál
kinév	kinév	FALSE	ban	ben	kinévben	kinévban
kinév	kinév	FALSE	nak	nek	kinévnek	kinévnak
kinév	kinév	FALSE	nál	nél	kinévnél	kinévnál
kanec	kanec	TRUE	ban	ben	kanecben	kanecban
kanec	kanec	TRUE	nak	nek	kanecnek	kanecnak
kanec	kanec	TRUE	nál	nél	kanecnél	kanecnál
pinem	pinem	TRUE	ban	ben	pinemben	pinemban
pinem	pinem	TRUE	nak	nek	pinemnek	pinemnak
pinem	pinem	TRUE	nál	nél	pinemnél	pinemnál
murdelt	murdelt	TRUE	ban	ben	murdeltben	murdeltban
murdelt	murdelt	TRUE	nak	nek	murdeltnek	murdeltnak
murdelt	murdelt	TRUE	nál	nél	murdeltnél	murdeltnál
galrens	galrens	TRUE	ban	ben	galrensben	galrensban
galrens	galrens	TRUE	nak	nek	galrensnek	galrensnak
galrens	galrens	TRUE	nál	nél	galrensnél	galrensnál
lijez	lijez	TRUE	ban	ben	lijezben	lijezban
lijez	lijez	TRUE	nak	nek	lijeznek	lijeznak
lijez	lijez	TRUE	nál	nél	lijeznél	lijeznál
Ωalkét	zsalkét	FALSE	ban	ben	zsalkétben	zsalkétban
Ωalkét	zsalkét	FALSE	nak	nek	zsalkétnek	zsalkétnak
Ωalkét	zsalkét	FALSE	nál	nél	zsalkétnél	zsalkétnál
jóreß	jóresz	TRUE	ban	ben	jóreszben	jóreszban
jóreß	jóresz	TRUE	nak	nek	jóresznek	jóresznak
jóreß	jóresz	TRUE	nál	nél	jóresznél	jóresznál
prigék	prigék	FALSE	ban	ben	prigékben	prigékban
prigék	prigék	FALSE	nak	nek	prigéknek	prigéknak
prigék	prigék	FALSE	nál	nél	prigéknél	prigéknál
príneß	prínesz	TRUE	ban	ben	príneszben	príneszban
príneß	prínesz	TRUE	nak	nek	prínesznek	prínesznak
príneß	prínesz	TRUE	nál	nél	prínesznél	prínesznál
lajrent	lajrent	TRUE	ban	ben	lajrentben	lajrentban
lajrent	lajrent	TRUE	nak	nek	lajrentnek	lajrentnak
lajrent	lajrent	TRUE	nál	nél	lajrentnél	lajrentnál
¥amet	nyamet	TRUE	ban	ben	nyametben	nyametban
¥amet	nyamet	TRUE	nak	nek	nyametnek	nyametnak
¥amet	nyamet	TRUE	nál	nél	nyametnél	nyametnál
inçéd	incséd	FALSE	ban	ben	incsédben	incsédban
inçéd	incséd	FALSE	nak	nek	incsédnek	incsédnak
inçéd	incséd	FALSE	nál	nél	incsédnél	incsédnál
fatér	fatér	FALSE	ban	ben	fatérben	fatérban
fatér	fatér	FALSE	nak	nek	fatérnek	fatérnak
fatér	fatér	FALSE	nál	nél	fatérnél	fatérnál
hotég	hotég	FALSE	ban	ben	hotégben	hotégban
hotég	hotég	FALSE	nak	nek	hotégnek	hotégnak
hotég	hotég	FALSE	nál	nél	hotégnél	hotégnál
priles	priles	TRUE	ban	ben	prilesben	prilesban
priles	priles	TRUE	nak	nek	prilesnek	prilesnak
priles	priles	TRUE	nál	nél	prilesnél	prilesnál
dinelt	dinelt	TRUE	ban	ben	dineltben	dineltban
dinelt	dinelt	TRUE	nak	nek	dineltnek	dineltnak
dinelt	dinelt	TRUE	nál	nél	dineltnél	dineltnál
ßílec	szílec	TRUE	ban	ben	szílecben	szílecban
ßílec	szílec	TRUE	nak	nek	szílecnek	szílecnak
ßílec	szílec	TRUE	nál	nél	szílecnél	szílecnál
çitend	csitend	TRUE	ban	ben	csitendben	csitendban
çitend	csitend	TRUE	nak	nek	csitendnek	csitendnak
çitend	csitend	TRUE	nál	nél	csitendnél	csitendnál
brunkéd	brunkéd	FALSE	ban	ben	brunkédben	brunkédban
brunkéd	brunkéd	FALSE	nak	nek	brunkédnek	brunkédnak
brunkéd	brunkéd	FALSE	nál	nél	brunkédnél	brunkédnál
radenc	radenc	TRUE	ban	ben	radencben	radencban
radenc	radenc	TRUE	nak	nek	radencnek	radencnak
radenc	radenc	TRUE	nál	nél	radencnél	radencnál
bampéß	bampész	FALSE	ban	ben	bampészben	bampészban
bampéß	bampész	FALSE	nak	nek	bampésznek	bampésznak
bampéß	bampész	FALSE	nál	nél	bampésznél	bampésznál
spátél	spátél	FALSE	ban	ben	spátélben	spátélban
spátél	spátél	FALSE	nak	nek	spátélnek	spátélnak
spátél	spátél	FALSE	nál	nél	spátélnél	spátélnál
rindék	rindék	FALSE	ban	ben	rindékben	rindékban
rindék	rindék	FALSE	nak	nek	rindéknek	rindéknak
rindék	rindék	FALSE	nál	nél	rindéknél	rindéknál
broté¬	brotély	FALSE	ban	ben	brotélyben	brotélyban
broté¬	brotély	FALSE	nak	nek	brotélynek	brotélynak
broté¬	brotély	FALSE	nál	nél	brotélynél	brotélynál
sprágé¬	sprágély	FALSE	ban	ben	sprágélyben	sprágélyban
sprágé¬	sprágély	FALSE	nak	nek	sprágélynek	sprágélynak
sprágé¬	sprágély	FALSE	nál	nél	sprágélynél	sprágélynál
zajrév	zajrév	FALSE	ban	ben	zajrévben	zajrévban
zajrév	zajrév	FALSE	nak	nek	zajrévnek	zajrévnak
zajrév	zajrév	FALSE	nál	nél	zajrévnél	zajrévnál
gijér	gijér	FALSE	ban	ben	gijérben	gijérban
gijér	gijér	FALSE	nak	nek	gijérnek	gijérnak
gijér	gijér	FALSE	nál	nél	gijérnél	gijérnál
vurnel	vurnel	TRUE	ban	ben	vurnelben	vurnelban
vurnel	vurnel	TRUE	nak	nek	vurnelnek	vurnelnak
vurnel	vurnel	TRUE	nál	nél	vurnelnél	vurnelnál
klazér	klazér	FALSE	ban	ben	klazérben	klazérban
klazér	klazér	FALSE	nak	nek	klazérnek	klazérnak
klazér	klazér	FALSE	nál	nél	klazérnél	klazérnál
jacen	jacen	TRUE	ban	ben	jacenben	jacenban
jacen	jacen	TRUE	nak	nek	jacennek	jacennak
jacen	jacen	TRUE	nál	nél	jacennél	jacennál
buhé¥	buhény	FALSE	ban	ben	buhényben	buhényban
buhé¥	buhény	FALSE	nak	nek	buhénynek	buhénynak
buhé¥	buhény	FALSE	nál	nél	buhénynél	buhénynál
çurden	csurden	TRUE	ban	ben	csurdenben	csurdenban
çurden	csurden	TRUE	nak	nek	csurdennek	csurdennak
çurden	csurden	TRUE	nál	nél	csurdennél	csurdennál
valent	valent	TRUE	ban	ben	valentben	valentban
valent	valent	TRUE	nak	nek	valentnek	valentnak
valent	valent	TRUE	nál	nél	valentnél	valentnál
humék	humék	FALSE	ban	ben	humékben	humékban
humék	humék	FALSE	nak	nek	huméknek	huméknak
humék	humék	FALSE	nál	nél	huméknél	huméknál
klarcéj	klarcéj	FALSE	ban	ben	klarcéjben	klarcéjban
klarcéj	klarcéj	FALSE	nak	nek	klarcéjnek	klarcéjnak
klarcéj	klarcéj	FALSE	nál	nél	klarcéjnél	klarcéjnál
lingék	lingék	FALSE	ban	ben	lingékben	lingékban
lingék	lingék	FALSE	nak	nek	lingéknek	lingéknak
lingék	lingék	FALSE	nál	nél	lingéknél	lingéknál
vírens	vírens	TRUE	ban	ben	vírensben	vírensban
vírens	vírens	TRUE	nak	nek	vírensnek	vírensnak
vírens	vírens	TRUE	nál	nél	vírensnél	vírensnál
sprívet	sprívet	TRUE	ban	ben	sprívetben	sprívetban
sprívet	sprívet	TRUE	nak	nek	sprívetnek	sprívetnak
sprívet	sprívet	TRUE	nál	nél	sprívetnél	sprívetnál
¥utég	nyutég	FALSE	ban	ben	nyutégben	nyutégban
¥utég	nyutég	FALSE	nak	nek	nyutégnek	nyutégnak
¥utég	nyutég	FALSE	nál	nél	nyutégnél	nyutégnál
ßamép	szamép	FALSE	ban	ben	szamépben	szamépban
ßamép	szamép	FALSE	nak	nek	szamépnek	szamépnak
ßamép	szamép	FALSE	nál	nél	szamépnél	szamépnál
prosé¥	prosény	FALSE	ban	ben	prosényben	prosényban
prosé¥	prosény	FALSE	nak	nek	prosénynek	prosénynak
prosé¥	prosény	FALSE	nál	nél	prosénynél	prosénynál
klásre©	klásregy	TRUE	ban	ben	klásregyben	klásregyban
klásre©	klásregy	TRUE	nak	nek	klásregynek	klásregynak
klásre©	klásregy	TRUE	nál	nél	klásregynél	klásregynál
spidelt	spidelt	TRUE	ban	ben	spideltben	spideltban
spidelt	spidelt	TRUE	nak	nek	spideltnek	spideltnak
spidelt	spidelt	TRUE	nál	nél	spideltnél	spideltnál
fádens	fádens	TRUE	ban	ben	fádensben	fádensban
fádens	fádens	TRUE	nak	nek	fádensnek	fádensnak
fádens	fádens	TRUE	nál	nél	fádensnél	fádensnál
mißer	miszer	TRUE	ban	ben	miszerben	miszerban
mißer	miszer	TRUE	nak	nek	miszernek	miszernak
mißer	miszer	TRUE	nál	nél	miszernél	miszernál
çálé¥	csálény	FALSE	ban	ben	csálényben	csálényban
çálé¥	csálény	FALSE	nak	nek	csálénynek	csálénynak
çálé¥	csálény	FALSE	nál	nél	csálénynél	csálénynál
giçév	gicsév	FALSE	ban	ben	gicsévben	gicsévban
giçév	gicsév	FALSE	nak	nek	gicsévnek	gicsévnak
giçév	gicsév	FALSE	nál	nél	gicsévnél	gicsévnál
migent	migent	TRUE	ban	ben	migentben	migentban
migent	migent	TRUE	nak	nek	migentnek	migentnak
migent	migent	TRUE	nál	nél	migentnél	migentnál
lár¥ép	lárnyép	FALSE	ban	ben	lárnyépben	lárnyépban
lár¥ép	lárnyép	FALSE	nak	nek	lárnyépnek	lárnyépnak
lár¥ép	lárnyép	FALSE	nál	nél	lárnyépnél	lárnyépnál
biçér	bicsér	FALSE	ban	ben	bicsérben	bicsérban
biçér	bicsér	FALSE	nak	nek	bicsérnek	bicsérnak
biçér	bicsér	FALSE	nál	nél	bicsérnél	bicsérnál
bazék	bazék	FALSE	ban	ben	bazékben	bazékban
bazék	bazék	FALSE	nak	nek	bazéknek	bazéknak
bazék	bazék	FALSE	nál	nél	bazéknél	bazéknál
fistén	fistén	FALSE	ban	ben	fisténben	fisténban
fistén	fistén	FALSE	nak	nek	fisténnek	fisténnak
fistén	fistén	FALSE	nál	nél	fisténnél	fisténnál
braltév	braltév	FALSE	ban	ben	braltévben	braltévban
braltév	braltév	FALSE	nak	nek	braltévnek	braltévnak
braltév	braltév	FALSE	nál	nél	braltévnél	braltévnál
zarced	zarced	TRUE	ban	ben	zarcedben	zarcedban
zarced	zarced	TRUE	nak	nek	zarcednek	zarcednak
zarced	zarced	TRUE	nál	nél	zarcednél	zarcednál
javél	javél	FALSE	ban	ben	javélben	javélban
javél	javél	FALSE	nak	nek	javélnek	javélnak
javél	javél	FALSE	nál	nél	javélnél	javélnál
mapet	mapet	TRUE	ban	ben	mapetben	mapetban
mapet	mapet	TRUE	nak	nek	mapetnek	mapetnak
mapet	mapet	TRUE	nál	nél	mapetnél	mapetnál
fártég	fártég	FALSE	ban	ben	fártégben	fártégban
fártég	fártég	FALSE	nak	nek	fártégnek	fártégnak
fártég	fártég	FALSE	nál	nél	fártégnél	fártégnál
biméd	biméd	FALSE	ban	ben	bimédben	bimédban
biméd	biméd	FALSE	nak	nek	bimédnek	bimédnak
biméd	biméd	FALSE	nál	nél	bimédnél	bimédnál
sprojle©	sprojlegy	TRUE	ban	ben	sprojlegyben	sprojlegyban
sprojle©	sprojlegy	TRUE	nak	nek	sprojlegynek	sprojlegynak
sprojle©	sprojlegy	TRUE	nál	nél	sprojlegynél	sprojlegynál
porté¥	portény	FALSE	ban	ben	portényben	portényban
porté¥	portény	FALSE	nak	nek	porténynek	porténynak
porté¥	portény	FALSE	nál	nél	porténynél	porténynál
zined	zined	TRUE	ban	ben	zinedben	zinedban
zined	zined	TRUE	nak	nek	zinednek	zinednak
zined	zined	TRUE	nál	nél	zinednél	zinednál
danét	danét	FALSE	ban	ben	danétben	danétban
danét	danét	FALSE	nak	nek	danétnek	danétnak
danét	danét	FALSE	nál	nél	danétnél	danétnál
sarte¬	sartely	TRUE	ban	ben	sartelyben	sartelyban
sarte¬	sartely	TRUE	nak	nek	sartelynek	sartelynak
sarte¬	sartely	TRUE	nál	nél	sartelynél	sartelynál
brájet	brájet	TRUE	ban	ben	brájetben	brájetban
brájet	brájet	TRUE	nak	nek	brájetnek	brájetnak
brájet	brájet	TRUE	nál	nél	brájetnél	brájetnál
vapéj	vapéj	FALSE	ban	ben	vapéjben	vapéjban
vapéj	vapéj	FALSE	nak	nek	vapéjnek	vapéjnak
vapéj	vapéj	FALSE	nál	nél	vapéjnél	vapéjnál
kátel	kátel	TRUE	ban	ben	kátelben	kátelban
kátel	kátel	TRUE	nak	nek	kátelnek	kátelnak
kátel	kátel	TRUE	nál	nél	kátelnél	kátelnál
kigenc	kigenc	TRUE	ban	ben	kigencben	kigencban
kigenc	kigenc	TRUE	nak	nek	kigencnek	kigencnak
kigenc	kigenc	TRUE	nál	nél	kigencnél	kigencnál
spábét	spábét	FALSE	ban	ben	spábétben	spábétban
spábét	spábét	FALSE	nak	nek	spábétnek	spábétnak
spábét	spábét	FALSE	nál	nél	spábétnél	spábétnál
klíte©	klítegy	TRUE	ban	ben	klítegyben	klítegyban
klíte©	klítegy	TRUE	nak	nek	klítegynek	klítegynak
klíte©	klítegy	TRUE	nál	nél	klítegynél	klítegynál
kímel	kímel	TRUE	ban	ben	kímelben	kímelban
kímel	kímel	TRUE	nak	nek	kímelnek	kímelnak
kímel	kímel	TRUE	nál	nél	kímelnél	kímelnál
gurdens	gurdens	TRUE	ban	ben	gurdensben	gurdensban
gurdens	gurdens	TRUE	nak	nek	gurdensnek	gurdensnak
gurdens	gurdens	TRUE	nál	nél	gurdensnél	gurdensnál
konvéd	konvéd	FALSE	ban	ben	konvédben	konvédban
konvéd	konvéd	FALSE	nak	nek	konvédnek	konvédnak
konvéd	konvéd	FALSE	nál	nél	konvédnél	konvédnál
falkéz	falkéz	FALSE	ban	ben	falkézben	falkézban
falkéz	falkéz	FALSE	nak	nek	falkéznek	falkéznak
falkéz	falkéz	FALSE	nál	nél	falkéznél	falkéznál
zábé¥	zábény	FALSE	ban	ben	zábényben	zábényban
zábé¥	zábény	FALSE	nak	nek	zábénynek	zábénynak
zábé¥	zábény	FALSE	nál	nél	zábénynél	zábénynál
bílet	bílet	TRUE	ban	ben	bíletben	bíletban
bílet	bílet	TRUE	nak	nek	bíletnek	bíletnak
bílet	bílet	TRUE	nál	nél	bíletnél	bíletnál
já©ert	jágyert	TRUE	ban	ben	jágyertben	jágyertban
já©ert	jágyert	TRUE	nak	nek	jágyertnek	jágyertnak
já©ert	jágyert	TRUE	nál	nél	jágyertnél	jágyertnál
dalenc	dalenc	TRUE	ban	ben	dalencben	dalencban
dalenc	dalenc	TRUE	nak	nek	dalencnek	dalencnak
dalenc	dalenc	TRUE	nál	nél	dalencnél	dalencnál
prismét	prismét	FALSE	ban	ben	prismétben	prismétban
prismét	prismét	FALSE	nak	nek	prismétnek	prismétnak
prismét	prismét	FALSE	nál	nél	prismétnél	prismétnál
dár¥ég	dárnyég	FALSE	ban	ben	dárnyégben	dárnyégban
dár¥ég	dárnyég	FALSE	nak	nek	dárnyégnek	dárnyégnak
dár¥ég	dárnyég	FALSE	nál	nél	dárnyégnél	dárnyégnál
bóhenc	bóhenc	TRUE	ban	ben	bóhencben	bóhencban
bóhenc	bóhenc	TRUE	nak	nek	bóhencnek	bóhencnak
bóhenc	bóhenc	TRUE	nál	nél	bóhencnél	bóhencnál
dincép	dincép	FALSE	ban	ben	dincépben	dincépban
dincép	dincép	FALSE	nak	nek	dincépnek	dincépnak
dincép	dincép	FALSE	nál	nél	dincépnél	dincépnál
silet	silet	TRUE	ban	ben	siletben	siletban
silet	silet	TRUE	nak	nek	siletnek	siletnak
silet	silet	TRUE	nál	nél	siletnél	siletnál
gótem	gótem	TRUE	ban	ben	gótemben	gótemban
gótem	gótem	TRUE	nak	nek	gótemnek	gótemnak
gótem	gótem	TRUE	nál	nél	gótemnél	gótemnál
¥ókeßt	nyókeszt	TRUE	ban	ben	nyókesztben	nyókesztban
¥ókeßt	nyókeszt	TRUE	nak	nek	nyókesztnek	nyókesztnak
¥ókeßt	nyókeszt	TRUE	nál	nél	nyókesztnél	nyókesztnál
kordent	kordent	TRUE	ban	ben	kordentben	kordentban
kordent	kordent	TRUE	nak	nek	kordentnek	kordentnak
kordent	kordent	TRUE	nál	nél	kordentnél	kordentnál
lismév	lismév	FALSE	ban	ben	lismévben	lismévban
lismév	lismév	FALSE	nak	nek	lismévnek	lismévnak
lismév	lismév	FALSE	nál	nél	lismévnél	lismévnál
motez	motez	TRUE	ban	ben	motezben	motezban
motez	motez	TRUE	nak	nek	moteznek	moteznak
motez	motez	TRUE	nál	nél	moteznél	moteznál
gonßék	gonszék	FALSE	ban	ben	gonszékben	gonszékban
gonßék	gonszék	FALSE	nak	nek	gonszéknek	gonszéknak
gonßék	gonszék	FALSE	nál	nél	gonszéknél	gonszéknál
lißkév	liszkév	FALSE	ban	ben	liszkévben	liszkévban
lißkév	liszkév	FALSE	nak	nek	liszkévnek	liszkévnak
lißkév	liszkév	FALSE	nál	nél	liszkévnél	liszkévnál
kátéd	kátéd	FALSE	ban	ben	kátédben	kátédban
kátéd	kátéd	FALSE	nak	nek	kátédnek	kátédnak
kátéd	kátéd	FALSE	nál	nél	kátédnél	kátédnál
jaßtél	jasztél	FALSE	ban	ben	jasztélben	jasztélban
jaßtél	jasztél	FALSE	nak	nek	jasztélnek	jasztélnak
jaßtél	jasztél	FALSE	nál	nél	jasztélnél	jasztélnál
prikéß	prikész	FALSE	ban	ben	prikészben	prikészban
prikéß	prikész	FALSE	nak	nek	prikésznek	prikésznak
prikéß	prikész	FALSE	nál	nél	prikésznél	prikésznál
lacent	lacent	TRUE	ban	ben	lacentben	lacentban
lacent	lacent	TRUE	nak	nek	lacentnek	lacentnak
lacent	lacent	TRUE	nál	nél	lacentnél	lacentnál
fizend	fizend	TRUE	ban	ben	fizendben	fizendban
fizend	fizend	TRUE	nak	nek	fizendnek	fizendnak
fizend	fizend	TRUE	nál	nél	fizendnél	fizendnál
kipéß	kipész	FALSE	ban	ben	kipészben	kipészban
kipéß	kipész	FALSE	nak	nek	kipésznek	kipésznak
kipéß	kipész	FALSE	nál	nél	kipésznél	kipésznál
likßég	likszég	FALSE	ban	ben	likszégben	likszégban
likßég	likszég	FALSE	nak	nek	likszégnek	likszégnak
likßég	likszég	FALSE	nál	nél	likszégnél	likszégnál
sprivenc	sprivenc	TRUE	ban	ben	sprivencben	sprivencban
sprivenc	sprivenc	TRUE	nak	nek	sprivencnek	sprivencnak
sprivenc	sprivenc	TRUE	nál	nél	sprivencnél	sprivencnál
fanet	fanet	TRUE	ban	ben	fanetben	fanetban
fanet	fanet	TRUE	nak	nek	fanetnek	fanetnak
fanet	fanet	TRUE	nál	nél	fanetnél	fanetnál
lapéß	lapész	FALSE	ban	ben	lapészben	lapészban
lapéß	lapész	FALSE	nak	nek	lapésznek	lapésznak
lapéß	lapész	FALSE	nál	nél	lapésznél	lapésznál
¥otép	nyotép	FALSE	ban	ben	nyotépben	nyotépban
¥otép	nyotép	FALSE	nak	nek	nyotépnek	nyotépnak
¥otép	nyotép	FALSE	nál	nél	nyotépnél	nyotépnál
dapßé¥	dapszény	FALSE	ban	ben	dapszényben	dapszényban
dapßé¥	dapszény	FALSE	nak	nek	dapszénynek	dapszénynak
dapßé¥	dapszény	FALSE	nál	nél	dapszénynél	dapszénynál
fime¬	fimely	TRUE	ban	ben	fimelyben	fimelyban
fime¬	fimely	TRUE	nak	nek	fimelynek	fimelynak
fime¬	fimely	TRUE	nál	nél	fimelynél	fimelynál
sipé¥	sipény	FALSE	ban	ben	sipényben	sipényban
sipé¥	sipény	FALSE	nak	nek	sipénynek	sipénynak
sipé¥	sipény	FALSE	nál	nél	sipénynél	sipénynál
trißked	triszked	TRUE	ban	ben	triszkedben	triszkedban
trißked	triszked	TRUE	nak	nek	triszkednek	triszkednak
trißked	triszked	TRUE	nál	nél	triszkednél	triszkednál
potén	potén	FALSE	ban	ben	poténben	poténban
potén	potén	FALSE	nak	nek	poténnek	poténnak
potén	potén	FALSE	nál	nél	poténnél	poténnál
spingez	spingez	TRUE	ban	ben	spingezben	spingezban
spingez	spingez	TRUE	nak	nek	spingeznek	spingeznak
spingez	spingez	TRUE	nál	nél	spingeznél	spingeznál
spintek	spintek	TRUE	ban	ben	spintekben	spintekban
spintek	spintek	TRUE	nak	nek	spinteknek	spinteknak
spintek	spintek	TRUE	nál	nél	spinteknél	spinteknál
zopel	zopel	TRUE	ban	ben	zopelben	zopelban
zopel	zopel	TRUE	nak	nek	zopelnek	zopelnak
zopel	zopel	TRUE	nál	nél	zopelnél	zopelnál
kajré¬	kajrély	FALSE	ban	ben	kajrélyben	kajrélyban
kajré¬	kajrély	FALSE	nak	nek	kajrélynek	kajrélynak
kajré¬	kajrély	FALSE	nál	nél	kajrélynél	kajrélynál
brukéß	brukész	FALSE	ban	ben	brukészben	brukészban
brukéß	brukész	FALSE	nak	nek	brukésznek	brukésznak
brukéß	brukész	FALSE	nál	nél	brukésznél	brukésznál
fúslent	fúslent	TRUE	ban	ben	fúslentben	fúslentban
fúslent	fúslent	TRUE	nak	nek	fúslentnek	fúslentnak
fúslent	fúslent	TRUE	nál	nél	fúslentnél	fúslentnál
spálér	spálér	FALSE	ban	ben	spálérben	spálérban
spálér	spálér	FALSE	nak	nek	spálérnek	spálérnak
spálér	spálér	FALSE	nál	nél	spálérnél	spálérnál
kordéj	kordéj	FALSE	ban	ben	kordéjben	kordéjban
kordéj	kordéj	FALSE	nak	nek	kordéjnek	kordéjnak
kordéj	kordéj	FALSE	nál	nél	kordéjnél	kordéjnál
publez	publez	TRUE	ban	ben	publezben	publezban
publez	publez	TRUE	nak	nek	publeznek	publeznak
publez	publez	TRUE	nál	nél	publeznél	publeznál
brißég	briszég	FALSE	ban	ben	briszégben	briszégban
brißég	briszég	FALSE	nak	nek	briszégnek	briszégnak
brißég	briszég	FALSE	nál	nél	briszégnél	briszégnál
dizert	dizert	TRUE	ban	ben	dizertben	dizertban
dizert	dizert	TRUE	nak	nek	dizertnek	dizertnak
dizert	dizert	TRUE	nál	nél	dizertnél	dizertnál
dingec	dingec	TRUE	ban	ben	dingecben	dingecban
dingec	dingec	TRUE	nak	nek	dingecnek	dingecnak
dingec	dingec	TRUE	nál	nél	dingecnél	dingecnál
bortéd	bortéd	FALSE	ban	ben	bortédben	bortédban
bortéd	bortéd	FALSE	nak	nek	bortédnek	bortédnak
bortéd	bortéd	FALSE	nál	nél	bortédnél	bortédnál
spruhelt	spruhelt	TRUE	ban	ben	spruheltben	spruheltban
spruhelt	spruhelt	TRUE	nak	nek	spruheltnek	spruheltnak
spruhelt	spruhelt	TRUE	nál	nél	spruheltnél	spruheltnál
pradelt	pradelt	TRUE	ban	ben	pradeltben	pradeltban
pradelt	pradelt	TRUE	nak	nek	pradeltnek	pradeltnak
pradelt	pradelt	TRUE	nál	nél	pradeltnél	pradeltnál
ijév	ijév	FALSE	ban	ben	ijévben	ijévban
ijév	ijév	FALSE	nak	nek	ijévnek	ijévnak
ijév	ijév	FALSE	nál	nél	ijévnél	ijévnál
sprízem	sprízem	TRUE	ban	ben	sprízemben	sprízemban
sprízem	sprízem	TRUE	nak	nek	sprízemnek	sprízemnak
sprízem	sprízem	TRUE	nál	nél	sprízemnél	sprízemnál
klingeß	klingesz	TRUE	ban	ben	klingeszben	klingeszban
