base	baseline_log_odds	dat_id	record_date	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	response	response_string	esp_response	esp_match	rt	time_elapsed	file_name	variation	column	log_odds	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_left	picked_v1	esp_v1	picked_majority	i
préleglik	0.6418538861723947	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h38.46.274.csv	2023-06-20T16:38:00Z	605bb95e25fb0eb3edfe7c73	NA	NA	NA	8	second posttest trial	7	Te bizony sokat préleglesz. Én is sokat...	préleglem	préleglek	0	préleglem	NA	NA	3966	175977	lakok_3_high_reversed	lakok/lakom	33	0.6418538861723947	préleglek	préleglem	2	NA	3	19	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	1
prohódzik	-1.0560526742493137	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_10h28.38.451.csv	2023-06-20T10:28:00Z	6140ff9c5750f0081ca8d71f	NA	NA	NA	8	second posttest trial	7	Te bizony sokat prohódzol. Én is sokat...	prohódzok	prohódzom	1	prohódzom	NA	NA	4604	163131	lakok_3_high_reversed	lakok/lakom	33	-1.0560526742493137	prohódzok	prohódzom	2	NA	3	54	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	2
spibádzik	-0.2076393647782445	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h11.20.328.csv	2023-06-20T09:11:00Z	5f325435f0fc671a7434cabe	NA	NA	NA	8	second posttest trial	7	Te bizony sokat spibádzol. Én is sokat...	spibádzok	spibádzom	1	spibádzom	NA	NA	6266	199884	lakok_3_high_reversed	lakok/lakom	33	-0.2076393647782445	spibádzok	spibádzom	2	NA	3	39	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	2
spibamlik / spibamozik	0.5877866649021191	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_12h09.46.148.csv	2023-06-21T12:09:00Z	5d3c6e745602310001bca8aa	NA	NA	NA	8	second posttest trial	7	János imád spibamozni, ezért sokat spibamlik. Ők ritkán...	spibamoznak	spibamlanak	0	spibamoznak	NA	NA	5386	323028	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.5877866649021191	spibamlanak	spibamoznak	2	nek	3	9	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	2
spöklik / spöközik	0.5978370007556204	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_09h17.44.350.csv	2023-06-21T09:17:00Z	60ef5b1cf52939a80af77543	NA	NA	NA	8	second posttest trial	7	János imád spöközni, ezért sokat spöklik. Mi ritkán...	spöközünk	spöklünk	1	spöklünk	NA	NA	3065	27597	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.5978370007556204	spöklünk	spöközünk	1	ünk	3	8	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	2
spüszlik	0.14310084364067324	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_15h13.44.238.csv	2023-06-20T15:13:00Z	5e1dff99f0b71e166a571d7f	NA	NA	NA	8	second posttest trial	7	Te bizony sokat spüszlesz. Én is sokat...	spüszlöm	spüszlök	0	spüszlöm	NA	NA	6616	54091	lakok_3_high_reversed	lakok/lakom	33	0.14310084364067324	spüszlök	spüszlöm	1	NA	3	28	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	2
sztrajlik / sztrajozik	0.49247648509779424	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h51.47.417.csv	2023-06-21T11:51:00Z	607b14f74a8418d7b787ce33	NA	NA	NA	8	second posttest trial	7	János imád sztrajozni, ezért sokat sztrajlik. Ők ritkán...	sztrajlanak	sztrajoznak	1	sztrajoznak	NA	NA	2979	50851	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.49247648509779424	sztrajlanak	sztrajoznak	1	nek	3	11	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	2
sztritlik / sztritozik	0.14310084364067324	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h04.54.575.csv	2023-06-21T08:04:00Z	6151b07ac0d164fdd7e53100	NA	NA	NA	8	second posttest trial	7	János imád sztritozni, ezért sokat sztritlik. Ők ritkán...	sztritlanak	sztritoznak	0	sztritlanak	NA	NA	1106	26286	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.14310084364067324	sztritlanak	sztritoznak	1	nek	3	25	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	2
tágarzik / tágarozik	-0.06899287148695143	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_12h11.19.959.csv	2023-06-21T12:11:00Z	5c7cf1adc8c9920015d0bc60	NA	NA	NA	8	second posttest trial	7	János imád tágarozni, ezért sokat tágarzik. Mi ritkán...	tágarozunk	tágarzunk	0	tágarozunk	NA	NA	3121	50984	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.06899287148695143	tágarzunk	tágarozunk	2	ünk	3	36	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	1
tribejlik / tribejezik	-0.5978370007556204	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h42.05.689.csv	2023-06-21T08:42:00Z	6139181353b6c04cb2d95d8d	NA	NA	NA	8	second posttest trial	7	János imád tribejezni, ezért sokat tribejlik. Ti ritkán...	tribejeztek	tribejletek	0	tribejeztek	NA	NA	3947	35620	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.5978370007556204	tribejletek	tribejeztek	2	tek	3	50	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	2
vihepszik	-0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h13.53.182.csv	2023-06-20T09:13:00Z	5fd7cd077541e708f2a10aed	NA	NA	NA	8	second posttest trial	7	Te bizony sokat vihepszel. Én is sokat...	vihepszem	vihepszek	1	vihepszek	NA	NA	4975	41045	lakok_3_high_reversed	lakok/lakom	33	-0.7472144018302211	vihepszek	vihepszem	2	NA	3	51	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	2
vihepszik	-0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h28.04.251.csv	2023-06-20T16:28:00Z	5ca9f1578d77140001bac8dc	NA	NA	NA	8	second posttest trial	7	Te bizony sokat vihepszel. Én is sokat...	vihepszek	vihepszem	0	vihepszek	NA	NA	5570	44666	lakok_3_high_reversed	lakok/lakom	33	-0.7472144018302211	vihepszek	vihepszem	2	NA	3	51	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	2
zödlik	0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h56.52.861.csv	2023-06-20T08:56:00Z	60bf79a315a10bd3d21b3a96	NA	NA	NA	8	second posttest trial	7	Te bizony sokat zödlesz. Én is sokat...	zödlök	zödlöm	1	zödlöm	NA	NA	4279	56013	lakok_3_high_reversed	lakok/lakom	33	0.7472144018302211	zödlök	zödlöm	1	NA	3	15	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	1
aglik	-0.2076393647782445	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_13h06.15.947.csv	2023-06-20T13:06:00Z	612058b64e8bd208d39fbe68	NA	NA	NA	8	second posttest trial	8	Te bizony sokat aglasz. Én is sokat...	aglok	aglom	0	aglok	NA	NA	4770	85593	lakok_3_high_reversed	lakok/lakom	33	-0.2076393647782445	aglok	aglom	1	NA	3	38	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
brarlik	1.1451323043030026	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h56.52.861.csv	2023-06-20T08:56:00Z	60bf79a315a10bd3d21b3a96	NA	NA	NA	8	second posttest trial	8	Te bizony sokat brarlasz. Én is sokat...	brarlok	brarlom	1	brarlom	NA	NA	2569	59089	lakok_3_high_reversed	lakok/lakom	33	1.1451323043030026	brarlok	brarlom	1	NA	3	7	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	2
briváglik / brivágozik	-0.2876820724517809	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h37.17.295.csv	2023-06-21T11:37:00Z	5f452661c5a1b50a817ab094	NA	NA	NA	8	second posttest trial	8	János imád brivágozni, ezért sokat briváglik. Ők ritkán...	briváglanak	brivágoznak	1	brivágoznak	NA	NA	3484	40149	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.2876820724517809	briváglanak	brivágoznak	2	nek	3	40	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	3
brivepszik / brivepedik	0.9162907318741552	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_12h09.46.148.csv	2023-06-21T12:09:00Z	5d3c6e745602310001bca8aa	NA	NA	NA	8	second posttest trial	8	János imád brivepedni, ezért sokat brivepszik. Mi ritkán...	brivepszünk	brivepedünk	0	brivepszünk	NA	NA	8384	331915	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.9162907318741552	brivepszünk	brivepedünk	2	ünk	3	1	TRUE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
drojzik / drojozik	0.32542240043462795	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_13h08.08.328.csv	2023-06-21T13:08:00Z	5e8aefb03d71b0799a8d0f48	NA	NA	NA	8	second posttest trial	8	János imád drojozni, ezért sokat drojzik. Mi ritkán...	drojzunk	drojozunk	1	drojozunk	NA	NA	3911	61501	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.32542240043462795	drojzunk	drojozunk	1	ünk	3	17	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	3
filánylik / filányozik	0	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h59.24.738.csv	2023-06-21T11:59:00Z	6044cde18ec25456d2bd9d99	NA	NA	NA	8	second posttest trial	8	János imád filányozni, ezért sokat filánylik. Mi ritkán...	filánylunk	filányozunk	0	filánylunk	NA	NA	885	337246	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0	filánylunk	filányozunk	2	ünk	3	30	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
fivénylik	0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h13.53.182.csv	2023-06-20T09:13:00Z	5fd7cd077541e708f2a10aed	NA	NA	NA	8	second posttest trial	8	Te bizony sokat fivénylesz. Én is sokat...	fivénylem	fivénylek	1	fivénylek	NA	NA	5528	47078	lakok_3_high_reversed	lakok/lakom	33	0.7419373447293773	fivénylek	fivénylem	2	NA	3	16	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	3
fivénylik	0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_13h28.37.951.csv	2023-06-20T13:28:00Z	605896a739d40fa144496f26	NA	NA	NA	8	second posttest trial	8	Te bizony sokat fivénylesz. Én is sokat...	fivénylem	fivénylek	0	fivénylem	NA	NA	1755	88957	lakok_3_high_reversed	lakok/lakom	33	0.7419373447293773	fivénylek	fivénylem	2	NA	3	16	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	3
flözlik	0.965080896043587	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h28.04.251.csv	2023-06-20T16:28:00Z	5ca9f1578d77140001bac8dc	NA	NA	NA	8	second posttest trial	8	Te bizony sokat flözlesz. Én is sokat...	flözlöm	flözlök	1	flözlök	NA	NA	1838	47007	lakok_3_high_reversed	lakok/lakom	33	0.965080896043587	flözlök	flözlöm	1	NA	3	9	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	3
frivajlik	1.2992829841302609	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_10h28.38.451.csv	2023-06-20T10:28:00Z	6140ff9c5750f0081ca8d71f	NA	NA	NA	8	second posttest trial	8	Te bizony sokat frivajlasz. Én is sokat...	frivajlok	frivajlom	0	frivajlok	NA	NA	5273	168919	lakok_3_high_reversed	lakok/lakom	33	1.2992829841302609	frivajlok	frivajlom	2	NA	3	6	TRUE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
fröjlik / fröjözik	0.32542240043462795	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_12h11.19.959.csv	2023-06-21T12:11:00Z	5c7cf1adc8c9920015d0bc60	NA	NA	NA	8	second posttest trial	8	János imád fröjözni, ezért sokat fröjlik. Mi ritkán...	fröjözünk	fröjlünk	0	fröjözünk	NA	NA	6450	57936	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.32542240043462795	fröjlünk	fröjözünk	1	ünk	3	18	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	2
galárzik / galározik	-0.49247648509779407	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h12.22.832.csv	2023-06-21T08:12:00Z	5f338ba6ea047119dbd6e49e	NA	NA	NA	8	second posttest trial	8	János imád galározni, ezért sokat galárzik. Ők ritkán...	galárzanak	galároznak	1	galároznak	NA	NA	3954	70223	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.49247648509779407	galárzanak	galároznak	2	nek	3	48	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	3
galárzik / galározik	-0.49247648509779407	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h03.01.204.csv	2023-06-21T11:03:00Z	5f99dc8aa866bf0bf2d60f46	NA	NA	NA	8	second posttest trial	8	János imád galározni, ezért sokat galárzik. Ők ritkán...	galároznak	galárzanak	0	galároznak	NA	NA	7785	52924	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.49247648509779407	galárzanak	galároznak	2	nek	3	48	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	3
gilárzik	-0.8938178760220964	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_11h44.38.546.csv	2023-06-20T11:44:00Z	610032aa2ae56976d71d296d	NA	NA	NA	8	second posttest trial	8	Te bizony sokat gilárzol. Én is sokat...	gilárzok	gilárzom	1	gilárzom	NA	NA	2497	169769	lakok_3_high_reversed	lakok/lakom	33	-0.8938178760220964	gilárzok	gilárzom	2	NA	3	52	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	3
gyibakszik	-0.587786664902119	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h37.10.182.csv	2023-06-20T12:37:00Z	5f632ea32e85353d93872c67	NA	NA	NA	8	second posttest trial	8	Te bizony sokat gyibakszol. Én is sokat...	gyibakszok	gyibakszom	1	gyibakszom	NA	NA	3917	74873	lakok_3_high_reversed	lakok/lakom	33	-0.587786664902119	gyibakszok	gyibakszom	2	NA	3	46	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	3
gyibakszik	-0.587786664902119	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h38.46.274.csv	2023-06-20T16:38:00Z	605bb95e25fb0eb3edfe7c73	NA	NA	NA	8	second posttest trial	8	Te bizony sokat gyibakszol. Én is sokat...	gyibakszok	gyibakszom	0	gyibakszok	NA	NA	3660	180145	lakok_3_high_reversed	lakok/lakom	33	-0.587786664902119	gyibakszok	gyibakszom	2	NA	3	46	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	2
gyivepszik / gyivepedik	0.20763936477824457	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_09h05.41.844.csv	2023-06-21T09:05:00Z	61717173748006894b2b54ff	NA	NA	NA	8	second posttest trial	8	János imád gyivepedni, ezért sokat gyivepszik. Ők ritkán...	gyivepednek	gyivepszenek	0	gyivepednek	NA	NA	7361	57926	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.20763936477824457	gyivepszenek	gyivepednek	2	nek	3	21	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	2
kluzlik / kluzozik	-0.325422400434628	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h51.47.417.csv	2023-06-21T11:51:00Z	607b14f74a8418d7b787ce33	NA	NA	NA	8	second posttest trial	8	János imád kluzozni, ezért sokat kluzlik. Ti ritkán...	kluzoztok	kluzlotok	0	kluzoztok	NA	NA	2967	54330	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.325422400434628	kluzlotok	kluzoztok	1	tek	3	43	FALSE	TRUE	NA	NA	TRUE	FALSE	NA	NA	3
lihadzik	0.1941560144409574	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h11.20.328.csv	2023-06-20T09:11:00Z	5f325435f0fc671a7434cabe	NA	NA	NA	8	second posttest trial	8	Te bizony sokat lihadzol. Én is sokat...	lihadzok	lihadzom	1	lihadzom	NA	NA	2646	203052	lakok_3_high_reversed	lakok/lakom	33	0.1941560144409574	lihadzok	lihadzom	2	NA	3	27	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	3
mihágzik / mihágozik	-0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h31.31.484.csv	2023-06-21T11:31:00Z	566f3979744e3e0005b63481	NA	NA	NA	8	second posttest trial	8	János imád mihágozni, ezért sokat mihágzik. Ti ritkán...	mihágzotok	mihágoztok	0	mihágzotok	NA	NA	4603	47400	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.7419373447293773	mihágzotok	mihágoztok	2	tek	3	51	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	3
míjzik / míjozik	0.1941560144409574	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h04.54.575.csv	2023-06-21T08:04:00Z	6151b07ac0d164fdd7e53100	NA	NA	NA	8	second posttest trial	8	János imád míjozni, ezért sokat míjzik. Mi ritkán...	míjzunk	míjozunk	1	míjozunk	NA	NA	2502	29293	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.1941560144409574	míjzunk	míjozunk	1	ünk	3	23	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	3
plövőrzik	0.06899287148695142	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_14h51.24.919.csv	2023-06-20T14:51:00Z	60febbf6684ed23d1eec2db6	NA	NA	NA	8	second posttest trial	8	Te bizony sokat plövőrzöl. Én is sokat...	plövőrzök	plövőrzöm	0	plövőrzök	NA	NA	2705	42449	lakok_3_high_reversed	lakok/lakom	33	0.06899287148695142	plövőrzök	plövőrzöm	2	NA	3	30	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
prohódzik	-1.0560526742493137	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_08h16.02.189.csv	2023-06-20T08:16:00Z	607cabdfb9addc46d23a0f19	NA	NA	NA	8	second posttest trial	8	Te bizony sokat prohódzol. Én is sokat...	prohódzok	prohódzom	1	prohódzom	NA	NA	5761	65057	lakok_3_high_reversed	lakok/lakom	33	-1.0560526742493137	prohódzok	prohódzom	2	NA	3	54	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	3
spatszik	-0.3483066942682157	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_11h36.07.341.csv	2023-06-20T11:36:00Z	5df97fcd11d8796fd29e85e3	NA	NA	NA	8	second posttest trial	8	Te bizony sokat spatszol. Én is sokat...	spatszok	spatszom	0	spatszok	NA	NA	4476	69979	lakok_3_high_reversed	lakok/lakom	33	-0.3483066942682157	spatszok	spatszom	1	NA	3	43	FALSE	TRUE	NA	NA	TRUE	TRUE	NA	NA	3
spatszik	-0.3483066942682157	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_17h13.50.637.csv	2023-06-20T17:13:00Z	5ef5f78600093427dfd5e120	NA	NA	NA	8	second posttest trial	8	Te bizony sokat spatszol. Én is sokat...	spatszok	spatszom	1	spatszom	NA	NA	4167	98725	lakok_3_high_reversed	lakok/lakom	33	-0.3483066942682157	spatszok	spatszom	1	NA	3	43	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	3
sprálszik	-0.2876820724517809	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_10h48.54.386.csv	2023-06-20T10:48:00Z	608adf0cc8637f7f395352b1	NA	NA	NA	8	second posttest trial	8	Te bizony sokat sprálszol. Én is sokat...	sprálszom	sprálszok	1	sprálszok	NA	NA	3856	106494	lakok_3_high_reversed	lakok/lakom	33	-0.2876820724517809	sprálszok	sprálszom	1	NA	3	40	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	3
spülöklik	0.28768207245178085	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h05.09.759.csv	2023-06-20T09:05:00Z	6107aa76ee9845023fb0cb80	NA	NA	NA	8	second posttest trial	8	Te bizony sokat spülöklesz. Én is sokat...	spülöklök	spülöklöm	0	spülöklök	NA	NA	3086	64529	lakok_3_high_reversed	lakok/lakom	33	0.28768207245178085	spülöklök	spülöklöm	2	NA	3	26	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
spülőrzik	0.5877866649021191	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_15h13.44.238.csv	2023-06-20T15:13:00Z	5e1dff99f0b71e166a571d7f	NA	NA	NA	8	second posttest trial	8	Te bizony sokat spülőrzöl. Én is sokat...	spülőrzök	spülőrzöm	1	spülőrzöm	NA	NA	5052	59659	lakok_3_high_reversed	lakok/lakom	33	0.5877866649021191	spülőrzök	spülőrzöm	2	NA	3	20	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	3
spüszlik	0.14310084364067324	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_16h31.46.693.csv	2023-06-20T16:31:00Z	60d3acd071e98de7a42743ac	NA	NA	NA	8	second posttest trial	8	Te bizony sokat spüszlesz. Én is sokat...	spüszlök	spüszlöm	1	spüszlöm	NA	NA	5170	78801	lakok_3_high_reversed	lakok/lakom	33	0.14310084364067324	spüszlök	spüszlöm	1	NA	3	28	FALSE	FALSE	NA	NA	FALSE	FALSE	NA	NA	3
sztrajlik / sztrajozik	0.49247648509779424	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_09h17.44.350.csv	2023-06-21T09:17:00Z	60ef5b1cf52939a80af77543	NA	NA	NA	8	second posttest trial	8	János imád sztrajozni, ezért sokat sztrajlik. Ők ritkán...	sztrajoznak	sztrajlanak	0	sztrajoznak	NA	NA	3153	31259	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.49247648509779424	sztrajlanak	sztrajoznak	1	nek	3	11	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	3
sztrajlik / sztrajozik	0.49247648509779424	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h12.42.107.csv	2023-06-21T11:12:00Z	60fddc9ee6bb457b10b9a7ae	NA	NA	NA	8	second posttest trial	8	János imád sztrajozni, ezért sokat sztrajlik. Ők ritkán...	sztrajoznak	sztrajlanak	1	sztrajlanak	NA	NA	5586	146606	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0.49247648509779424	sztrajlanak	sztrajoznak	1	nek	3	11	TRUE	FALSE	NA	NA	FALSE	TRUE	NA	NA	3
tibarzik / tibarozik	0	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h42.05.689.csv	2023-06-21T08:42:00Z	6139181353b6c04cb2d95d8d	NA	NA	NA	8	second posttest trial	8	János imád tibarozni, ezért sokat tibarzik. Ők ritkán...	tibarzanak	tibaroznak	0	tibarzanak	NA	NA	2280	38416	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0	tibarzanak	tibaroznak	2	nek	3	31	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	3
tibarzik / tibarozik	0	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_13h14.12.882.csv	2023-06-21T13:14:00Z	61080f315a313dab03ea1cde	NA	NA	NA	8	second posttest trial	8	János imád tibarozni, ezért sokat tibarzik. Ők ritkán...	tibaroznak	tibarzanak	0	tibaroznak	NA	NA	2076	26584	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0	tibarzanak	tibaroznak	2	nek	3	31	FALSE	FALSE	NA	NA	TRUE	FALSE	NA	NA	3
trihagzik	-0.6418538861723948	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_12h41.55.226.csv	2023-06-20T12:41:00Z	5df2235d5a34251266ea645e	NA	NA	NA	8	second posttest trial	8	Te bizony sokat trihagzol. Én is sokat...	trihagzok	trihagzom	1	trihagzom	NA	NA	1386	40405	lakok_3_high_reversed	lakok/lakom	33	-0.6418538861723948	trihagzok	trihagzom	2	NA	3	50	FALSE	TRUE	NA	NA	FALSE	FALSE	NA	NA	2
vihepszik	-0.7472144018302211	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h23.38.663.csv	2023-06-20T09:23:00Z	600e8770316e2671811f49ac	NA	NA	NA	8	second posttest trial	8	Te bizony sokat vihepszel. Én is sokat...	vihepszem	vihepszek	1	vihepszek	NA	NA	1591	24082	lakok_3_high_reversed	lakok/lakom	33	-0.7472144018302211	vihepszek	vihepszem	2	NA	3	51	FALSE	TRUE	NA	NA	FALSE	TRUE	NA	NA	3
brüszlik / brüszözik	-0.2076393647782445	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_11h31.31.484.csv	2023-06-21T11:31:00Z	566f3979744e3e0005b63481	NA	NA	NA	8	second posttest trial	9	János imád brüszözni, ezért sokat brüszlik. Ti ritkán...	brüszlötök	brüszöztök	0	brüszlötök	NA	NA	3531	51447	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	-0.2076393647782445	brüszlötök	brüszöztök	1	tek	3	39	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	4
féjzik	0.4353180712578455	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_09h13.53.182.csv	2023-06-20T09:13:00Z	5fd7cd077541e708f2a10aed	NA	NA	NA	8	second posttest trial	9	Te bizony sokat féjzel. Én is sokat...	féjzek	féjzem	0	féjzek	NA	NA	3283	50861	lakok_3_high_reversed	lakok/lakom	33	0.4353180712578455	féjzek	féjzem	1	NA	3	22	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	4
filánylik / filányozik	0	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-21_08h42.05.689.csv	2023-06-21T08:42:00Z	6139181353b6c04cb2d95d8d	NA	NA	NA	8	second posttest trial	9	János imád filányozni, ezért sokat filánylik. Mi ritkán...	filányozunk	filánylunk	1	filánylunk	NA	NA	2772	41701	cselekszenek_3_high_reversed	cselekszenek/cselekednek	9	0	filánylunk	filányozunk	2	ünk	3	30	FALSE	FALSE	NA	NA	FALSE	TRUE	NA	NA	4
fivénylik	0.7419373447293773	hungarian-esp-sleep-2_esp_participant_SESSION_2023-06-20_11h36.07.341.csv	2023-06-20T11:36:00Z	5df97fcd11d8796fd29e85e3	NA	NA	NA	8	second posttest trial	9	Te bizony sokat fivénylesz. Én is sokat...	fivénylek	fivénylem	0	fivénylek	NA	NA	2203	72683	lakok_3_high_reversed	lakok/lakom	33	0.7419373447293773	fivénylek	fivénylem	2	NA	3	16	FALSE	FALSE	NA	NA	TRUE	TRUE	NA	NA	4
