lemma	xpostag	corpus_size	lemma_freq	v1	v2	vh
mosoly	[/N][Nom]	8570080167	305219	o	o	back
humor	[/N][Nom]	8570080167	243573	u	o	back
standard	[/N][Nom]	8570080167	253991	a	a	back
járat	[/N][Nom]	8570080167	386146	á	a	back
balog	[/N][Nom]	8570080167	90126	a	o	back
rezsi	[/N][Nom]	8570080167	110241	e	i	front
vitéz	[/N][Nom]	8570080167	124773	i	é	front
zavar	[/N][Nom]	8570080167	1009409	a	a	back
orosz	[/N][Nom]	8570080167	1237851	o	o	back
medve	[/N][Nom]	8570080167	144892	e	e	front
szűrő	[/N][Nom]	8570080167	218891	ű	ő	front
érdek	[/N][Nom]	8570080167	4021532	é	e	front
segély	[/N][Nom]	8570080167	205822	e	é	front
kétség	[/N][Nom]	8570080167	330738	é	é	front
kerék	[/N][Nom]	8570080167	321123	e	é	front
folyó	[/N][Nom]	8570080167	719055	o	ó	back
botrány	[/N][Nom]	8570080167	184982	o	á	back
dió	[/N][Nom]	8570080167	170665	i	ó	mixed
festék	[/N][Nom]	8570080167	211795	e	é	front
szelet	[/N][Nom]	8570080167	227889	e	e	front
bázis	[/N][Nom]	8570080167	253909	á	i	mixed
sütés	[/N][Nom]	8570080167	146505	ü	é	front
vadász	[/N][Nom]	8570080167	147350	a	á	back
készség	[/N][Nom]	8570080167	432973	é	é	front
szarvas	[/N][Nom]	8570080167	122242	a	a	back
csoki	[/N][Nom]	8570080167	197518	o	i	mixed
adás	[/N][Nom]	8570080167	364414	a	á	back
kérés	[/N][Nom]	8570080167	711557	é	é	front
mobil	[/N][Nom]	8570080167	581872	o	i	mixed
pokol	[/N][Nom]	8570080167	181778	o	o	back
vajda	[/N][Nom]	8570080167	89050	a	a	back
mama	[/N][Nom]	8570080167	138976	a	a	back
mondás	[/N][Nom]	8570080167	135414	o	á	back
felhő	[/N][Nom]	8570080167	236815	e	ő	front
teher	[/N][Nom]	8570080167	583590	e	e	front
pasi	[/N][Nom]	8570080167	221399	a	i	mixed
oláh	[/N][Nom]	8570080167	97210	o	á	back
tégla	[/N][Nom]	8570080167	153082	é	a	mixed
kocka	[/N][Nom]	8570080167	269095	o	a	back
biztos	[/N][Nom]	8570080167	3903802	i	o	mixed
csésze	[/N][Nom]	8570080167	118361	é	e	front
illés	[/N][Nom]	8570080167	85734	i	é	front
űrlap	[/N][Nom]	8570080167	200925	ű	a	mixed
rekord	[/N][Nom]	8570080167	227232	e	o	mixed
reform	[/N][Nom]	8570080167	246582	e	o	mixed
kurva	[/N][Nom]	8570080167	123329	u	a	back
kazán	[/N][Nom]	8570080167	156816	a	á	back
sárkány	[/N][Nom]	8570080167	144017	á	á	back
búza	[/N][Nom]	8570080167	128980	ú	a	back
bérlő	[/N][Nom]	8570080167	172200	é	ő	front
kórus	[/N][Nom]	8570080167	164820	ó	u	back
ügylet	[/N][Nom]	8570080167	245745	ü	e	front
nézet	[/N][Nom]	8570080167	313217	é	e	front
háló	[/N][Nom]	8570080167	248815	á	ó	back
töltés	[/N][Nom]	8570080167	207512	ö	é	front
veres	[/N][Nom]	8570080167	89025	e	e	front
ima	[/N][Nom]	8570080167	250331	i	a	mixed
bérlet	[/N][Nom]	8570080167	210506	é	e	front
kényszer	[/N][Nom]	8570080167	166237	é	e	front
bútor	[/N][Nom]	8570080167	361892	ú	o	back
szégyen	[/N][Nom]	8570080167	132582	é	e	front
hektár	[/N][Nom]	8570080167	166635	e	á	mixed
kliens	[/N][Nom]	8570080167	155897	i	e	front
betű	[/N][Nom]	8570080167	371225	e	ű	front
hírlap	[/N][Nom]	8570080167	98085	í	a	mixed
sorrend	[/N][Nom]	8570080167	422307	o	e	mixed
copyright	[/N][Nom]	8570080167	73934	o	i	mixed
érsek	[/N][Nom]	8570080167	98450	é	e	front
táska	[/N][Nom]	8570080167	273815	á	a	back
gyilkos	[/N][Nom]	8570080167	210622	i	o	mixed
leves	[/N][Nom]	8570080167	259758	e	e	front
próba	[/N][Nom]	8570080167	377613	ó	a	back
hullám	[/N][Nom]	8570080167	291699	u	á	back
garázs	[/N][Nom]	8570080167	166010	a	á	back
gyűrű	[/N][Nom]	8570080167	225459	ű	ű	front
hardver	[/N][Nom]	8570080167	133417	a	e	mixed
káosz	[/N][Nom]	8570080167	127133	á	o	back
barlang	[/N][Nom]	8570080167	213252	a	a	back
zászló	[/N][Nom]	8570080167	242421	á	ó	back
zóna	[/N][Nom]	8570080167	224098	ó	a	back
parancs	[/N][Nom]	8570080167	336819	a	a	back
tengely	[/N][Nom]	8570080167	203377	e	e	front
fene	[/N][Nom]	8570080167	136922	e	e	front
hívás	[/N][Nom]	8570080167	252442	í	á	mixed
címke	[/N][Nom]	8570080167	264330	í	e	front
naptár	[/N][Nom]	8570080167	172164	a	á	back
sereg	[/N][Nom]	8570080167	239197	e	e	front
kupon	[/N][Nom]	8570080167	152843	u	o	back
gyanú	[/N][Nom]	8570080167	267976	a	ú	back
major	[/N][Nom]	8570080167	86223	a	o	back
tünet	[/N][Nom]	8570080167	894743	ü	e	front
termés	[/N][Nom]	8570080167	237440	e	é	front
jogász	[/N][Nom]	8570080167	125862	o	á	back
szekrény	[/N][Nom]	8570080167	205583	e	é	front
bögre	[/N][Nom]	8570080167	103391	ö	e	front
oszlop	[/N][Nom]	8570080167	270140	o	o	back
elhunyt	[/N][Nom]	8570080167	516317	e	u	mixed
benzin	[/N][Nom]	8570080167	115544	e	i	front
szféra	[/N][Nom]	8570080167	176684	é	a	mixed
öreg	[/N][Nom]	8570080167	540038	ö	e	front
többlet	[/N][Nom]	8570080167	118257	ö	e	front
szálló	[/N][Nom]	8570080167	106607	á	ó	back
krumpli	[/N][Nom]	8570080167	161815	u	i	mixed
közeg	[/N][Nom]	8570080167	246186	ö	e	front
blues	[/N][Nom]	8570080167	77971	u	e	mixed
szennyvíz	[/N][Nom]	8570080167	117579	e	í	front
homok	[/N][Nom]	8570080167	164422	o	o	back
festés	[/N][Nom]	8570080167	162787	e	é	front
lépcső	[/N][Nom]	8570080167	254825	é	ő	front
szalag	[/N][Nom]	8570080167	206562	a	a	back
felár	[/N][Nom]	8570080167	111898	e	á	mixed
csavar	[/N][Nom]	8570080167	229195	a	a	back
tankönyv	[/N][Nom]	8570080167	233155	a	ö	mixed
fázis	[/N][Nom]	8570080167	318520	á	i	mixed
ráta	[/N][Nom]	8570080167	114395	á	a	back
belső	[/N][Nom]	8570080167	2316209	e	ő	front
gitár	[/N][Nom]	8570080167	145518	i	á	mixed
matrac	[/N][Nom]	8570080167	156652	a	a	back
kezdés	[/N][Nom]	8570080167	155161	e	é	front
balett	[/N][Nom]	8570080167	87544	a	e	mixed
döntő	[/N][Nom]	8570080167	854101	ö	ő	front
körút	[/N][Nom]	8570080167	143299	ö	ú	mixed
ikon	[/N][Nom]	8570080167	252749	i	o	mixed
függvény	[/N][Nom]	8570080167	371937	ü	é	front
sorszám	[/N][Nom]	8570080167	163493	o	á	back
pótlék	[/N][Nom]	8570080167	138201	ó	é	mixed
import	[/N][Nom]	8570080167	106482	i	o	mixed
lencse	[/N][Nom]	8570080167	201624	e	e	front
fogyás	[/N][Nom]	8570080167	134379	o	á	back
pezsgő	[/N][Nom]	8570080167	156739	e	ő	front
volán	[/N][Nom]	8570080167	92069	o	á	back
ultra	[/N][Nom]	8570080167	80330	u	a	back
látás	[/N][Nom]	8570080167	229586	á	á	back
harcos	[/N][Nom]	8570080167	200143	a	o	back
rutin	[/N][Nom]	8570080167	177667	u	i	mixed
tetszés	[/N][Nom]	8570080167	191299	e	é	front
terep	[/N][Nom]	8570080167	253371	e	e	front
hajtás	[/N][Nom]	8570080167	165433	a	á	back
gerinc	[/N][Nom]	8570080167	185994	e	i	front
futár	[/N][Nom]	8570080167	153008	u	á	back
hagyma	[/N][Nom]	8570080167	215893	a	a	back
szántó	[/N][Nom]	8570080167	82742	á	ó	back
advent	[/N][Nom]	8570080167	81081	a	e	mixed
hátrány	[/N][Nom]	8570080167	490024	á	á	back
kemping	[/N][Nom]	8570080167	132493	e	i	front
hűtő	[/N][Nom]	8570080167	275510	ű	ő	front
marha	[/N][Nom]	8570080167	109167	a	a	back
alfa	[/N][Nom]	8570080167	82539	a	a	back
profit	[/N][Nom]	8570080167	145090	o	i	mixed
hajdú	[/N][Nom]	8570080167	73573	a	ú	back
közút	[/N][Nom]	8570080167	141937	ö	ú	mixed
hobbi	[/N][Nom]	8570080167	182703	o	i	mixed
szalon	[/N][Nom]	8570080167	156947	a	o	back
jelleg	[/N][Nom]	8570080167	726132	e	e	front
vérzés	[/N][Nom]	8570080167	111463	é	é	front
fenyő	[/N][Nom]	8570080167	99152	e	ő	front
börtön	[/N][Nom]	8570080167	353451	ö	ö	front
búcsú	[/N][Nom]	8570080167	199251	ú	ú	back
részvény	[/N][Nom]	8570080167	271494	é	é	front
betét	[/N][Nom]	8570080167	178221	e	é	front
lecke	[/N][Nom]	8570080167	159815	e	e	front
gyertya	[/N][Nom]	8570080167	196826	e	a	mixed
hangszer	[/N][Nom]	8570080167	264485	a	e	mixed
úszás	[/N][Nom]	8570080167	101457	ú	á	back
harag	[/N][Nom]	8570080167	174692	a	a	back
horror	[/N][Nom]	8570080167	86314	o	o	back
padló	[/N][Nom]	8570080167	209247	a	ó	back
horgász	[/N][Nom]	8570080167	124171	o	á	back
irat	[/N][Nom]	8570080167	428082	i	a	mixed
nagydíj	[/N][Nom]	8570080167	137016	a	í	mixed
kanál	[/N][Nom]	8570080167	116754	a	á	back
barna	[/N][Nom]	8570080167	397686	a	a	back
láda	[/N][Nom]	8570080167	172772	á	a	back
szentes	[/N][Nom]	8570080167	92620	e	e	front
barack	[/N][Nom]	8570080167	83828	a	a	back
nemes	[/N][Nom]	8570080167	395668	e	e	front
evés	[/N][Nom]	8570080167	101694	e	é	front
egyed	[/N][Nom]	8570080167	191397	e	e	front
paraszt	[/N][Nom]	8570080167	121468	a	a	back
fiók	[/N][Nom]	8570080167	300671	i	ó	mixed
gyémánt	[/N][Nom]	8570080167	95992	é	á	mixed
bónusz	[/N][Nom]	8570080167	111542	ó	u	back
bárány	[/N][Nom]	8570080167	112863	á	á	back
hangzás	[/N][Nom]	8570080167	184679	a	á	back
gordon	[/N][Nom]	8570080167	66281	o	o	back
lopás	[/N][Nom]	8570080167	111566	o	á	back
magzat	[/N][Nom]	8570080167	112326	a	a	back
bika	[/N][Nom]	8570080167	95227	i	a	mixed
terror	[/N][Nom]	8570080167	79019	e	o	mixed
csirke	[/N][Nom]	8570080167	120186	i	e	front
lovas	[/N][Nom]	8570080167	259305	o	a	back
transzfer	[/N][Nom]	8570080167	87598	a	e	mixed
hűség	[/N][Nom]	8570080167	144858	ű	é	front
szlovák	[/N][Nom]	8570080167	379855	o	á	back
kudarc	[/N][Nom]	8570080167	269550	u	a	back
kedvenc	[/N][Nom]	8570080167	1526015	e	e	front
közlöny	[/N][Nom]	8570080167	101306	ö	ö	front
rovat	[/N][Nom]	8570080167	304432	o	a	back
róka	[/N][Nom]	8570080167	94023	ó	a	back
nyomda	[/N][Nom]	8570080167	108609	o	a	back
szőnyeg	[/N][Nom]	8570080167	165188	ő	e	front
fogás	[/N][Nom]	8570080167	256863	o	á	back
ifjú	[/N][Nom]	8570080167	368052	i	ú	mixed
hozam	[/N][Nom]	8570080167	218344	o	a	back
fókusz	[/N][Nom]	8570080167	180435	ó	u	back
tartály	[/N][Nom]	8570080167	166099	a	á	back
negyed	[/N][Nom]	8570080167	213612	e	e	front
hormon	[/N][Nom]	8570080167	155773	o	o	back
csarnok	[/N][Nom]	8570080167	165114	a	o	back
zsinat	[/N][Nom]	8570080167	87962	i	a	mixed
hőség	[/N][Nom]	8570080167	110910	ő	é	front
árvíz	[/N][Nom]	8570080167	93796	á	í	mixed
kaja	[/N][Nom]	8570080167	141379	a	a	back
indok	[/N][Nom]	8570080167	247775	i	o	mixed
jólét	[/N][Nom]	8570080167	141768	ó	é	mixed
sétány	[/N][Nom]	8570080167	107642	é	á	mixed
kontra	[/N][Nom]	8570080167	78108	o	a	back
ügynök	[/N][Nom]	8570080167	152247	ü	ö	front
báró	[/N][Nom]	8570080167	70779	á	ó	back
végzés	[/N][Nom]	8570080167	301221	é	é	front
izom	[/N][Nom]	8570080167	360640	i	o	mixed
légzés	[/N][Nom]	8570080167	112092	é	é	front
kötés	[/N][Nom]	8570080167	165530	ö	é	front
győző	[/N][Nom]	8570080167	66698	ő	ő	front
idény	[/N][Nom]	8570080167	156030	i	é	front
trió	[/N][Nom]	8570080167	84764	i	ó	mixed
jegyzet	[/N][Nom]	8570080167	177925	e	e	front
papa	[/N][Nom]	8570080167	77163	a	a	back
pizza	[/N][Nom]	8570080167	111796	i	a	mixed
haszon	[/N][Nom]	8570080167	412868	a	o	back
nyitás	[/N][Nom]	8570080167	144517	i	á	mixed
részleg	[/N][Nom]	8570080167	193540	é	e	front
gyomor	[/N][Nom]	8570080167	220348	o	o	back
sarok	[/N][Nom]	8570080167	497321	a	o	back
rektor	[/N][Nom]	8570080167	116072	e	o	mixed
edény	[/N][Nom]	8570080167	266167	e	é	front
logó	[/N][Nom]	8570080167	158462	o	ó	back
palack	[/N][Nom]	8570080167	172516	a	a	back
mari	[/N][Nom]	8570080167	81082	a	i	mixed
borbély	[/N][Nom]	8570080167	59299	o	é	mixed
oltás	[/N][Nom]	8570080167	152988	o	á	back
ékszer	[/N][Nom]	8570080167	241791	é	e	front
festmény	[/N][Nom]	8570080167	234548	e	é	front
monda	[/N][Nom]	8570080167	90848	o	a	back
fickó	[/N][Nom]	8570080167	80746	i	ó	mixed
reggel	[/N][Nom]	8570080167	1285185	e	e	front
áldás	[/N][Nom]	8570080167	188540	á	á	back
négyzet	[/N][Nom]	8570080167	114109	é	e	front
rejtély	[/N][Nom]	8570080167	109310	e	é	front
gyűjtés	[/N][Nom]	8570080167	272037	ű	é	front
készpénz	[/N][Nom]	8570080167	199856	é	é	front
szerszám	[/N][Nom]	8570080167	197567	e	á	mixed
sértett	[/N][Nom]	8570080167	115941	é	e	front
hatvan	[/N][Nom]	8570080167	186477	a	a	back
out	[/N][Nom]	8570080167	55139	o	u	back
titkár	[/N][Nom]	8570080167	152630	i	á	mixed
szövet	[/N][Nom]	8570080167	227490	ö	e	front
tréner	[/N][Nom]	8570080167	98782	é	e	front
dízel	[/N][Nom]	8570080167	77548	í	e	front
huszár	[/N][Nom]	8570080167	76387	u	á	back
cica	[/N][Nom]	8570080167	123542	i	a	mixed
tanú	[/N][Nom]	8570080167	226924	a	ú	back
banán	[/N][Nom]	8570080167	98375	a	á	back
rakás	[/N][Nom]	8570080167	59831	a	á	back
liget	[/N][Nom]	8570080167	88151	i	e	front
alföld	[/N][Nom]	8570080167	90642	a	ö	mixed
szűrés	[/N][Nom]	8570080167	184403	ű	é	front
vágás	[/N][Nom]	8570080167	123451	á	á	back
anyu	[/N][Nom]	8570080167	87469	a	u	back
bokor	[/N][Nom]	8570080167	141134	o	o	back
elit	[/N][Nom]	8570080167	236476	e	i	front
sátor	[/N][Nom]	8570080167	199256	á	o	back
mérték	[/N][Nom]	8570080167	2064759	é	é	front
holmi	[/N][Nom]	8570080167	135355	o	i	mixed
turné	[/N][Nom]	8570080167	155473	u	é	mixed
szomszéd	[/N][Nom]	8570080167	463192	o	é	mixed
kígyó	[/N][Nom]	8570080167	98361	í	ó	mixed
ugrás	[/N][Nom]	8570080167	111389	u	á	back
parti	[/N][Nom]	8570080167	225688	a	i	mixed
kamasz	[/N][Nom]	8570080167	104119	a	a	back
kötvény	[/N][Nom]	8570080167	140013	ö	é	front
száraz	[/N][Nom]	8570080167	641353	á	a	back
komfort	[/N][Nom]	8570080167	85903	o	o	back
birtok	[/N][Nom]	8570080167	612072	i	o	mixed
póló	[/N][Nom]	8570080167	172053	ó	ó	back
sólyom	[/N][Nom]	8570080167	59624	ó	o	back
ütem	[/N][Nom]	8570080167	334818	ü	e	front
mélység	[/N][Nom]	8570080167	286870	é	é	front
holló	[/N][Nom]	8570080167	61169	o	ó	back
földrajz	[/N][Nom]	8570080167	74867	ö	a	mixed
legény	[/N][Nom]	8570080167	95764	e	é	front
igen	[/N][Nom]	8570080167	4296094	i	e	front
bánat	[/N][Nom]	8570080167	142538	á	a	back
kölyök	[/N][Nom]	8570080167	118416	ö	ö	front
redőny	[/N][Nom]	8570080167	89681	e	ő	front
korlát	[/N][Nom]	8570080167	354440	o	á	back
célpont	[/N][Nom]	8570080167	180136	é	o	mixed
külső	[/N][Nom]	8570080167	1645255	ü	ő	front
eper	[/N][Nom]	8570080167	89742	e	e	front
nadrág	[/N][Nom]	8570080167	156903	a	á	back
doki	[/N][Nom]	8570080167	86683	o	i	mixed
szótár	[/N][Nom]	8570080167	124138	ó	á	back
lovag	[/N][Nom]	8570080167	128393	o	a	back
nádor	[/N][Nom]	8570080167	55327	á	o	back
faktor	[/N][Nom]	8570080167	112405	a	o	back
móka	[/N][Nom]	8570080167	66602	ó	a	back
észak	[/N][Nom]	8570080167	182296	é	a	mixed
villany	[/N][Nom]	8570080167	77766	i	a	mixed
tévhit	[/N][Nom]	8570080167	102414	é	i	front
vese	[/N][Nom]	8570080167	125513	e	e	front
státusz	[/N][Nom]	8570080167	188753	á	u	back
kalap	[/N][Nom]	8570080167	170115	a	a	back
pamut	[/N][Nom]	8570080167	62964	a	u	back
helység	[/N][Nom]	8570080167	126297	e	é	front
képlet	[/N][Nom]	8570080167	128277	é	e	front
golyó	[/N][Nom]	8570080167	133713	o	ó	back
bomba	[/N][Nom]	8570080167	115526	o	a	back
himnusz	[/N][Nom]	8570080167	110248	i	u	mixed
szappan	[/N][Nom]	8570080167	121531	a	a	back
járda	[/N][Nom]	8570080167	141653	á	a	back
dobó	[/N][Nom]	8570080167	61486	o	ó	back
flotta	[/N][Nom]	8570080167	93503	o	a	back
újonc	[/N][Nom]	8570080167	85577	ú	o	back
lízing	[/N][Nom]	8570080167	70055	í	i	front
raktár	[/N][Nom]	8570080167	296928	a	á	back
hegység	[/N][Nom]	8570080167	81206	e	é	front
zseni	[/N][Nom]	8570080167	75293	e	i	front
duó	[/N][Nom]	8570080167	73871	u	ó	back
csapás	[/N][Nom]	8570080167	169539	a	á	back
meló	[/N][Nom]	8570080167	81551	e	ó	mixed
dohány	[/N][Nom]	8570080167	63876	o	á	back
bognár	[/N][Nom]	8570080167	47553	o	á	back
lövés	[/N][Nom]	8570080167	202835	ö	é	front
földi	[/N][Nom]	8570080167	382820	ö	i	front
basszus	[/N][Nom]	8570080167	63438	a	u	back
parfüm	[/N][Nom]	8570080167	134902	a	ü	mixed
őrnagy	[/N][Nom]	8570080167	55583	ő	a	mixed
szilva	[/N][Nom]	8570080167	78142	i	a	mixed
első	[/N][Nom]	8570080167	231881	e	ő	front
kamu	[/N][Nom]	8570080167	50142	a	u	back
éjfél	[/N][Nom]	8570080167	124005	é	é	front
szemét	[/N][Nom]	8570080167	184796	e	é	front
marék	[/N][Nom]	8570080167	48039	a	é	mixed
béta	[/N][Nom]	8570080167	62573	é	a	mixed
mosás	[/N][Nom]	8570080167	94901	o	á	back
fürdés	[/N][Nom]	8570080167	70385	ü	é	front
henger	[/N][Nom]	8570080167	98903	e	e	front
tata	[/N][Nom]	8570080167	77123	a	a	back
komló	[/N][Nom]	8570080167	63429	o	ó	back
tempó	[/N][Nom]	8570080167	261832	e	ó	mixed
nyertes	[/N][Nom]	8570080167	422914	e	e	front
atom	[/N][Nom]	8570080167	107172	a	o	back
reptér	[/N][Nom]	8570080167	129828	e	é	front
műszer	[/N][Nom]	8570080167	149391	ű	e	front
védjegy	[/N][Nom]	8570080167	160893	é	e	front
csokor	[/N][Nom]	8570080167	122667	o	o	back
erkölcs	[/N][Nom]	8570080167	93516	e	ö	front
labor	[/N][Nom]	8570080167	101244	a	o	back
kamra	[/N][Nom]	8570080167	104967	a	a	back
közlés	[/N][Nom]	8570080167	303628	ö	é	front
oltár	[/N][Nom]	8570080167	125196	o	á	back
cirkusz	[/N][Nom]	8570080167	81194	i	u	mixed
képes	[/N][Nom]	8570080167	3134588	é	e	front
sablon	[/N][Nom]	8570080167	131066	a	o	back
sláger	[/N][Nom]	8570080167	155508	á	e	mixed
kristály	[/N][Nom]	8570080167	100734	i	á	mixed
hűtés	[/N][Nom]	8570080167	105627	ű	é	front
tigris	[/N][Nom]	8570080167	73400	i	i	front
nyuszi	[/N][Nom]	8570080167	79271	u	i	mixed
fedél	[/N][Nom]	8570080167	99105	e	é	front
tőzsde	[/N][Nom]	8570080167	147716	ő	e	front
zápor	[/N][Nom]	8570080167	70073	á	o	back
erkély	[/N][Nom]	8570080167	134113	e	é	front
kövér	[/N][Nom]	8570080167	149731	ö	é	front
szikla	[/N][Nom]	8570080167	173087	i	a	mixed
kulcsár	[/N][Nom]	8570080167	45514	u	á	back
líra	[/N][Nom]	8570080167	67261	í	a	mixed
kúra	[/N][Nom]	8570080167	85369	ú	a	back
hajlam	[/N][Nom]	8570080167	113380	a	a	back
suli	[/N][Nom]	8570080167	136877	u	i	mixed
aktus	[/N][Nom]	8570080167	123468	a	u	back
aszfalt	[/N][Nom]	8570080167	102583	a	a	back
riport	[/N][Nom]	8570080167	131337	i	o	mixed
függöny	[/N][Nom]	8570080167	97938	ü	ö	front
mentő	[/N][Nom]	8570080167	136520	e	ő	front
skála	[/N][Nom]	8570080167	189615	á	a	back
tőkés	[/N][Nom]	8570080167	53845	ő	é	front
kincstár	[/N][Nom]	8570080167	66064	i	á	mixed
tulaj	[/N][Nom]	8570080167	76454	u	a	back
pánik	[/N][Nom]	8570080167	85023	á	i	mixed
árnyék	[/N][Nom]	8570080167	251729	á	é	mixed
sapka	[/N][Nom]	8570080167	107692	a	a	back
ösvény	[/N][Nom]	8570080167	156719	ö	é	front
nőstény	[/N][Nom]	8570080167	79029	ő	é	front
kredit	[/N][Nom]	8570080167	81291	e	i	front
látszat	[/N][Nom]	8570080167	115888	á	a	back
mise	[/N][Nom]	8570080167	119302	i	e	front
apu	[/N][Nom]	8570080167	61621	a	u	back
hányás	[/N][Nom]	8570080167	63974	á	á	back
poén	[/N][Nom]	8570080167	131624	o	é	mixed
tolvaj	[/N][Nom]	8570080167	95699	o	a	back
enzim	[/N][Nom]	8570080167	114716	e	i	front
magány	[/N][Nom]	8570080167	106091	a	á	back
román	[/N][Nom]	8570080167	530264	o	á	back
járvány	[/N][Nom]	8570080167	86223	á	á	back
mottó	[/N][Nom]	8570080167	119999	o	ó	back
alsó	[/N][Nom]	8570080167	720350	a	ó	back
ritmus	[/N][Nom]	8570080167	195044	i	u	mixed
jóság	[/N][Nom]	8570080167	97904	ó	á	back
kocsma	[/N][Nom]	8570080167	143978	o	a	back
desszert	[/N][Nom]	8570080167	117521	e	e	front
guru	[/N][Nom]	8570080167	71769	u	u	back
korong	[/N][Nom]	8570080167	123955	o	o	back
szelep	[/N][Nom]	8570080167	98095	e	e	front
büfé	[/N][Nom]	8570080167	88152	ü	é	front
galamb	[/N][Nom]	8570080167	94909	a	a	back
gesztus	[/N][Nom]	8570080167	150750	e	u	mixed
gyökér	[/N][Nom]	8570080167	348107	ö	é	front
abroncs	[/N][Nom]	8570080167	132053	a	o	back
körte	[/N][Nom]	8570080167	68933	ö	e	front
joghurt	[/N][Nom]	8570080167	103615	o	u	back
farsang	[/N][Nom]	8570080167	62142	a	a	back
casco	[/N][Nom]	8570080167	44667	a	o	back
elvtárs	[/N][Nom]	8570080167	85866	e	á	mixed
vándor	[/N][Nom]	8570080167	60460	á	o	back
kötbér	[/N][Nom]	8570080167	63049	ö	é	front
égbolt	[/N][Nom]	8570080167	76022	é	o	mixed
összhang	[/N][Nom]	8570080167	448977	ö	a	mixed
akku	[/N][Nom]	8570080167	81775	a	u	back
lézer	[/N][Nom]	8570080167	69057	é	e	front
gyömbér	[/N][Nom]	8570080167	70308	ö	é	front
erőd	[/N][Nom]	8570080167	81829	e	ő	front
oldat	[/N][Nom]	8570080167	114076	o	a	back
gerezd	[/N][Nom]	8570080167	49079	e	e	front
fia	[/N][Nom]	8570080167	1115833	i	a	mixed
olasz	[/N][Nom]	8570080167	894463	o	a	back
kabát	[/N][Nom]	8570080167	139733	a	á	back
tömény	[/N][Nom]	8570080167	62275	ö	é	front
mentor	[/N][Nom]	8570080167	107865	e	o	mixed
villám	[/N][Nom]	8570080167	64492	i	á	mixed
tüdő	[/N][Nom]	8570080167	115502	ü	ő	front
előd	[/N][Nom]	8570080167	289968	e	ő	front
halom	[/N][Nom]	8570080167	83272	a	o	back
tündér	[/N][Nom]	8570080167	80485	ü	é	front
mérce	[/N][Nom]	8570080167	124475	é	e	front
csatár	[/N][Nom]	8570080167	80370	a	á	back
avar	[/N][Nom]	8570080167	69961	a	a	back
fitnesz	[/N][Nom]	8570080167	41560	i	e	front
törés	[/N][Nom]	8570080167	100660	ö	é	front
párna	[/N][Nom]	8570080167	127512	á	a	back
nóta	[/N][Nom]	8570080167	107340	ó	a	back
pornó	[/N][Nom]	8570080167	60358	o	ó	back
flóra	[/N][Nom]	8570080167	54713	ó	a	back
rezsim	[/N][Nom]	8570080167	64354	e	i	front
pünkösd	[/N][Nom]	8570080167	56330	ü	ö	front
trade	[/N][Nom]	8570080167	39554	a	e	mixed
tanya	[/N][Nom]	8570080167	137268	a	a	back
szultán	[/N][Nom]	8570080167	50522	u	á	back
kombi	[/N][Nom]	8570080167	53453	o	i	mixed
asztma	[/N][Nom]	8570080167	55293	a	a	back
kötél	[/N][Nom]	8570080167	122880	ö	é	front
kolbász	[/N][Nom]	8570080167	90318	o	á	back
hajós	[/N][Nom]	8570080167	77524	a	ó	back
norma	[/N][Nom]	8570080167	216926	o	a	back
majom	[/N][Nom]	8570080167	92250	a	o	back
rokon	[/N][Nom]	8570080167	387706	o	o	back
lelet	[/N][Nom]	8570080167	164353	e	e	front
manó	[/N][Nom]	8570080167	61975	a	ó	back
fasor	[/N][Nom]	8570080167	59296	a	o	back
hallás	[/N][Nom]	8570080167	100427	a	á	back
traktor	[/N][Nom]	8570080167	91939	a	o	back
tiltás	[/N][Nom]	8570080167	103866	i	á	mixed
zárás	[/N][Nom]	8570080167	171607	á	á	back
eszme	[/N][Nom]	8570080167	206912	e	e	front
konzol	[/N][Nom]	8570080167	115921	o	o	back
bukás	[/N][Nom]	8570080167	158270	u	á	back
szolga	[/N][Nom]	8570080167	170067	o	a	back
béka	[/N][Nom]	8570080167	75317	é	a	mixed
kémény	[/N][Nom]	8570080167	94885	é	é	front
zuhany	[/N][Nom]	8570080167	50689	u	a	back
tehén	[/N][Nom]	8570080167	107385	e	é	front
izé	[/N][Nom]	8570080167	58397	i	é	front
lekvár	[/N][Nom]	8570080167	106987	e	á	mixed
malom	[/N][Nom]	8570080167	80599	a	o	back
