form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	base	derivational	nsyl	base_tr
óhajtozok	1	óhajtozo	[/V][Prs.NDef.1Sg]	lakom/lakok	144	8570080167	óhajtozom	8	0.2222222222222222	-1.5040773967762742	óhajtozik	zik	3	óhajtozik
öklendezek	115	öklendeze	[/V][Prs.NDef.1Sg]	lakom/lakok	4342	8570080167	öklendezem	10	10.545454545454543	2.3556949183079943	öklendezik	zik	3	öklendezik
ökörködök	31	ökörködö	[/V][Prs.NDef.1Sg]	lakom/lakok	1755	8570080167	ökörködöm	17	1.7777777777777777	0.5753641449035618	ökörködik	NA	3	ökörködik
okoskodok	700	okoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	23651	8570080167	okoskodom	637	1.098746081504702	0.09416960368980012	okoskodik	NA	3	okoskodik
okosodok	61	okosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6651	8570080167	okosodom	64	0.953846153846154	-0.0472528848505455	okosodik	NA	3	okosodik
okvetetlenkedek	24	okvetetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	531	8570080167	okvetetlenkedem	5	4.166666666666667	1.4271163556401458	okvetetlenkedik	NA	5	okvetetlenkedik
ólálkodok	17	ólálkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6185	8570080167	ólálkodom	36	0.4864864864864865	-0.7205461547480597	ólálkodik	NA	3	ólálkodik
oldódok	232	oldódo	[/V][Prs.NDef.1Sg]	lakom/lakok	72937	8570080167	oldódom	84	2.7411764705882353	1.0083871970753842	oldódik	NA	2	oldódik
ölelkezek	19	ölelkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	6267	8570080167	ölelkezem	38	0.5128205128205128	-0.6678293725756556	ölelkezik	zik	3	ölelkezik
öltözködök	148	öltözködö	[/V][Prs.NDef.1Sg]	lakom/lakok	29838	8570080167	öltözködöm	1162	0.12811693895098883	-2.0548118465732053	öltözködik	NA	3	öltözködik
öltözök	787	öltözö	[/V][Prs.NDef.1Sg]	lakom/lakok	113660	8570080167	öltözöm	1343	0.5863095238095238	-0.5339074312252157	öltözik	zik	2	öltözik
olvadozok	76	olvadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3573	8570080167	olvadozom	58	1.305084745762712	0.2662679779479645	olvadozik	zik	3	olvadozik
önállósodok	2	önállósodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4835	8570080167	önállósodom	8	0.3333333333333333	-1.0986122886681098	önállósodik	NA	4	önállósodik
önkényeskedek	4	önkényeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	449	8570080167	önkényeskedem	2	1.6666666666666667	0.5108256237659907	önkényeskedik	NA	4	önké¥eskedik
ordítozok	95	ordítozo	[/V][Prs.NDef.1Sg]	lakom/lakok	7808	8570080167	ordítozom	39	2.4	0.8754687373538999	ordítozik	zik	3	ordítozik
öregszek	82	öregsze	[/V][Prs.NDef.1Sg]	lakom/lakok	32240	8570080167	öregszem	4985	0.01664661050942639	-4.095548656286906	öregszik	szik	2	öregßik
orientálódok	45	orientálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	6365	8570080167	orientálódom	47	0.9583333333333334	-0.04255961441879589	orientálódik	NA	5	orientálódik
őrizkedek	2	őrizkede	[/V][Prs.NDef.1Sg]	lakom/lakok	2033	8570080167	őrizkedem	25	0.1153846153846154	-2.159484249353372	őrizkedik	NA	3	őrizkedik
őrködök	49	őrködö	[/V][Prs.NDef.1Sg]	lakom/lakok	18581	8570080167	őrködöm	311	0.16025641025641027	-1.8309801823813363	őrködik	NA	2	őrködik
őrlődök	160	őrlődö	[/V][Prs.NDef.1Sg]	lakom/lakok	6626	8570080167	őrlődöm	246	0.6518218623481782	-0.42798397164351415	őrlődik	NA	2	őrlődik
öröklődök	1	öröklődö	[/V][Prs.NDef.1Sg]	lakom/lakok	17166	8570080167	öröklődöm	1	1	0	öröklődik	NA	3	öröklődik
örvendezek	436	örvendeze	[/V][Prs.NDef.1Sg]	lakom/lakok	50814	8570080167	örvendezem	21	19.863636363636363	2.9888907417372743	örvendezik	zik	3	örvendezik
összehaverkodok	13	összehaverkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2170	8570080167	összehaverkodom	16	0.8235294117647058	-0.1941560144409575	összehaverkodik	NA	5	ösßehaverkodik
osztódok	4	osztódo	[/V][Prs.NDef.1Sg]	lakom/lakok	9844	8570080167	osztódom	5	0.8333333333333334	-0.1823215567939546	osztódik	NA	2	oßtódik
osztozkodok	12	osztozkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6441	8570080167	osztozkodom	39	0.325	-1.1239300966523995	osztozkodik	NA	3	oßtozkodik
osztozok	99	osztozo	[/V][Prs.NDef.1Sg]	lakom/lakok	212384	8570080167	osztozom	1098	0.09099181073703366	-2.3969857684155302	osztozik	zik	2	oßtozik
óvakodok	86	óvakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	18248	8570080167	óvakodom	217	0.39908256880733944	-0.9185869441345051	óvakodik	NA	3	óvakodik
óvatoskodok	71	óvatoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2608	8570080167	óvatoskodom	84	0.8470588235294118	-0.16598513747426116	óvatoskodik	NA	4	óvatoskodik
pácolódok	1	pácolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1769	8570080167	pácolódom	3	0.5	-0.6931471805599453	pácolódik	NA	3	pácolódik
pályázok	1077	pályázo	[/V][Prs.NDef.1Sg]	lakom/lakok	247923	8570080167	pályázom	460	2.3383947939262475	0.849464708472294	pályázik	zik	2	pá¬ázik
panaszkodok	1192	panaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	194071	8570080167	panaszkodom	7206	0.1655335090883863	-1.798581632826525	panaszkodik	NA	3	panaßkodik
párásodok	5	párásodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2554	8570080167	párásodom	1	3	1.0986122886681098	párásodik	NA	3	párásodik
paráználkodok	13	paráználkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4716	8570080167	paráználkodom	13	1	0	paráználkodik	NA	4	paráználkodik
párosodok	3	párosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4817	8570080167	párosodom	2	1.3333333333333333	0.28768207245178085	párosodik	NA	3	párosodik
partizánkodok	2	partizánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	302	8570080167	partizánkodom	7	0.375	-0.9808292530117262	partizánkodik	NA	4	partizánkodik
pártoskodok	6	pártoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	478	8570080167	pártoskodom	16	0.4117647058823529	-0.8873031950009028	pártoskodik	NA	3	pártoskodik
pásztázok	42	pásztázo	[/V][Prs.NDef.1Sg]	lakom/lakok	12172	8570080167	pásztázom	78	0.5443037974683544	-0.608247736773459	pásztázik	zik	2	páßtázik
páváskodok	4	páváskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1096	8570080167	páváskodom	21	0.2272727272727273	-1.4816045409242156	páváskodik	NA	3	páváskodik
pecázok	117	pecázo	[/V][Prs.NDef.1Sg]	lakom/lakok	5981	8570080167	pecázom	110	1.063063063063063	0.06115442315333064	pecázik	zik	2	pecázik
példálódzok	12	példálódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	8093	8570080167	példálódzom	7	1.625	0.4855078157817008	példálódzik	zik	3	példálódzik
példálózok	173	példálózo	[/V][Prs.NDef.1Sg]	lakom/lakok	8093	8570080167	példálózom	310	0.5594855305466238	-0.5807376129647052	példálózik	zik	3	példálózik
pereskedek	40	pereskede	[/V][Prs.NDef.1Sg]	lakom/lakok	7520	8570080167	pereskedem	19	2.05	0.7178397931503168	pereskedik	NA	3	pereskedik
perlekedek	39	perlekede	[/V][Prs.NDef.1Sg]	lakom/lakok	1989	8570080167	perlekedem	27	1.4285714285714286	0.3566749439387324	perlekedik	NA	3	perlekedik
perzselődök	4	perzselődö	[/V][Prs.NDef.1Sg]	lakom/lakok	856	8570080167	perzselődöm	3	1.25	0.22314355131420976	perzselődik	NA	3	perΩelődik
pihizek	146	pihize	[/V][Prs.NDef.1Sg]	lakom/lakok	994	8570080167	pihizem	1	73.5	4.297285406218791	pihizik	zik	2	pihizik
pimaszkodok	11	pimaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	588	8570080167	pimaszkodom	8	1.3333333333333333	0.28768207245178085	pimaszkodik	NA	3	pimaßkodik
pingpongozok	44	pingpongozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3522	8570080167	pingpongozom	24	1.8	0.5877866649021191	pingpongozik	zik	3	pingpongozik
pipázok	101	pipázo	[/V][Prs.NDef.1Sg]	lakom/lakok	3608	8570080167	pipázom	48	2.0816326530612246	0.7331525151736445	pipázik	zik	2	pipázik
pipiskedek	16	pipiskede	[/V][Prs.NDef.1Sg]	lakom/lakok	1067	8570080167	pipiskedem	17	0.9444444444444444	-0.05715841383994864	pipiskedik	NA	3	pipiskedik
pironkodok	34	pironkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4029	8570080167	pironkodom	62	0.5555555555555556	-0.587786664902119	pironkodik	NA	3	pironkodik
pirosodok	12	pirosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2743	8570080167	pirosodom	7	1.625	0.4855078157817008	pirosodik	NA	3	pirosodik
piszkálódok	28	piszkálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	1002	8570080167	piszkálódom	6	4.142857142857143	1.421385680931161	piszkálódik	NA	3	pißkálódik
piszkoskodok	3	piszkoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	173	8570080167	piszkoskodom	1	2	0.6931471805599453	piszkoskodik	NA	3	pißkoskodik
pocakosodok	3	pocakosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	159	8570080167	pocakosodom	6	0.5714285714285714	-0.5596157879354228	pocakosodik	NA	4	pocakosodik
poénkodok	149	poénkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	7916	8570080167	poénkodom	79	1.875	0.6286086594223741	poénkodik	NA	3	poénkodik
pofátlankodok	30	pofátlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	705	8570080167	pofátlankodom	11	2.5833333333333335	0.949080554697146	pofátlankodik	NA	4	pofátlankodik
pólózok	10	pólózo	[/V][Prs.NDef.1Sg]	lakom/lakok	1468	8570080167	pólózom	26	0.4074074074074074	-0.8979415932059586	pólózik	zik	2	pólózik
pompázok	34	pompázo	[/V][Prs.NDef.1Sg]	lakom/lakok	35198	8570080167	pompázom	23	1.4583333333333333	0.377294231141468	pompázik	zik	2	pompázik
pörkölődök	2	pörkölődö	[/V][Prs.NDef.1Sg]	lakom/lakok	806	8570080167	pörkölődöm	2	1	0	pörkölődik	NA	3	pörkölődik
porosodok	3	porosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	15132	8570080167	porosodom	6	0.5714285714285714	-0.5596157879354228	porosodik	NA	3	porosodik
portyázok	68	portyázo	[/V][Prs.NDef.1Sg]	lakom/lakok	4052	8570080167	portyázom	9	6.9	1.9315214116032136	portyázik	zik	2	por†ázik
préselődök	6	préselődö	[/V][Prs.NDef.1Sg]	lakom/lakok	3221	8570080167	préselődöm	10	0.6363636363636364	-0.45198512374305727	préselődik	NA	3	préselődik
próbálkozok	3219	próbálkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	323025	8570080167	próbálkozom	15673	0.20543575347709583	-1.582621929074356	próbálkozik	zik	3	próbálkozik
puhatolózok	28	puhatolózo	[/V][Prs.NDef.1Sg]	lakom/lakok	2438	8570080167	puhatolózom	46	0.6170212765957447	-0.48285177172358457	puhatolózik	zik	4	puhatolózik
raboskodok	3	raboskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	8171	8570080167	raboskodom	36	0.10810810810810811	-2.2246235515243336	raboskodik	NA	3	raboskodik
rádiózok	139	rádiózo	[/V][Prs.NDef.1Sg]	lakom/lakok	5003	8570080167	rádiózom	168	0.8284023668639053	-0.18825629231376917	rádiózik	zik	3	rádiózik
ragaszkodok	1224	ragaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	266576	8570080167	ragaszkodom	12360	0.09910201440012945	-2.3116055109089957	ragaszkodik	NA	3	ragaßkodik
rágódok	516	rágódo	[/V][Prs.NDef.1Sg]	lakom/lakok	21316	8570080167	rágódom	1080	0.4782608695652174	-0.7375989431307791	rágódik	NA	2	rágódik
rajzolódok	2	rajzolódo	[/V][Prs.NDef.1Sg]	lakom/lakok	30853	8570080167	rajzolódom	1	1.5	0.4054651081081644	rajzolódik	NA	3	rajzolódik
rakódok	2	rakódo	[/V][Prs.NDef.1Sg]	lakom/lakok	18327	8570080167	rakódom	1	1.5	0.4054651081081644	rakódik	NA	2	rakódik
rakoncátlankodok	1	rakoncátlankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	2200	8570080167	rakoncátlankodom	1	1	0	rakoncátlankodik	NA	5	rakoncátlankodik
ráncosodok	3	ráncosodo	[/V][Prs.NDef.1Sg]	lakom/lakok	3780	8570080167	ráncosodom	10	0.3636363636363637	-1.01160091167848	ráncosodik	NA	3	ráncosodik
randizok	282	randizo	[/V][Prs.NDef.1Sg]	lakom/lakok	20259	8570080167	randizom	310	0.909967845659164	-0.0943460145359965	randizik	zik	2	randizik
rángatózok	22	rángatózo	[/V][Prs.NDef.1Sg]	lakom/lakok	5548	8570080167	rángatózom	30	0.7419354838709677	-0.29849298855599654	rángatózik	zik	3	rángatózik
ravaszkodok	10	ravaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	972	8570080167	ravaszkodom	6	1.5714285714285714	0.4519851237430572	ravaszkodik	NA	3	ravaßkodik
rázkódok	17	rázkódo	[/V][Prs.NDef.1Sg]	lakom/lakok	6310	8570080167	rázkódom	31	0.5625	-0.5753641449035618	rázkódik	NA	2	rázkódik
rázódok	50	rázódo	[/V][Prs.NDef.1Sg]	lakom/lakok	3960	8570080167	rázódom	85	0.5930232558139535	-0.5225216635291818	rázódik	NA	2	rázódik
regenerálódok	210	regenerálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	25980	8570080167	regenerálódom	133	1.5746268656716418	0.45401833352515514	regenerálódik	NA	5	regenerálódik
reggelizek	793	reggelize	[/V][Prs.NDef.1Sg]	lakom/lakok	37598	8570080167	reggelizem	808	0.9814585908529048	-0.01871545581135602	reggelizik	zik	3	reggelizik
reinkarnálódok	16	reinkarnálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2162	8570080167	reinkarnálódom	1	8.5	2.1400661634962708	reinkarnálódik	NA	5	reinkarnálódik
rejtezek	3	rejteze	[/V][Prs.NDef.1Sg]	lakom/lakok	4572	8570080167	rejtezem	2	1.3333333333333333	0.28768207245178085	rejtezik	zik	2	rejtezik
rejtőzködök	16	rejtőzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	13531	8570080167	rejtőzködöm	139	0.12142857142857144	-2.108429078553088	rejtőzködik	NA	3	rejtőzködik
rejtőzök	31	rejtőzö	[/V][Prs.NDef.1Sg]	lakom/lakok	58821	8570080167	rejtőzöm	41	0.7619047619047619	-0.2719337154836418	rejtőzik	zik	2	rejtőzik
reménykedek	5421	reménykede	[/V][Prs.NDef.1Sg]	lakom/lakok	167707	8570080167	reménykedem	19606	0.2765338909573112	-1.285421894256811	reménykedik	NA	3	remé¥kedik
rendelkezek	2067	rendelkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	2695227	8570080167	rendelkezem	32150	0.06432148300208392	-2.743861597752787	rendelkezik	zik	3	rendelkezik
rendetlenkedek	11	rendetlenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	2865	8570080167	rendetlenkedem	6	1.7142857142857142	0.5389965007326869	rendetlenkedik	NA	4	rendetlenkedik
rendezkedek	101	rendezkede	[/V][Prs.NDef.1Sg]	lakom/lakok	17362	8570080167	rendezkedem	77	1.3076923076923077	0.26826398659467937	rendezkedik	NA	3	rendezkedik
rendeződök	12	rendeződö	[/V][Prs.NDef.1Sg]	lakom/lakok	54166	8570080167	rendeződöm	5	2.1666666666666665	0.7731898882334817	rendeződik	NA	3	rendeződik
renitenskedek	2	renitenskede	[/V][Prs.NDef.1Sg]	lakom/lakok	274	8570080167	renitenskedem	1	1.5	0.4054651081081644	renitenskedik	NA	4	renitenskedik
restelkedek	2	restelkede	[/V][Prs.NDef.1Sg]	lakom/lakok	967	8570080167	restelkedem	33	0.08823529411764706	-2.4277482359480516	restelkedik	NA	3	restelkedik
részegedek	8	részegede	[/V][Prs.NDef.1Sg]	lakom/lakok	1562	8570080167	részegedem	3	2.25	0.8109302162163288	részegedik	NA	3	réßegedik
részegeskedek	5	részegeskede	[/V][Prs.NDef.1Sg]	lakom/lakok	709	8570080167	részegeskedem	5	1	0	részegeskedik	NA	4	réßegeskedik
részesedek	35	részesede	[/V][Prs.NDef.1Sg]	lakom/lakok	24890	8570080167	részesedem	21	1.6363636363636365	0.49247648509779424	részesedik	NA	3	réßesedik
révedezek	17	révedeze	[/V][Prs.NDef.1Sg]	lakom/lakok	1088	8570080167	révedezem	2	6	1.791759469228055	révedezik	zik	3	révedezik
rimánkodok	49	rimánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4130	8570080167	rimánkodom	54	0.9090909090909092	-0.0953101798043249	rimánkodik	NA	3	rimánkodik
ringatódzok	1	ringatódzo	[/V][Prs.NDef.1Sg]	lakom/lakok	8674	8570080167	ringatódzom	4	0.4	-0.916290731874155	ringatódzik	zik	3	ringatódzik
ringatózok	24	ringatózo	[/V][Prs.NDef.1Sg]	lakom/lakok	8674	8570080167	ringatózom	281	0.08865248226950355	-2.423031246069913	ringatózik	zik	3	ringatózik
ripacskodok	3	ripacskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	871	8570080167	ripacskodom	2	1.3333333333333333	0.28768207245178085	ripacskodik	NA	3	ripaçkodik
rohangászok	105	rohangászo	[/V][Prs.NDef.1Sg]	lakom/lakok	3976	8570080167	rohangászom	40	2.5853658536585367	0.9498670274077594	rohangászik	szik	3	rohangáßik
röplabdázok	30	röplabdázo	[/V][Prs.NDef.1Sg]	lakom/lakok	3986	8570080167	röplabdázom	53	0.5740740740740741	-0.5549968420791281	röplabdázik	zik	3	röplabdázik
roskadozok	23	roskadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	11094	8570080167	roskadozom	32	0.7272727272727273	-0.3184537311185346	roskadozik	zik	3	roskadozik
rosszalkodok	33	rosszalkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6227	8570080167	rosszalkodom	52	0.6415094339622641	-0.4439313889359605	rosszalkodik	NA	3	rosßalkodik
röstelkedek	3	röstelkede	[/V][Prs.NDef.1Sg]	lakom/lakok	803	8570080167	röstelkedem	28	0.13793103448275862	-1.9810014688665831	röstelkedik	NA	3	röstelkedik
rozsdásodok	31	rozsdásodo	[/V][Prs.NDef.1Sg]	lakom/lakok	7072	8570080167	rozsdásodom	5	5.333333333333333	1.6739764335716716	rozsdásodik	NA	3	roΩdásodik
rugaszkodok	36	rugaszkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	7279	8570080167	rugaszkodom	101	0.3627450980392157	-1.0140549006400468	rugaszkodik	NA	3	rugaßkodik
rugdosódok	2	rugdosódo	[/V][Prs.NDef.1Sg]	lakom/lakok	369	8570080167	rugdosódom	2	1	0	rugdosódik	NA	3	rugdosódik
rugódozok	1	rugódozo	[/V][Prs.NDef.1Sg]	lakom/lakok	169	8570080167	rugódozom	4	0.4	-0.916290731874155	rugódozik	zik	3	rugódozik
sáfárkodok	25	sáfárkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	4988	8570080167	sáfárkodom	30	0.8387096774193549	-0.17589066646366416	sáfárkodik	NA	3	sáfárkodik
sajnálkozok	53	sajnálkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	14151	8570080167	sajnálkozom	273	0.19708029197080293	-1.6241440598237955	sajnálkozik	zik	3	sajnálkozik
sápadozok	3	sápadozo	[/V][Prs.NDef.1Sg]	lakom/lakok	355	8570080167	sápadozom	2	1.3333333333333333	0.28768207245178085	sápadozik	zik	3	sápadozik
segédkezek	121	segédkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	34011	8570080167	segédkezem	303	0.40131578947368424	-0.9130066566729652	segédkezik	zik	3	segédkezik
serénykedek	11	serénykede	[/V][Prs.NDef.1Sg]	lakom/lakok	3658	8570080167	serénykedem	24	0.48	-0.7339691750802004	serénykedik	NA	3	seré¥kedik
sértődök	377	sértődö	[/V][Prs.NDef.1Sg]	lakom/lakok	14646	8570080167	sértődöm	468	0.8059701492537313	-0.21570857282669167	sértődik	NA	2	sértődik
settenkedek	31	settenkede	[/V][Prs.NDef.1Sg]	lakom/lakok	3595	8570080167	settenkedem	51	0.6153846153846154	-0.4855078157817008	settenkedik	NA	3	settenkedik
sikoltozok	38	sikoltozo	[/V][Prs.NDef.1Sg]	lakom/lakok	8245	8570080167	sikoltozom	79	0.4875	-0.7184649885442352	sikoltozik	zik	3	sikoltozik
sínylődök	39	sínylődö	[/V][Prs.NDef.1Sg]	lakom/lakok	4938	8570080167	sínylődöm	73	0.5405405405405406	-0.6151856390902334	sínylődik	NA	2	sí¥lődik
siránkozok	174	siránkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	14018	8570080167	siránkozom	206	0.8454106280193237	-0.16793281934185506	siránkozik	zik	3	siránkozik
sivalkodok	7	sivalkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1974	8570080167	sivalkodom	12	0.6153846153846154	-0.4855078157817008	sivalkodik	NA	3	sivalkodik
sodródok	290	sodródo	[/V][Prs.NDef.1Sg]	lakom/lakok	50915	8570080167	sodródom	522	0.5564053537284895	-0.5862581968934303	sodródik	NA	2	sodródik
sóhajtozok	190	sóhajtozo	[/V][Prs.NDef.1Sg]	lakom/lakok	11449	8570080167	sóhajtozom	233	0.8162393162393162	-0.20304768731107156	sóhajtozik	zik	3	sóhajtozik
sopánkodok	64	sopánkodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6686	8570080167	sopánkodom	59	1.0833333333333333	0.08004270767353636	sopánkodik	NA	3	sopánkodik
sorjázok	8	sorjázo	[/V][Prs.NDef.1Sg]	lakom/lakok	9441	8570080167	sorjázom	17	0.5	-0.6931471805599453	sorjázik	zik	2	sorjázik
sötétedek	1	sötétede	[/V][Prs.NDef.1Sg]	lakom/lakok	18489	8570080167	sötétedem	2	0.6666666666666666	-0.4054651081081645	sötétedik	NA	3	sötétedik
soványodok	4	soványodo	[/V][Prs.NDef.1Sg]	lakom/lakok	1420	8570080167	soványodom	3	1.25	0.22314355131420976	soványodik	NA	3	sová¥odik
specializálódok	15	specializálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	12027	8570080167	specializálódom	22	0.6956521739130435	-0.3629054936893685	specializálódik	NA	6	specializálódik
sürgölődök	13	sürgölődö	[/V][Prs.NDef.1Sg]	lakom/lakok	2392	8570080167	sürgölődöm	3	3.5	1.252762968495368	sürgölődik	NA	3	sürgölődik
sütkérezek	68	sütkéreze	[/V][Prs.NDef.1Sg]	lakom/lakok	7654	8570080167	sütkérezem	12	5.3076923076923075	1.6691571471357225	sütkérezik	zik	3	sütkérezik
szabadkozok	29	szabadkozo	[/V][Prs.NDef.1Sg]	lakom/lakok	8713	8570080167	szabadkozom	150	0.1986754966887417	-1.616082455152769	szabadkozik	zik	3	ßabadkozik
szabálytalankodok	31	szabálytalankodo	[/V][Prs.NDef.1Sg]	lakom/lakok	6970	8570080167	szabálytalankodom	22	1.391304347826087	0.3302416868705768	szabálytalankodik	NA	5	ßabá¬talankodik
szabódok	6	szabódo	[/V][Prs.NDef.1Sg]	lakom/lakok	925	8570080167	szabódom	10	0.6363636363636364	-0.45198512374305727	szabódik	NA	2	ßabódik
szaglálódok	1	szaglálódo	[/V][Prs.NDef.1Sg]	lakom/lakok	77	8570080167	szaglálódom	2	0.6666666666666666	-0.4054651081081645	szaglálódik	NA	3	ßaglálódik
szaglászok	91	szaglászo	[/V][Prs.NDef.1Sg]	lakom/lakok	6069	8570080167	szaglászom	81	1.1219512195121952	0.11506932978478727	szaglászik	szik	2	ßagláßik
száguldozok	192	száguldozo	[/V][Prs.NDef.1Sg]	lakom/lakok	16139	8570080167	száguldozom	117	1.6355932203389831	0.4920055644392208	száguldozik	zik	3	ßáguldozik
szájhősködök	1	szájhősködö	[/V][Prs.NDef.1Sg]	lakom/lakok	144	8570080167	szájhősködöm	3	0.5	-0.6931471805599453	szájhősködik	NA	3	ßájhősködik
szakácskodok	4	szakácskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	506	8570080167	szakácskodom	13	0.35714285714285715	-1.029619417181158	szakácskodik	NA	3	ßakáçkodik
számítódok	3	számítódo	[/V][Prs.NDef.1Sg]	lakom/lakok	2554	8570080167	számítódom	1	2	0.6931471805599453	számítódik	NA	3	ßámítódik
szánakozok	14	szánakozo	[/V][Prs.NDef.1Sg]	lakom/lakok	3014	8570080167	szánakozom	39	0.375	-0.9808292530117262	szánakozik	zik	3	ßánakozik
szándékozok	1252	szándékozo	[/V][Prs.NDef.1Sg]	lakom/lakok	57854	8570080167	szándékozom	5059	0.24762845849802373	-1.3958258073854428	szándékozik	zik	3	ßándékozik
szándékszok	7	szándékszo	[/V][Prs.NDef.1Sg]	lakom/lakok	57854	8570080167	szándékszom	293	0.02721088435374149	-3.6041382256588457	szándékszik	szik	2	ßándékßik
szaporodok	25	szaporodo	[/V][Prs.NDef.1Sg]	lakom/lakok	87868	8570080167	szaporodom	17	1.4444444444444444	0.36772478012531734	szaporodik	NA	3	ßaporodik
szarakodok	160	szarakodo	[/V][Prs.NDef.1Sg]	lakom/lakok	5699	8570080167	szarakodom	41	3.8333333333333335	1.3437347467010947	szarakodik	NA	3	ßarakodik
szarakszok	8	szarakszo	[/V][Prs.NDef.1Sg]	lakom/lakok	5699	8570080167	szarakszom	16	0.5294117647058824	-0.6359887667199967	szarakszik	szik	2	ßarakßik
származok	225	származo	[/V][Prs.NDef.1Sg]	lakom/lakok	596330	8570080167	származom	9351	0.02416595380667236	-3.7228105038796184	származik	zik	2	ßármazik
szedelődzködök	4	szedelődzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	599	8570080167	szedelődzködöm	25	0.19230769230769232	-1.6486586255873816	szedelődzködik	NA	4	ßedelődzködik
szedelőzködök	38	szedelőzködö	[/V][Prs.NDef.1Sg]	lakom/lakok	1934	8570080167	szedelőzködöm	35	1.0833333333333333	0.08004270767353636	szedelőzködik	NA	4	ßedelőzködik
szegényedek	5	szegényede	[/V][Prs.NDef.1Sg]	lakom/lakok	3561	8570080167	szegényedem	6	0.8571428571428571	-0.15415067982725836	szegényedik	NA	3	ßegé¥edik
szegeződök	1	szegeződö	[/V][Prs.NDef.1Sg]	lakom/lakok	7210	8570080167	szegeződöm	1	1	0	szegeződik	NA	3	ßegeződik
szegődök	87	szegődö	[/V][Prs.NDef.1Sg]	lakom/lakok	26979	8570080167	szegődöm	151	0.5789473684210527	-0.5465437063680699	szegődik	NA	2	ßegődik
szégyenkezek	67	szégyenkeze	[/V][Prs.NDef.1Sg]	lakom/lakok	31859	8570080167	szégyenkezem	308	0.22006472491909385	-1.513833571721639	szégyenkezik	zik	3	ßé©enkezik
szélesedek	1	szélesede	[/V][Prs.NDef.1Sg]	lakom/lakok	14264	8570080167	szélesedem	1	1	0	szélesedik	NA	3	ßélesedik
szélhámoskodok	5	szélhámoskodo	[/V][Prs.NDef.1Sg]	lakom/lakok	428	8570080167	szélhámoskodom	9	0.6	-0.5108256237659907	szélhámoskodik	NA	4	ßélhámoskodik
