form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds	suffix	vowel	base	base_tr
zsótérnak	94	zsótér	[/N][Dat]	hotelban/hotelben	13272	8570080167	zsótérnek	5	15.833333333333334	2.762117422372486	nak	é	zsótér	Ωótér
árnyéknál	94	árnyék	[/N][Ade]	hotelban/hotelben	251729	8570080167	árnyéknél	1	47.5	3.8607297110405954	nál	é	árnyék	ár¥ék
kábelra	93	kábel	[/N][Subl]	hotelban/hotelben	287412	8570080167	kábelre	4931	0.01905920519059205	-3.960205082014231	NA	e	kábel	kábel
pancsernak	92	pancser	[/Adj][Dat]	hotelban/hotelben	5888	8570080167	pancsernek	115	0.8017241379310345	-0.22099069795310872	nak	e	pancser	pançer
afférra	91	affér	[/N][Subl]	hotelban/hotelben	7332	8570080167	afférre	1	46	3.828641396489095	NA	é	affér	affér
sumérnak	91	sumér	[/Adj][Dat]	hotelban/hotelben	13314	8570080167	sumérnek	38	2.358974358974359	0.858226930919394	nak	é	sumér	sumér
kupésra	88	kupés	[/N][Subl]	hotelban/hotelben	1346	8570080167	kupésre	230	0.3852813852813853	-0.9537813407896536	NA	é	kupés	kupés
sumerban	88	sumer	[/N][Ine]	hotelban/hotelben	9716	8570080167	sumerben	123	0.717741935483871	-0.331645195872897	ban	e	sumer	sumer
trapéznak	88	trapéz	[/N][Dat]	hotelban/hotelben	13414	8570080167	trapéznek	4	17.8	2.8791984572980396	nak	é	trapéz	trapéz
vámbérynak	86	vámbéry	[/N][Dat]	hotelban/hotelben	6823	8570080167	vámbérynek	80	1.0740740740740742	0.07145896398214505	nak	é	vámbéry	vámbéry
ankétnak	85	ankét	[/N][Dat]	hotelban/hotelben	10005	8570080167	ankétnek	9	8.6	2.151762203259462	nak	é	ankét	ankét
bázelba	85	bázel	[/N][Ill]	hotelban/hotelben	7195	8570080167	bázelbe	583	0.14726027397260277	-1.9155536865747191	NA	e	bázel	bázel
caenban	85	caen	[/N][Ine]	hotelban/hotelben	1411	8570080167	caenben	61	1.3870967741935485	0.3272129112084162	ban	e	caen	caen
caenban	85	caen	[/N][Ine]	hotelban/hotelben	1411	8570080167	caen	26	3.185185185185185	1.1585104302491789	ban	e	caen	caen
hádésznak	84	hádész	[/N][Dat]	hotelban/hotelben	2844	8570080167	hádésznek	17	4.722222222222222	1.5522794985941517	nak	é	hádész	hádéß
hóhérra	83	hóhér	[/N][Subl]	hotelban/hotelben	21404	8570080167	hóhérre	1	42	3.737669618283368	NA	é	hóhér	hóhér
gundelban	82	gundel	[/N][Ine]	hotelban/hotelben	21479	8570080167	gundelben	595	0.13926174496644295	-1.971400059268752	ban	e	gundel	gundel
valérnak	82	valér	[/N][Dat]	hotelban/hotelben	4547	8570080167	valérnek	2	27.666666666666668	3.3202283191284883	nak	é	valér	valér
klozetra	81	klozet	[/N][Subl]	hotelban/hotelben	993	8570080167	klozetre	21	3.727272727272727	1.3156767939059373	NA	e	klozet	klozet
alfrédra	80	alfréd	[/N][Subl]	hotelban/hotelben	24985	8570080167	alfrédre	26	3	1.0986122886681098	NA	é	alfréd	alfréd
bohémnak	80	bohém	[/N][Dat]	hotelban/hotelben	24956	8570080167	bohémnek	66	1.208955223880597	0.18975653528147263	nak	é	bohém	bohém
cohennak	80	cohen	[/N][Dat]	hotelban/hotelben	18367	8570080167	cohennek	336	0.2403560830860534	-1.4256337756799229	nak	e	cohen	cohen
háttérban	80	háttér	[/N][Ine]	hotelban/hotelben	1176278	8570080167	háttérben	201077	4.028287530212156e-4	-7.816999016794575	ban	é	háttér	háttér
barnesnak	78	barnes	[/N][Dat]	hotelban/hotelben	6642	8570080167	barnesnek	1	39.5	3.676300671907076	nak	e	barnes	barnes
athénnál	77	athén	[/N][Ade]	hotelban/hotelben	51859	8570080167	athénnél	8	8.666666666666666	2.159484249353372	nál	é	athén	athén
bannerra	77	banner	[/N][Subl]	hotelban/hotelben	32596	8570080167	bannerre	979	0.07959183673469387	-2.530843744975026	NA	e	banner	banner
manfrédnak	77	manfréd	[/N][Dat]	hotelban/hotelben	6706	8570080167	manfrédnek	12	6	1.791759469228055	nak	é	manfréd	manfréd
matthewsnak	77	matthews	[/N][Dat]	hotelban/hotelben	5442	8570080167	matthewsnek	2	26	3.258096538021482	nak	e	matthews	matthews
zsanettnak	77	zsanett	[/N][Dat]	hotelban/hotelben	21329	8570080167	zsanettnek	360	0.21606648199445985	-1.5321691316432893	nak	e	zsanett	Ωanett
materra	76	mater	[/N][Subl]	hotelban/hotelben	16610	8570080167	materre	78	0.9746835443037974	-0.02564243061333767	NA	e	mater	mater
fotelnak	75	fotel	[/N][Dat]	hotelban/hotelben	70961	8570080167	fotelnek	363	0.2087912087912088	-1.5664205273504097	nak	e	fotel	fotel
húsvétnál	75	húsvét	[/N][Ade]	hotelban/hotelben	195283	8570080167	húsvétnél	3	19	2.9444389791664403	nál	é	húsvét	húsvét
róbertnak	75	róbert	[/N][Dat]	hotelban/hotelben	309252	8570080167	róbertnek	4386	0.01732391155687257	-4.055667560879883	nak	e	róbert	róbert
andrewnak	74	andrew	[/N][Dat]	hotelban/hotelben	41851	8570080167	andrewnek	7	9.375	2.2380465718564744	nak	e	andrew	andrew
karterba	74	karter	[/N][Ill]	hotelban/hotelben	1181	8570080167	karterbe	57	1.293103448275862	0.25704510298989114	NA	e	karter	karter
hostelba	73	hostel	[/N][Ill]	hotelban/hotelben	18348	8570080167	hostelbe	486	0.15195071868583165	-1.88419902987842	NA	e	hostel	hostel
malterba	73	malter	[/N][Ill]	hotelban/hotelben	3492	8570080167	malterbe	18	3.8947368421052633	1.3596261140377293	NA	e	malter	malter
múzemban	73	múzem	[/N][Ine]	hotelban/hotelben	610	8570080167	múzemben	1	37	3.610917912644224	ban	e	múzem	múzem
cannesba	72	cannes	[/N][Ill]	hotelban/hotelben	6650	8570080167	cannesbe	4	14.6	2.681021528714291	NA	e	cannes	cannes
tabletra	72	tablet	[/N][Subl]	hotelban/hotelben	64231	8570080167	tabletre	4250	0.01717243001646671	-4.064450087210399	NA	e	tablet	tablet
andrewsban	71	andrews	[/N][Ine]	hotelban/hotelben	6207	8570080167	andrewsben	2	24	3.1780538303479458	ban	e	andrews	andrews
konkrétban	71	konkrét	[/Adj][Ine]	hotelban/hotelben	915418	8570080167	konkrétben	4	14.4	2.667228206581955	ban	é	konkrét	konkrét
naményban	71	namény	[/N][Ine]	hotelban/hotelben	328	8570080167	naményben	1	36	3.58351893845611	ban	é	namény	namé¥
hughesnak	70	hughes	[/N][Dat]	hotelban/hotelben	16086	8570080167	hughesnek	6	10.142857142857142	2.316769727986002	nak	e	hughes	hughes
gluténban	69	glutén	[/N][Ine]	hotelban/hotelben	33858	8570080167	gluténben	63	1.09375	0.08961215868968714	ban	é	glutén	glutén
kastelyban	69	kastely	[/N][Ine]	hotelban/hotelben	525	8570080167	kastelyben	3	17.5	2.862200880929469	ban	e	kastely	kaste¬
bankettra	68	bankett	[/N][Subl]	hotelban/hotelben	10704	8570080167	bankettre	580	0.11876075731497418	-2.130644252254652	NA	e	bankett	bankett
adventra	67	advent	[/N][Subl]	hotelban/hotelben	81081	8570080167	adventre	1355	0.05014749262536873	-2.992786763324234	NA	e	advent	advent
hotelnál	65	hotel	[/N][Ade]	hotelban/hotelben	789022	8570080167	hotelnél	1487	0.04435483870967742	-3.115533473366612	nál	e	hotel	hotel
andrewsnak	64	andrews	[/N][Dat]	hotelban/hotelben	6207	8570080167	andrewsnek	1	32.5	3.481240089335692	nak	e	andrews	andrews
luthernak	64	luther	[/N][Dat]	hotelban/hotelben	56954	8570080167	luthernek	1095	0.05930656934306569	-2.8250351976123236	nak	e	luther	luther
zsótérnál	64	zsótér	[/N][Ade]	hotelban/hotelben	13272	8570080167	zsótérnél	2	21.666666666666668	3.0757749812275277	nál	é	zsótér	Ωótér
adventban	63	advent	[/N][Ine]	hotelban/hotelben	81081	8570080167	adventben	3184	0.02009419152276295	-3.907324484646592	ban	e	advent	advent
bayernak	63	bayer	[/N][Dat]	hotelban/hotelben	92079	8570080167	bayernek	680	0.09397944199706314	-2.364679222789841	nak	e	bayer	bayer
macseknak	63	macsek	[/N][Dat]	hotelban/hotelben	1650	8570080167	macseknek	8	7.111111111111111	1.9616585060234524	nak	e	macsek	maçek
macseknak	63	macsek	[/N][Dat]	hotelban/hotelben	1650	8570080167	macsek	4	12.8	2.549445170925571	nak	e	macsek	maçek
szlovénban	63	szlovén	[/Adj][Ine]	hotelban/hotelben	111340	8570080167	szlovénben	34	1.8285714285714283	0.6035350218702581	ban	é	szlovén	ßlovén
warezban	63	warez	[/N][Ine]	hotelban/hotelben	6801	8570080167	warezben	32	1.9393939393939392	0.6623755218931916	ban	e	warez	warez
klozetba	62	klozet	[/N][Ill]	hotelban/hotelben	993	8570080167	klozetbe	17	3.5	1.252762968495368	NA	e	klozet	klozet
apehnak	61	apeh	[/N][Dat]	hotelban/hotelben	44058	8570080167	apehnek	89	0.6888888888888889	-0.3726752852851735	nak	e	apeh	apeh
badenban	61	baden	[/N][Ine]	hotelban/hotelben	5168	8570080167	badenben	736	0.08412483039348712	-2.475453507144245	ban	e	baden	baden
badenban	61	baden	[/N][Ine]	hotelban/hotelben	5168	8570080167	baden	53	1.148148148148148	0.13815033848081718	ban	e	baden	baden
gardenban	61	garden	[/N][Ine]	hotelban/hotelben	28669	8570080167	gardenben	3232	0.01917723476647077	-3.9540313926803416	ban	e	garden	garden
poennak	61	poen	[/Adj][Dat]	hotelban/hotelben	3701	8570080167	poennek	1	31	3.4339872044851463	nak	e	poen	poen
szlovénra	61	szlovén	[/Adj][Subl]	hotelban/hotelben	111340	8570080167	szlovénre	45	1.3478260869565215	0.29849298855599654	NA	é	szlovén	ßlovén
gabesznak	60	gabesz	[/N][Dat]	hotelban/hotelben	1711	8570080167	gabesznek	8	6.777777777777778	1.913649286837092	nak	e	gabesz	gabeß
opelban	60	opel	[/N][Ine]	hotelban/hotelben	89440	8570080167	opelben	420	0.14489311163895488	-1.93175896950907	ban	e	opel	opel
trapézba	60	trapéz	[/N][Ill]	hotelban/hotelben	13414	8570080167	trapézbe	1	30.5	3.417726683613366	NA	é	trapéz	trapéz
hadészba	59	hadész	[/N][Ill]	hotelban/hotelben	840	8570080167	hadészbe	12	4.615384615384615	1.529395204760564	NA	é	hadész	hadéß
joeynak	59	joey	[/N][Dat]	hotelban/hotelben	9866	8570080167	joeynek	2	20	2.995732273553991	nak	e	joey	joey
szaténba	59	szatén	[/N][Ill]	hotelban/hotelben	10585	8570080167	szaténbe	2	20	2.995732273553991	NA	é	szatén	ßatén
fószernak	58	fószer	[/N][Dat]	hotelban/hotelben	4007	8570080167	fószernek	116	0.5042735042735043	-0.6846364908920367	nak	e	fószer	fóßer
hobbesnál	58	hobbes	[/N][Ade]	hotelban/hotelben	3009	8570080167	hobbesnél	1	29.5	3.3843902633457743	nál	e	hobbes	hobbes
pufferban	58	puffer	[/N][Ine]	hotelban/hotelben	21029	8570080167	pufferben	860	0.06852497096399536	-2.6805570605220113	ban	e	puffer	puffer
mutternak	57	mutter	[/N][Dat]	hotelban/hotelben	2225	8570080167	mutternek	32	1.7575757575757576	0.5639354490799391	nak	e	mutter	mutter
okésnak	57	okés	[/N][Dat]	hotelban/hotelben	15031	8570080167	okésnek	2	19.333333333333332	2.9618307218783095	nak	é	okés	okés
szumerban	57	szumer	[/N][Ine]	hotelban/hotelben	731	8570080167	szumerben	12	4.461538461538462	1.4954936530848826	ban	e	szumer	ßumer
tanyerra	57	tanyer	[/N][Subl]	hotelban/hotelben	864	8570080167	tanyerre	1	29	3.367295829986474	NA	e	tanyer	ta¥er
norvégban	56	norvég	[/Adj][Ine]	hotelban/hotelben	151508	8570080167	norvégben	3	14.25	2.6567569067146595	ban	é	norvég	norvég
opelra	56	opel	[/N][Subl]	hotelban/hotelben	89440	8570080167	opelre	332	0.17117117117117117	-1.7650912221458936	NA	e	opel	opel
valleyban	56	valley	[/N][Ine]	hotelban/hotelben	11809	8570080167	valleyben	163	0.3475609756097561	-1.0568151599896485	ban	e	valley	valley
arzénnak	55	arzén	[/N][Dat]	hotelban/hotelben	14384	8570080167	arzénnek	50	1.0980392156862746	0.09352605801082356	nak	é	arzén	arzén
bunkernak	55	bunker	[/N][Dat]	hotelban/hotelben	25691	8570080167	bunkernek	291	0.1917808219178082	-1.6514021115331323	nak	e	bunker	bunker
lupényban	55	lupény	[/N][Ine]	hotelban/hotelben	241	8570080167	lupényben	15	3.5	1.252762968495368	ban	é	lupény	lupé¥
alkesznak	54	alkesz	[/N][Dat]	hotelban/hotelben	4290	8570080167	alkesznek	75	0.7236842105263158	-0.3234001550538601	nak	e	alkesz	alkeß
nantesban	53	nantes	[/N][Ine]	hotelban/hotelben	3655	8570080167	nantesben	11	4.5	1.5040773967762742	ban	e	nantes	nantes
partnerra	53	partner	[/N][Subl]	hotelban/hotelben	1270201	8570080167	partnerre	11508	0.00469198018941697	-5.361900570404217	NA	e	partner	partner
warezra	53	warez	[/N][Subl]	hotelban/hotelben	6801	8570080167	warezre	50	1.0588235294117647	0.05715841383994862	NA	e	warez	warez
allélnak	52	allél	[/N][Dat]	hotelban/hotelben	9437	8570080167	allélnek	47	1.1041666666666667	0.09909090264423095	nak	é	allél	allél
sóderban	52	sóder	[/N][Ine]	hotelban/hotelben	8264	8570080167	sóderben	134	0.3925925925925926	-0.9349828648863076	ban	e	sóder	sóder
adélnál	51	adél	[/N][Ade]	hotelban/hotelben	28203	8570080167	adélnél	4	10.4	2.341805806147327	nál	é	adél	adél
adélnál	51	adél	[/N][Ade]	hotelban/hotelben	28203	8570080167	adél	2	17.333333333333332	2.8526314299133175	nál	é	adél	adél
albertra	51	albert	[/N][Subl]	hotelban/hotelben	206291	8570080167	albertre	645	0.0804953560371517	-2.5195557852011743	NA	e	albert	albert
kallernak	51	kaller	[/N][Dat]	hotelban/hotelben	1773	8570080167	kallernek	50	1.0196078431372548	0.01941808585710151	nak	e	kaller	kaller
towerban	51	tower	[/N][Ine]	hotelban/hotelben	21225	8570080167	towerben	908	0.05720572057205721	-2.8611013755960513	ban	e	tower	tower
malévba	50	malév	[/N][Ill]	hotelban/hotelben	33530	8570080167	malévbe	28	1.7586206896551724	0.5645298027378517	NA	é	malév	malév
aczélnál	49	aczél	[/N][Ade]	hotelban/hotelben	18645	8570080167	aczél	16	2.9411764705882355	1.07880966137193	nál	é	aczél	aczél
hardverba	49	hardver	[/N][Ill]	hotelban/hotelben	133417	8570080167	hardverbe	306	0.16286644951140064	-1.814824742159051	NA	e	hardver	hardver
faternál	48	fater	[/N][Ade]	hotelban/hotelben	15751	8570080167	faternél	6	7	1.9459101490553132	nál	e	fater	fater
grafénban	48	grafén	[/N][Ine]	hotelban/hotelben	2678	8570080167	grafén	116	0.4188034188034188	-0.8703536366871295	ban	é	grafén	grafén
grafénban	48	grafén	[/N][Ine]	hotelban/hotelben	2678	8570080167	grafénben	57	0.8448275862068966	-0.1686227124357927	ban	é	grafén	grafén
noteszra	48	notesz	[/N][Subl]	hotelban/hotelben	13921	8570080167	noteszre	90	0.5384615384615384	-0.6190392084062235	NA	e	notesz	noteß
poennak	48	poen	[/N][Dat]	hotelban/hotelben	3701	8570080167	poennek	1	24.5	3.1986731175506815	nak	e	poen	poen
pufferba	48	puffer	[/N][Ill]	hotelban/hotelben	21029	8570080167	pufferbe	604	0.08099173553719008	-2.513408159920215	NA	e	puffer	puffer
xavérnak	48	xavér	[/N][Dat]	hotelban/hotelben	3533	8570080167	xavérnek	2	16.333333333333332	2.793208009442517	nak	é	xavér	xavér
kázmérra	47	kázmér	[/N][Subl]	hotelban/hotelben	16367	8570080167	kázmérre	1	24	3.1780538303479458	NA	é	kázmér	kázmér
walternak	47	walter	[/N][Dat]	hotelban/hotelben	42513	8570080167	walternek	231	0.20689655172413793	-1.575536360758419	nak	e	walter	walter
wolvesnak	47	wolves	[/N][Dat]	hotelban/hotelben	5239	8570080167	wolvesnek	7	6	1.791759469228055	nak	e	wolves	wolves
kocsérra	46	kocsér	[/N][Subl]	hotelban/hotelben	2106	8570080167	kocsérre	1	23.5	3.1570004211501135	NA	é	kocsér	koçér
kósernak	46	kóser	[/Adj][Dat]	hotelban/hotelben	13540	8570080167	kósernek	145	0.3219178082191781	-1.133459019998278	nak	e	kóser	kóser
opelnak	46	opel	[/N][Dat]	hotelban/hotelben	89440	8570080167	opelnek	796	0.05897114178168131	-2.8307070770801563	nak	e	opel	opel
sparheltba	46	sparhelt	[/N][Ill]	hotelban/hotelben	4765	8570080167	sparheltbe	109	0.4272727272727273	-0.8503327640823577	NA	e	sparhelt	sparhelt
tunernak	46	tuner	[/N][Dat]	hotelban/hotelben	11349	8570080167	tunernek	151	0.3092105263157895	-1.1737329191362178	nak	e	tuner	tuner
antennak	45	anten	[/N][Dat]	hotelban/hotelben	99	8570080167	antennek	1	23	3.1354942159291497	nak	e	anten	anten
athenban	45	athen	[/N][Ine]	hotelban/hotelben	645	8570080167	athenben	25	1.7692307692307692	0.5705448584676129	ban	e	athen	athen
athenban	45	athen	[/N][Ine]	hotelban/hotelben	645	8570080167	athen	13	3.2857142857142856	1.1895840668738364	ban	e	athen	athen
kartellba	45	kartell	[/N][Ill]	hotelban/hotelben	13348	8570080167	kartellbe	286	0.1602787456445993	-1.830840819270526	NA	e	kartell	kartell
sumernak	45	sumer	[/N][Dat]	hotelban/hotelben	9716	8570080167	sumernek	81	0.5609756097560976	-0.578077850775158	nak	e	sumer	sumer
farmernál	44	farmer	[/N][Ade]	hotelban/hotelben	82647	8570080167	farmernél	138	0.3237410071942446	-1.127811443360372	nál	e	farmer	farmer
forbesnál	44	forbes	[/N][Ade]	hotelban/hotelben	20035	8570080167	forbesnél	1	22.5	3.1135153092103742	nál	e	forbes	forbes
lúzernak	44	lúzer	[/N][Dat]	hotelban/hotelben	19533	8570080167	lúzernek	1208	0.03722084367245657	-3.290886360844473	nak	e	lúzer	lúzer
notesban	44	notes	[/N][Ine]	hotelban/hotelben	8776	8570080167	notesben	3	11.25	2.4203681286504293	ban	e	notes	notes
patentnak	44	patent	[/N][Dat]	hotelban/hotelben	16682	8570080167	patentnek	24	1.8	0.5877866649021191	nak	e	patent	patent
sparheltban	44	sparhelt	[/N][Ine]	hotelban/hotelben	4765	8570080167	sparheltben	170	0.2631578947368421	-1.3350010667323402	ban	e	sparhelt	sparhelt
wareznak	44	warez	[/N][Dat]	hotelban/hotelben	6801	8570080167	wareznek	29	1.5	0.4054651081081644	nak	e	warez	warez
krapeknak	43	krapek	[/N][Dat]	hotelban/hotelben	1655	8570080167	krapeknek	12	3.3846153846153846	1.2192402764567245	nak	e	krapek	krapek
pókerban	43	póker	[/N][Ine]	hotelban/hotelben	22273	8570080167	pókerben	1582	0.02779532533164876	-3.5828874259627512	ban	e	póker	póker
trumpéknak	43	trumpék	[/N][Dat]	hotelban/hotelben	600	8570080167	trumpék	36	1.1891891891891893	0.17327172127403678	nak	é	trumpék	trumpék
afférban	42	affér	[/N][Ine]	hotelban/hotelben	7332	8570080167	afférben	6	6.142857142857143	1.8152899666382492	ban	é	affér	affér
faterra	42	fater	[/N][Subl]	hotelban/hotelben	15751	8570080167	faterre	8	4.777777777777778	1.563975538357343	NA	e	fater	fater
hamletban	42	hamlet	[/N][Ine]	hotelban/hotelben	25055	8570080167	hamletben	951	0.04516806722689075	-3.097364919097803	ban	e	hamlet	hamlet
kartellban	42	kartell	[/N][Ine]	hotelban/hotelben	13348	8570080167	kartellben	424	0.1011764705882353	-2.2908890532308543	ban	e	kartell	kartell
konkrétba	42	konkrét	[/Adj][Ill]	hotelban/hotelben	915418	8570080167	konkrétbe	1	21.5	3.068052935133617	NA	é	konkrét	konkrét
krapfennak	42	krapfen	[/N][Dat]	hotelban/hotelben	277	8570080167	krapfennek	14	2.8666666666666667	1.0531499145913523	nak	e	krapfen	krapfen
kroesnak	42	kroes	[/N][Dat]	hotelban/hotelben	2542	8570080167	kroesnek	2	14.333333333333334	2.662587827025453	nak	e	kroes	kroes
szadesznak	42	szadesz	[/N][Dat]	hotelban/hotelben	2004	8570080167	szadesznek	37	1.131578947368421	0.12361395596717664	nak	e	szadesz	ßadeß
wantedban	42	wanted	[/N][Ine]	hotelban/hotelben	5996	8570080167	wantedben	71	0.5972222222222222	-0.5154660033224929	ban	e	wanted	wanted
apehnál	41	apeh	[/N][Ade]	hotelban/hotelben	44058	8570080167	apehnél	25	1.6153846153846154	0.4795730802618863	nál	e	apeh	apeh
harveynak	41	harvey	[/N][Dat]	hotelban/hotelben	17180	8570080167	harveynek	18	2.210526315789474	0.7932306391169279	nak	e	harvey	harvey
opelnál	41	opel	[/N][Ade]	hotelban/hotelben	89440	8570080167	opelnél	1217	0.03448275862068965	-3.367295829986474	nál	e	opel	opel
zolderban	41	zolder	[/N][Ine]	hotelban/hotelben	655	8570080167	zolderben	302	0.13861386138613865	-1.9760631872260008	ban	e	zolder	zolder
klozetban	40	klozet	[/N][Ine]	hotelban/hotelben	993	8570080167	klozetben	23	1.7083333333333333	0.5355182363563621	ban	e	klozet	klozet
koperba	40	koper	[/N][Ill]	hotelban/hotelben	2540	8570080167	koperbe	145	0.2808219178082192	-1.2700345550040286	NA	e	koper	koper
zsakettban	40	zsakett	[/N][Ine]	hotelban/hotelben	787	8570080167	zsakettben	177	0.2303370786516854	-1.4682114835877773	ban	e	zsakett	Ωakett
hádészba	39	hádész	[/N][Ill]	hotelban/hotelben	2844	8570080167	hádészbe	9	4	1.3862943611198906	NA	é	hádész	hádéß
hádészra	39	hádész	[/N][Subl]	hotelban/hotelben	2844	8570080167	hádészre	2	13.333333333333334	2.5902671654458267	NA	é	hádész	hádéß
bojlerban	38	bojler	[/N][Ine]	hotelban/hotelben	25309	8570080167	bojlerben	548	0.07103825136612021	-2.644536795379884	ban	e	bojler	bojler
bojlerban	38	bojler	[/N][Ine]	hotelban/hotelben	25309	8570080167	boylerben	27	1.3928571428571428	0.33135713595444244	ban	e	bojler	bojler
husvetra	38	husvet	[/N][Subl]	hotelban/hotelben	476	8570080167	husvetre	2	13	2.5649493574615367	NA	e	husvet	husvet
soltésznak	38	soltész	[/N][Dat]	hotelban/hotelben	26848	8570080167	soltésznek	7	4.875	1.5841201044498106	nak	é	soltész	soltéß
luzernban	37	luzern	[/N][Ine]	hotelban/hotelben	2892	8570080167	luzernben	689	0.05507246376811594	-2.8991054378649195	ban	e	luzern	luzern
opelba	37	opel	[/N][Ill]	hotelban/hotelben	89440	8570080167	opelbe	155	0.2435897435897436	-1.4122698475231512	NA	e	opel	opel
